MIN_LOC_X,MIN_LOC_Y,MIN_DIST_ORIGIN,MAX_LOC_X,MAX_LOC_Y,MAX_DIST_ORIGIN,MEAN_LOC_X,MEAN_LOC_Y,MEAN_DIST_ORIGIN,STD_LOC_X,STD_LOC_Y,STD_DIST_ORIGIN,MEDIAN_LOC_X,MEDIAN_LOC_Y,MEDIAN_DIST_ORIGIN,RANGE_LOC_X,RANGE_LOC_Y,RANGE_DIST_ORIGIN,TOTAL_DIST_TRAVELED_X,TOTAL_DIST_TRAVELED_Y,TOTAL_DIST_TRAVELED_EUCLIDEAN,TOTAL_DIRECTION_CHANGES,TIME_SPENT_WALKING_SEC,TIME_SPENT_STANDING_SEC,RATIO_OF_CAMERA_CAPTURES,UNIT_ID,UNIT_TYPE,WAREHOUSE
-8.036841706,-0.166427313,0.952152495,7.263208428,16.48481533,18.01397605,-3.110407558,8.774712065,9.812193026,3.686423155,4.853275808,5.247387613,-3.743375522,8.576133932,9.993020828,15.30005013,16.65124264,17.06182356,33.34216408,57.19413164,68.5906505,13,9.866666667,290.1333333,0.795454545,4,Person,Warehouse_003
0.724586555,3.729732851,5.995805605,5.923240737,12.9803926,13.00060067,2.501841236,8.713928125,9.384397413,1.545142756,2.877233203,2.188783948,1.852092577,8.816653008,9.009085258,5.198654182,9.250659747,7.00479506,10.00479404,24.31295989,26.95020722,9,0,300,0.666666667,41,NovaCarter,Warehouse_004
-7.640646974,-0.170392986,3.999088506,3.212998822,14.65652398,15.00456786,-3.70418334,7.235708888,9.138063612,2.788126967,4.717953207,3.55035001,-3.996734477,6.727909491,9.007365696,10.8536458,14.82691697,11.00547935,15.81784951,30.9303181,37.93027117,13,0,300,0.571428571,29,NovaCarter,Warehouse_004
0.722599214,-10.81359094,1.99114388,5.305120936,12.98234547,13.0024399,2.848182952,-2.67507106,7.349915708,1.650250117,6.880772601,3.363814414,2.029893187,-4.377048714,7.001493911,4.582521722,23.79593641,11.01129602,6.166805876,30.49920638,32.73489479,13,0,300,0.714285714,30,Transporter,Warehouse_004
-8.704419092,0.115571936,3.995108582,-3.993436579,16.66479734,17.50940729,-6.078076126,8.468529711,10.95463125,1.221498081,5.299376834,4.269720286,-6.084311218,9.142134194,10.98454461,4.710982513,16.5492254,13.51429871,12.47391461,16.96104891,23.25799633,3,6.5,293.5,0.523809524,32,Person,Warehouse_004
-8.21138857,-3.715008943,1.972529968,1.92589033,13.90796065,14.00120404,-3.520966338,5.278651803,7.90524368,2.573602935,5.367447334,3.633375031,-2.905352586,3.355773994,7.510289341,10.1372789,17.62296959,12.02867407,16.79434893,48.76915479,53.39818655,11,6.666666667,293.3333333,0.738095238,2,Person,Warehouse_004
-6.344906547,5.620284875,7.977811083,6.113889784,15.865089,17.00237329,-2.556956124,11.66249645,12.65049007,3.734471841,3.373423415,2.800573924,-2.975747003,12.60432803,12.95083608,12.45879633,10.24480413,9.024562204,21.95669952,27.04784693,37.25497025,2,4.6,295.4,0.595238095,7,Person,Warehouse_004
-5.851763432,-10.91981931,2.934327076,4.098510574,14.90934856,16.01661043,-0.825624316,0.143083936,9.146280448,3.295576838,9.445074678,4.137383819,-0.479801719,-3.88109059,9.066978873,9.950274006,25.82916787,13.08228335,19.80047008,32.89890139,40.07138483,6,9.1,290.9,0.785714286,50,Person,Warehouse_004
-3.688928899,-9.315250792,0.981508494,4.751505045,13.89114544,14.00569064,1.467438729,3.303626834,7.470458434,2.740695213,7.109383378,3.913351471,2.472786206,3.761279786,7.070649902,8.440433944,23.20639623,13.02418215,14.98744533,54.80656377,58.24103835,5,6.833333333,293.1666667,0.857142857,42,Person,Warehouse_004
1.631405888,-10.21025765,1.992718588,6.345969479,15.89565125,17.01641543,4.643465726,0.584037243,9.370241369,1.394093541,9.185402048,4.518468515,4.847363643,-1.227207102,9.006079471,4.714563591,26.1059089,15.02369684,13.84373075,32.65340192,38.79533121,10,4.566666667,295.4333333,0.833333333,1,Person,Warehouse_004
-8.053271776,-7.559566237,2.981506811,-2.976364748,1.683462952,11.04546187,-6.271135766,-2.474417403,7.104164777,1.758274548,2.851917555,2.491122484,-7.069641005,-2.438053783,7.481445411,5.076907029,9.243029188,8.063955062,5.517361417,19.9394642,21.19549077,10,5.233333333,294.7666667,0.380952381,18,Person,Warehouse_004
-6.414494187,0.233036135,1.993772288,-1.980106587,13.50833836,14.01576113,-4.052762018,7.0843096,8.388857178,1.086963286,4.201679051,3.88265293,-3.795385228,7.013457345,8.477077561,4.4343876,13.27530223,12.02198884,8.221232812,14.83067355,17.88784998,9,8.066666667,291.9333333,0.523809524,34,Person,Warehouse_004
-8.303860114,7.419241018,7.991854009,-1.988596746,15.22931306,17.0049161,-4.916099033,11.23548033,12.45030543,1.97525152,2.875872971,2.750673839,-4.47401531,10.54644753,12.03636206,6.315263368,7.810072045,9.013062091,18.9406331,26.82150898,35.01276352,3,5.9,294.1,0.5,24,Person,Warehouse_004
-8.056664795,-11.19571236,6.994938488,5.320161371,16.16574198,17.01867594,-5.577505957,-0.534025,12.01816239,3.369761495,10.53257766,3.041054561,-6.473104829,-5.784816536,12.09371214,13.37682617,27.36145434,10.02373745,18.74605963,36.05458168,48.48319456,9,1.4,298.6,0.738095238,15,Person,Warehouse_004
-4.168758996,1.901059353,2.99888394,7.102474717,15.00107805,15.00328464,2.291333612,7.31976764,8.813708447,3.942127579,4.115645504,3.691430508,3.903177701,7.322957702,8.538663442,11.27123371,13.1000187,12.0044007,22.92652649,43.33412446,52.97629293,1,5.6,294.4,0.761904762,33,Person,Warehouse_004
-4.218515212,-6.814477313,2.984868428,-1.686561135,13.89594641,14.00623613,-2.447791258,3.153392436,8.108427888,0.6741995,7.904008072,3.621719433,-2.618287721,0.395900349,8.014547501,2.531954077,20.71042372,11.0213677,4.805029963,25.90512026,27.38490497,13,6.466666667,293.5333333,0.714285714,0,Person,Warehouse_004
-2.742229755,-0.48180337,1.97402741,1.914327487,13.997443,14.02296538,-1.731479377,7.156031939,7.712354319,1.125343085,4.275829248,3.778295596,-1.976241073,7.171969626,7.529223669,4.656557242,14.47924637,12.04893797,6.487703136,25.89211687,27.92522338,1,10.83333333,289.1666667,0.642857143,49,Person,Warehouse_004
-2.861466031,0.180257279,2.998803663,6.354193275,13.72084569,14.01604774,3.867855993,6.609134548,8.533581289,2.554163132,4.334766137,3.336601056,4.787060118,6.628399465,8.996773791,9.215659306,13.54058841,11.01724408,16.72726245,28.22875572,35.63326188,10,4.433333333,295.5666667,0.738095238,17,Person,Warehouse_004
-1.432593623,-9.508109729,1.99440686,7.444165973,16.4069394,18.01674964,3.847600857,3.459145229,9.920210096,2.516860872,9.394886064,4.791411329,4.050348722,2.097089738,9.512508237,8.876759597,25.91504913,16.02234278,20.7354817,30.51988095,39.07783299,1,8.5,291.5,0.880952381,14,Person,Warehouse_004
-7.8699182,0.101968166,1.98517747,6.313541532,15.78977149,17.00522538,-3.265253387,8.22578056,9.244495019,3.078644335,4.342557767,4.604401832,-3.147796966,8.184942925,9.035374331,14.18345973,15.68780332,15.02004791,31.54996625,39.24421062,57.63359432,10,8.766666667,291.2333333,0.619047619,35,Person,Warehouse_004
1.641415275,-0.337287864,1.975929046,7.949770048,17.28908196,19.02921961,5.797908444,7.979570989,10.10276367,1.99158651,5.429829818,5.354711056,6.605797548,7.328848145,10.01971691,6.308354773,17.62636982,17.05329056,9.989031301,22.66487849,26.09578649,9,10.63333333,289.3666667,0.547619048,46,Person,Warehouse_004
-3.668003357,-5.945150073,0.99643775,1.920452239,13.99037944,14.00886885,-0.776732,4.25680759,7.349715056,1.733440264,6.920722142,3.950521759,-1.219076023,6.738243138,7.051175777,5.588455596,19.93552952,13.0124311,14.81650283,36.06854445,40.5371114,6,9.9,290.1,0.69047619,36,Person,Warehouse_004
-5.948247688,-11.27359477,4.99302208,4.223505603,15.8524624,16.00457838,-1.663121456,-0.248898526,10.24664523,2.77882435,10.31422829,3.455337157,-2.447464432,-6.168623583,10.03316362,10.17175329,27.12605717,11.0115563,24.95115025,38.34833473,48.45362073,6,6.5,293.5,0.80952381,31,Person,Warehouse_004
-2.965853885,-11.43216174,0.985279053,1.149218685,12.99286355,13.01317337,-0.048550478,-3.538388202,7.300706666,1.334419847,7.304456378,3.789193807,0.35844269,-4.998602095,7.481997675,4.11507257,24.42502529,12.02789432,8.720064811,24.42502529,29.11752181,1,9.033333333,290.9666667,0.714285714,12,Person,Warehouse_004
-8.574037866,-10.79930459,1.990019035,6.179409428,1.864716081,13.03311002,-0.104423198,-4.84607355,7.723778742,5.311342059,4.43798534,3.427045863,-1.832098318,-5.074620277,7.996053516,14.75344729,12.66402068,11.04309099,29.69341925,25.0332606,41.72189543,1,5.3,294.7,0.619047619,47,Person,Warehouse_004
-3.321221861,-0.297286704,1.991274814,3.611545197,16.69690262,17.02401456,1.487301301,8.91650249,9.530489003,2.065175488,4.999921957,4.488878543,2.078379793,9.652400893,9.989974083,6.932767059,16.99418932,15.03273974,17.77679759,23.81523864,34.34373281,1,7.466666667,292.5333333,0.69047619,6,Person,Warehouse_004
-1.794357352,0.340433538,2.971060288,6.315347352,15.78782704,17.00409053,1.827213586,8.923614227,9.828912993,3.237235555,4.619700066,4.264198923,2.933244153,9.395503509,9.531934697,8.109704705,15.4473935,14.03303024,10.7323236,34.12431889,36.49899141,12,9,291,0.761904762,28,Person,Warehouse_004
-9.332004971,-10.91386186,1.992227917,4.882837637,2.061027421,14.05285747,-1.546061505,-5.442478182,7.793923324,4.992156027,4.184749959,3.701268455,1.329170747,-6.338017231,7.550162356,14.21484261,12.97488929,12.06062955,27.90586919,40.84416723,53.94568869,4,5.566666667,294.4333333,0.642857143,40,Person,Warehouse_004
-5.275402856,-3.08654322,3.976196127,-2.249507716,15.4239891,16.01916768,-3.651325811,8.059232651,9.804901575,0.802254717,5.565640613,3.710429124,-3.699906896,9.221772606,9.515848972,3.02589514,18.51053232,12.04297155,6.716865989,29.01338415,30.31331794,1,8.733333333,291.2666667,0.619047619,25,Person,Warehouse_004
-6.499161286,-8.988699568,1.975759233,2.676041427,14.00628973,14.00670382,-2.240512327,-0.692294066,8.045637502,3.668419565,7.679884525,3.633842619,-3.007747531,-2.73495995,8.276089612,9.175202712,22.9949893,12.03094459,17.89650854,52.53461724,59.65119313,1,5.366666667,294.6333333,0.857142857,3,Person,Warehouse_004
-4.221305323,4.248564496,4.97522662,7.522753936,16.48706889,17.01889712,5.403089325,8.970606711,11.03073673,3.081087585,3.958191902,3.626070898,6.843162245,8.400244747,11.19001917,11.74405926,12.23850439,12.0436705,26.36886623,28.54614402,42.85015056,5,6.4,293.6,0.714285714,20,Person,Warehouse_004
-7.987328799,1.217791891,4.995678267,7.074621313,15.99724462,16.02018856,1.059371249,8.685673548,10.47260802,4.863970132,4.536991696,3.33619137,1.807173466,9.627322581,10.24593049,15.06195011,14.77945273,11.0245103,31.17342107,38.20826105,51.5010952,7,4.466666667,295.5333333,0.738095238,19,Person,Warehouse_004
-8.495007532,-8.061975401,3.950366635,-2.542362811,12.77294569,13.0235076,-5.688712739,-1.341957603,8.780112459,2.188393528,6.82559782,2.906850508,-5.206910273,-3.617286886,8.990215528,5.952644721,20.83492109,9.073140964,7.046754717,34.50485393,36.445456,1,5.6,294.4,0.595238095,43,Person,Warehouse_004
-7.483014434,-9.862878183,2.982390183,1.952747046,14.1687715,16.0234076,-3.064791089,2.180098296,9.457820001,3.246492189,8.949844464,3.915972586,-1.587294082,3.662901673,9.005103431,9.43576148,24.03164969,13.04101741,12.53973402,29.56289702,34.90476531,6,7.933333333,292.0666667,0.761904762,44,Person,Warehouse_004
-8.785836633,-9.111638676,3.95401676,7.38172344,14.01186621,14.02061703,1.963127466,-2.45234439,9.045374069,5.065083433,7.454532489,3.045356336,3.658820941,-4.789114541,9.270827406,16.16756007,23.12350489,10.06660027,36.41100409,35.93426621,56.80932068,6,3.633333333,296.3666667,0.80952381,26,Person,Warehouse_004
-1.889292957,-11.23174385,1.972750366,6.725875069,2.590541425,12.94378614,5.031201985,-3.878650924,7.480033524,2.387357189,4.665175839,3.445194456,6.306275125,-3.630548555,7.482744977,8.615168026,13.82228528,10.97103577,9.864030177,16.98055563,22.47453747,1,7.1,292.9,0.595238095,10,Person,Warehouse_004
-5.638683636,2.514910278,4.984832274,6.214944873,16.86762698,17.01869098,1.248541152,9.928820095,10.95367359,3.719972932,4.374669819,3.623988548,1.700048671,9.445203753,10.67068009,11.85362851,14.35271671,12.0338587,14.50995588,22.55939751,27.7563616,7,7.433333333,292.5666667,0.714285714,39,Person,Warehouse_004
3.869649412,6.972579858,7.974400068,8.110811971,16.89173805,18.00742745,6.352257826,11.44915777,13.19534872,1.220931618,3.303373394,3.117709907,6.416604145,11.32508832,13.46858054,4.241162559,9.919158196,10.03302738,6.61143533,16.14209298,19.28698169,4,7.933333333,292.0666667,0.642857143,8,Person,Warehouse_004
-8.605476063,-11.07997031,3.992824137,7.336528743,-0.77078164,14.02925373,3.70770335,-5.882774917,8.83798282,5.207791925,3.49600187,3.096334987,6.67995882,-5.819079208,8.516849321,15.94200481,10.30918867,10.0364296,23.98026379,38.46456626,47.64324945,10,3.8,296.2,0.595238095,16,Person,Warehouse_004
0.710588135,0.553224355,0.900551323,4.041300311,16.54675635,17.03312226,1.463914108,8.397766632,8.570634736,1.029142263,5.088831767,5.115182468,0.943236581,8.484742788,8.527806625,3.330712177,15.993532,16.13257094,4.023662272,15.993532,17.15879042,1,13.26666667,286.7333333,0.547619048,48,Person,Warehouse_004
-9.155800736,-11.72491483,1.964135482,2.531142659,-1.735309167,14.87623323,-2.397168547,-7.338713221,8.467065824,4.364811632,3.031965695,4.019492713,0.67091807,-7.915395071,8.47833409,11.68694339,9.989605667,12.91209774,13.36950111,11.39308947,19.77625735,2,9.133333333,290.8666667,0.452380952,21,Person,Warehouse_004
-4.293113739,-10.91805918,0.991184504,6.978399538,16.01613305,16.0180047,0.582268057,1.101963209,8.548734601,2.641028471,9.204189024,4.490503612,0.241849419,0.466105731,8.996319427,11.27151328,26.93419222,15.0268202,30.50787876,53.32385073,70.25169931,5,5.533333333,294.4666667,0.904761905,27,Person,Warehouse_004
-2.142169118,2.068008674,2.977507079,2.334120245,13.93671629,14.02161134,1.089549576,7.970866285,8.153363487,1.004704191,3.663174814,3.559883662,1.170498803,7.981309292,8.03469718,4.476289362,11.86870761,11.04410427,6.240404232,22.27171383,23.37364499,8,7.2,292.8,0.547619048,38,Person,Warehouse_004
-2.239522691,-0.4685537,1.985378939,6.599945142,16.39378923,17.01051254,3.3740366,8.535749565,9.66576142,1.805275928,5.150183954,4.538679953,3.578783783,9.724005147,9.978563924,8.839467833,16.86234293,15.02513361,21.56096841,46.14248888,58.09105821,12,7.066666667,292.9333333,0.738095238,13,Person,Warehouse_004
-6.085355585,4.106289928,4.995111377,5.756077775,15.91543981,17.03915423,-0.481265451,10.50566954,11.37438445,4.14399398,4.084700019,3.883496844,-0.318597522,11.22469913,11.46740294,11.84143336,11.80914988,12.04404286,17.00050607,23.17090359,31.8960311,2,8.8,291.2,0.619047619,5,Person,Warehouse_004
-8.743092984,-9.706134745,1.999941423,-0.134521418,14.00518598,14.00583201,-5.441698976,-2.92720327,8.071552363,2.360475992,5.881992593,3.633226246,-6.254382019,-3.232603983,8.47735726,8.608571566,23.71132072,12.00589059,11.70936336,26.64231721,31.36536133,2,8.066666667,291.9333333,0.642857143,45,Person,Warehouse_004
-6.091993838,1.548115949,1.999858691,2.533630409,17.07072033,18.04605455,-2.058930471,9.309199673,10.01384627,2.722369767,4.975085496,4.773473462,-1.997884613,9.830502808,10.12366412,8.625624246,15.52260438,16.04619586,21.04964647,39.58397562,48.56014167,14,7.733333333,292.2666667,0.619047619,23,Person,Warehouse_004
-5.916300353,-4.706315918,4.96909406,7.497514269,15.96257146,17.02369811,3.368346158,9.183685747,11.34961408,3.341252796,6.06844727,3.855142348,3.612026517,10.90246175,11.48924608,13.41381462,20.66888737,12.05460405,23.88140611,48.54107864,55.9373816,2,5.1,294.9,0.785714286,9,Person,Warehouse_004
-8.00255819,-0.330798843,1.995803816,1.968198414,15.81396462,16.19318794,-4.70139309,7.786134328,9.429879102,2.596994882,4.468483829,4.529469618,-4.442517531,8.233560075,9.46752422,9.970756604,16.14476347,14.19738412,15.12217376,16.14476347,25.45175019,15,7.733333333,292.2666667,0.642857143,4,Person,Warehouse_004
2.323920368,-8.269444886,2.998625522,8.731078516,17.64463641,18.01773777,6.076687582,1.641078518,10.58904228,2.072955486,9.406794633,4.502930594,6.888740759,-2.685048181,10.98423051,6.407158148,25.91408129,15.01911225,21.04346081,30.43873173,38.89337663,3,8.7,291.3,0.738095238,22,Person,Warehouse_004
-4.789113868,-11.28216347,1.997492146,-0.986537884,3.57023018,12.02542907,-3.35501082,-4.411934614,6.92569473,1.069922882,5.048797423,3.064491401,-3.738368982,-6.263783826,6.532373357,3.802575985,14.85239365,10.02793693,9.235527172,25.53334894,28.02299819,1,6.5,293.5,0.5,37,Person,Warehouse_004
-9.332346052,-0.288418056,0.99826212,1.335045215,16.56911217,19.01652337,-5.431908133,8.1435191,10.15069313,2.887894186,5.290837218,5.396188437,-6.629103087,7.472009379,10.4844538,10.66739127,16.85753023,18.01826125,19.08800969,36.98260691,45.01176462,3,9,291,0.595238095,11,Person,Warehouse_004
4.141341,-1.678615,4.468607568,4.141341,-1.678615,4.468607568,4.141341,-1.678615,4.468607568,0,0,0,4.141341,-1.678615,4.468607568,0,0,0,0,0,0,1,0,300,0.479166667,18,Forklift,Warehouse_005
-7.253449,-2.840933,7.789956528,-7.253449,-2.840933,7.789956528,-7.253449,-2.840933,7.789956528,0,0,0,-7.253449,-2.840933,7.789956528,0,0,0,0,0,0,1,0,300,0.333333333,26,Forklift,Warehouse_005
-9.147431,-7.789289,1.998902947,-1.801671,8.434149,12.01451277,-5.614196,2.19116575,7.065070962,2.097807663,4.293323752,3.039506901,-6.424728,2.872119,7.384064103,7.34576,16.223438,10.01560982,16.190072,28.020954,34.09740085,12,0,300,0.6875,39,NovaCarter,Warehouse_005
-5.292323,0.172165,3.997093514,5.635692,16.340357,17.21474704,1.057241333,9.741348267,10.9409944,4.026394564,5.043398126,4.237214247,0.412149,10.59337,10.98870088,10.928015,16.168192,13.21765353,15.276876,16.94339,24.86848211,15,0,300,0.833333333,44,NovaCarter,Warehouse_005
-4.974757,-0.404096,3.984989434,7.533222,10.349267,12.00178012,3.3178445,5.7137944,8.166044744,4.204141389,3.411367,2.506687342,3.9109575,6.4102305,8.492370305,12.507979,10.753363,8.016790681,16.034338,14.972861,23.32246882,10,0,300,0.75,31,NovaCarter,Warehouse_005
-6.377179,4.947204,6.997151859,-3.949317,15.993448,17.00208883,-5.038373417,11.20568967,12.40676556,0.709370066,3.674546793,3.321197963,-4.951226,11.4753365,12.49052458,2.427862,11.046244,10.00493697,8.906358,12.344151,16.607253,11,0.566666667,299.4333333,0.8125,4,Transporter,Warehouse_005
-0.224614,-9.488709,1.940822414,3.180314,0.548888,10.00749697,0.8066951,-5.6614905,6.297779807,1.267361362,3.509510319,2.638952193,0.140448,-6.4886645,6.489542532,3.404928,10.037597,8.066674557,4.848345,20.726677,22.47126635,1,4.266666667,295.7333333,0.5625,17,Person,Warehouse_005
-6.848226,-11.238379,6.965231371,-2.204067,16.810111,17.04814665,-4.8493155,-0.477078667,12.09238901,1.731035006,11.35179966,3.06225907,-5.527347,-6.4327825,12.47322962,4.644159,28.04849,10.08291528,6.358781,28.04849,28.87721081,1,7.033333333,292.9666667,0.833333333,27,Person,Warehouse_005
-8.187814,-0.378884,1.98963338,3.020874,16.867501,17.00851369,-0.234545294,8.987454235,9.684930768,3.017625688,4.95574774,4.549391344,0.264215,9.774257,9.993600245,11.208688,17.246385,15.01888031,17.954829,32.614824,40.93127339,4,7.166666667,292.8333333,0.9375,1,Person,Warehouse_005
0.277245,-10.915637,0.959983988,7.188622,0.041048,13.0700963,3.214685786,-6.224250143,7.102386373,2.07519122,3.22601137,3.653104201,3.5242955,-6.415346,7.484256057,6.911377,10.956685,12.11011232,18.208159,25.418911,32.622422,1,8.466666667,291.5333333,0.5625,23,Person,Warehouse_005
-3.355053,-4.469077,2.999886052,6.816035,15.978693,16.01373017,2.796585333,6.477719933,9.523618484,2.728846693,6.984409088,3.91292865,2.699425,9.599971,9.822023985,10.171088,20.44777,13.01384412,17.206732,42.432946,47.77192538,1,5.866666667,294.1333333,0.979166667,41,Person,Warehouse_005
-4.260462,-10.172459,0.999192472,6.410714,7.139603,12.02398337,-0.912325846,-1.433177308,6.379677631,3.657238818,5.9740718,3.354247846,-2.212991,-0.790138,6.024202124,10.671176,17.312062,11.0247909,17.403948,25.832245,35.93555858,5,6,294,0.729166667,19,Person,Warehouse_005
-2.636332,-10.93376,0.984369693,8.34843,-0.923791,13.03099994,2.8122605,-5.155007643,7.098670417,4.066540389,3.554293067,3.641639901,2.6855525,-3.8219845,7.494707042,10.984762,10.009969,12.04663025,34.399575,28.383171,46.92529299,1,6.8,293.2,0.583333333,30,Person,Warehouse_005
-7.037526,-7.702317,1.975532182,8.167162,17.161287,19.0055862,-0.794632684,5.546156211,10.3801247,4.40064112,9.110574114,5.100245474,-1.972837,9.596393,10.01021637,15.204688,24.863604,17.03005401,18.64599,29.984369,39.80134032,1,10.03333333,289.9666667,0.895833333,16,Person,Warehouse_005
-4.205604,-0.420478,0.96801339,-0.950824,17.217355,17.64105417,-3.048222333,8.573226389,9.457137949,0.798331584,5.711848117,5.159162155,-3.0423005,9.0428575,9.476184327,3.25478,17.637833,16.67304078,8.353822,18.239925,20.98000762,1,9.433333333,290.5666667,0.854166667,29,Person,Warehouse_005
-1.723234,-2.570733,1.9853374,7.508087,16.362355,18.00272289,2.485015222,8.457662389,9.753119888,3.27672648,5.528316111,4.88704631,1.9285785,6.9748405,9.522085248,9.231321,18.933088,16.01738549,31.515918,32.740774,51.68504631,1,10,290,0.895833333,9,Person,Warehouse_005
2.91956,-5.760717,2.982357025,8.528409,8.654865,11.04853925,6.2939704,-1.3791046,7.318806309,1.825921863,3.968750498,2.65255316,6.5345925,-2.270448,7.468485712,5.608849,14.415582,8.066182228,9.55686,16.205166,19.84229135,1,5.166666667,294.8333333,0.645833333,11,Person,Warehouse_005
-9.669921,2.871643,3.99028022,0.403686,16.412114,19.00011719,-4.181887118,10.74151529,11.69074701,2.8707247,4.038159185,4.554399519,-3.382203,11.625399,11.99429776,10.073607,13.540471,15.00983697,24.888075,31.099151,41.53667708,1,9.233333333,290.7666667,0.854166667,21,Person,Warehouse_005
-3.282569,0.502344,0.996027057,0.86007,16.943285,17.02035253,-1.872952389,8.597078667,8.946902222,1.187121392,4.913994344,4.788240855,-2.225151,7.96601,8.527173257,4.142639,16.440941,16.02432547,8.705425,26.034322,29.53872325,2,11.2,288.8,0.875,22,Person,Warehouse_005
1.822478,-10.983058,1.973936866,8.187766,12.692193,15.0007671,5.826757067,1.142690667,8.39900731,2.028513753,6.828346428,3.931246503,5.651733,1.474488,8.006905172,6.365288,23.675251,13.02683024,23.852345,45.348023,55.65382168,1,6.166666667,293.8333333,0.729166667,35,Person,Warehouse_005
-6.249362,-8.59777,0.99167373,3.974596,13.992208,14.01062458,-2.585151467,-0.541810933,7.641415659,2.636120342,7.752846055,3.95488133,-2.912194,-3.064275,7.947111171,10.223958,22.589978,13.01895085,28.003394,23.756202,42.27441302,1,6.2,293.8,0.958333333,0,Person,Warehouse_005
-0.957419,-0.961527,1.997068802,5.026133,16.977488,17.00446265,1.782148,9.152152353,9.780444579,1.604884323,5.249272292,4.627241221,1.750357,8.89489,9.999214229,5.983552,17.939015,15.00739385,15.911743,41.530698,47.59094815,1,6.966666667,293.0333333,0.875,2,Person,Warehouse_005
-8.000013,2.645355,3.971579651,8.449514,13.98499,16.01470999,3.232162,7.709216071,10.03895418,5.291670632,4.001181963,3.620706806,4.9969825,6.5901875,10.27940744,16.449527,11.339635,12.04313034,27.235272,46.038419,57.89508883,1,5.133333333,294.8666667,0.895833333,48,Person,Warehouse_005
-7.560783,-8.011721,0.980527582,-0.842859,9.767751,11.0160389,-2.603342583,4.04662025,6.102530575,1.786055014,4.504971964,3.065357001,-2.0554245,5.0636935,6.456644093,6.717924,17.779472,10.03551131,10.70761,21.962834,25.34668781,1,6.966666667,293.0333333,0.6875,34,Person,Warehouse_005
-7.285937,-3.008545,1.976464973,2.911504,16.986506,17.00201112,-2.288264647,7.294550824,9.243193275,2.903648604,6.308360204,4.608317325,-2.089151,6.461235,9.012176437,10.197441,19.995051,15.02554615,23.161868,29.942899,41.69230333,1,7.866666667,292.1333333,0.916666667,3,Person,Warehouse_005
-3.920285,0.757337,0.981222103,3.757135,15.563772,16.01084202,0.441110941,8.413349059,8.601001089,1.811149329,4.476529532,4.507924141,0.466959,8.920889,8.983520344,7.67742,14.806435,15.02961992,16.078754,28.994134,35.39552165,1,8.966666667,291.0333333,0.916666667,20,Person,Warehouse_005
-0.884366,0.906031,0.94179301,8.22908,17.454326,19.02146679,3.5939045,9.3204954,10.20865486,3.240198632,4.849663043,5.439601894,4.0688275,9.749378,10.45965377,9.113446,16.548295,18.07967378,23.35428,29.583569,41.03231689,1,10.1,289.9,0.770833333,32,Person,Warehouse_005
-9.617228,-11.119872,0.999977729,-0.129979,-0.982835,13.01283041,-3.858253,-5.9259325,7.383979437,2.856043004,3.38406071,3.884390352,-3.8450885,-6.8735585,7.490790354,9.487249,10.137037,12.01285268,17.89095,15.462714,25.71674757,1,6.733333333,293.2666667,0.583333333,40,Person,Warehouse_005
-8.813709,-8.27873,2.994647619,-1.624869,15.603276,16.00186738,-3.978460267,4.332727733,9.440640471,2.124527965,8.08491395,3.918473663,-3.129683,3.304407,9.03720807,7.18884,23.882006,13.00721976,18.865108,27.770818,36.19215851,6,7.533333333,292.4666667,0.875,47,Person,Warehouse_005
-8.327563,-11.293813,2.997398057,-1.523341,-1.359887,14.03205322,-4.813184308,-6.346849154,8.405767098,2.168459087,3.708045273,3.353227015,-5.140794,-7.588461,8.043152472,6.804222,9.933926,11.03465516,16.869155,18.6463,26.6764835,1,7.233333333,292.7666667,0.5625,43,Person,Warehouse_005
-7.742993,-9.333823,0.871031171,0.223405,-0.841894,12.01295103,-3.645341462,-4.621964846,6.082658818,2.707845454,2.874331557,3.639580198,-3.19097,-4.733731,6.019818161,7.966398,8.491929,11.14191986,13.409809,12.138851,19.64812786,1,5.633333333,294.3666667,0.5625,15,Person,Warehouse_005
-2.911704,-0.406903,1.98983621,8.020398,15.879955,16.24377672,3.767105563,7.99262675,9.439120737,3.378137134,4.490593373,4.533586409,4.074631,7.909567,9.487908416,10.932102,16.286858,14.25394051,16.497745,16.286858,24.13977972,1,9.566666667,290.4333333,0.833333333,6,Person,Warehouse_005
-3.43946,-7.637448,0.995053876,8.482062,13.80213,15.03649548,3.183512563,-0.161787687,7.924327637,3.660466461,7.55137111,4.217603508,5.0484925,-3.2652495,7.516715643,11.921522,21.439578,14.04144161,27.685397,24.738271,40.75437906,1,6.6,293.4,0.770833333,46,Person,Warehouse_005
-4.708541,-1.858968,2.981214547,7.788894,16.898255,17.00571304,0.838446313,8.075162063,10.13137264,3.422633082,6.553660223,4.234548674,0.5353935,10.426914,10.46244787,12.497435,18.757223,14.0244985,30.439243,35.082374,48.53850681,1,8.666666667,291.3333333,0.979166667,37,Person,Warehouse_005
-4.780418,0.136653,0.987303203,5.755427,11.63163,12.0193513,1.698805462,5.076269692,6.380953704,3.231066341,3.598798241,3.3658613,3.028199,4.020199,6.022161721,10.535845,11.494977,11.0320481,16.10348,25.739264,34.10906438,1,4.8,295.2,0.729166667,24,Person,Warehouse_005
