Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,Camera_0040,Camera_0041,Camera_0042,Camera_0043,Camera_0044,Camera_0045,Camera_0046,Camera_0047,x_position,y_position,z_position,unit_distance_from_origin,unit_id
6,0,0,33840,6372,5560,0,0,22632,0,0,29014,0,69462,0,71121,7693,5560,5148,0,0,6670,4978,0,0,0,5320,0,0,6440,5016,0,0,7008,1386,0,0,6578,1539,0,0,5560,5054,0,0,6300,0,0,0.935711,-1.740087,0.858844,1,23
0,0,0,0,0,2037,0,93984,48146,10005,0,0,0,0,0,0,5152,4028,3168,0,0,4200,3300,0,0,0,3069,0,0,3780,3168,0,0,4033,1003,0,0,3367,2574,0,0,4212,3100,0,0,3780,0,0,3.901249,-8.120123,0.850078,9,23
3277,0,0,0,0,3131,0,65250,49776,17710,0,0,0,0,0,0,2938,3255,3007,0,0,3424,3007,0,0,0,2450,0,0,3255,2910,0,0,3456,2900,0,0,1560,2970,0,0,3392,2673,0,0,3255,0,0,3.650283,-9.322872,0.854011,10,23
0,0,0,0,0,1716,0,65349,0,17459,0,0,0,0,0,0,700,3876,2185,0,0,2884,1598,0,0,0,2565,0,0,3232,2185,0,0,3640,1358,0,0,2884,323,0,0,2369,2470,0,0,3333,0,0,4.79956,-9.904836,0.85813,11,23
0,0,0,0,0,1995,0,69293,0,11016,0,0,0,0,4002,0,1980,1972,1344,0,0,2940,1357,0,0,0,1911,0,0,1575,940,0,0,2500,1786,0,0,2842,1280,0,0,1288,731,0,0,1392,0,0,6.007007,-10.408719,0.856128,12,23
0,0,0,0,0,2024,0,70612,0,9964,0,0,0,0,2620,0,1980,2392,1548,0,0,1674,1848,0,0,0,1258,0,0,1909,1584,0,0,1518,2093,0,0,600,1958,0,0,2538,1326,0,0,1518,0,0,7.188622,-10.915637,0.86351,13,23
943,0,0,19448,11834,4530,0,0,19750,0,0,2652,0,74196,0,61230,4368,4321,3718,0,0,5852,3575,0,0,0,4004,0,0,4800,3210,0,0,4255,1122,0,0,4140,1408,0,0,2304,3456,0,0,3996,0,0,0.959106,0.041048,0.862202,0,23
17733,0,41511,12805,4716,0,0,0,1071,0,0,0,0,0,56442,0,17152,10500,14518,0,0,11607,17936,28482,0,37044,16543,25432,0,10659,16100,51,0,12042,20080,31678,0,11284,16756,32242,0,11128,13986,0,0,10608,0,0,2.076707,9.599971,0.855301,9,41
32128,0,32390,14550,2688,0,0,0,321,0,0,0,0,0,81446,0,30500,16849,9435,0,0,19596,19976,31720,0,33354,25651,28227,0,17052,24975,33418,0,19964,30258,39389,0,18990,25752,40560,0,17472,21917,0,0,16968,0,0,2.224161,9.754501,0.841655,10,41
7600,0,47375,13124,4712,0,0,0,5184,0,0,0,0,0,72954,0,34188,16093,0,0,0,22119,0,27552,0,44376,0,25025,0,17974,4375,47190,0,22746,0,36252,0,21800,18642,36288,0,16692,22344,0,0,17347,0,61047,2.699425,10.675423,0.85424,11,41
0,0,32742,12127,4130,0,0,0,4860,0,0,0,17600,0,0,0,0,14835,0,0,0,15750,0,19500,0,37100,0,17750,0,9890,0,44928,0,17094,0,23814,0,15610,0,23680,0,14520,2865,76314,0,9844,0,65232,3.017281,11.635522,0.859594,12,41
0,0,27000,0,4408,0,0,0,4340,0,0,0,34854,0,0,0,0,20367,0,0,77703,22572,0,21228,0,41772,0,18696,0,20367,0,48824,0,23500,0,27522,0,22246,0,28200,0,21056,0,80726,0,20274,0,70140,3.309979,12.613815,0.855769,13,41
0,0,18285,3507,4107,0,0,0,3240,0,0,0,26709,0,0,0,0,20839,0,172788,90240,17136,0,12939,0,45617,0,12100,0,21160,0,28952,52576,25441,0,17680,0,20315,0,18216,0,21855,0,44330,0,20748,0,39624,3.713107,13.558035,0.86179,14,41
9912,0,43848,0,1071,0,0,0,5016,0,0,0,0,0,20732,0,9504,3100,2072,0,0,6552,4484,73308,0,13910,468,72329,0,999,6201,0,0,2320,7740,184494,0,630,6520,212784,0,5145,5390,0,0,4896,0,0,6.099479,6.559026,0.858984,8,41
7130,0,0,0,2025,3024,0,0,6160,0,0,0,0,0,15801,0,6000,4624,6300,0,0,6160,6258,14812,0,5824,5880,49692,0,5206,8946,0,0,8151,12324,0,0,4551,10952,0,0,8970,8142,0,0,7946,0,0,6.767035,4.214097,0.847397,7,41
6248,0,0,82170,273,2312,0,0,1128,0,0,0,0,0,14413,0,7191,3500,5054,0,0,5160,4978,0,0,11457,4454,0,0,3528,1856,0,0,4515,3948,0,0,3930,3406,0,0,1625,954,0,0,2072,0,0,6.816035,1.549384,0.845736,6,41
1375,0,0,246992,400,490,0,0,5586,88644,0,0,0,0,4536,0,825,689,901,0,0,795,832,0,0,0,832,0,0,728,1491,0,0,1575,1817,0,0,1633,1092,0,0,1475,1120,0,0,1140,0,0,5.458441,-2.481521,0.847027,5,41
0,0,0,0,10442,4270,0,0,25143,7701,0,47634,0,0,0,49350,5544,5000,4012,0,0,5248,3978,0,0,0,4012,0,0,5000,3680,0,0,4864,3894,0,0,4750,3712,0,0,4712,3828,0,0,4514,0,0,2.136724,-4.469077,0.866066,4,41
0,0,0,0,24084,5000,0,0,48762,0,0,68850,0,0,0,78993,5538,4216,2250,0,0,4788,2575,0,0,0,756,0,0,2697,4560,0,0,5852,4797,0,0,2233,4598,0,0,5676,4680,0,0,5461,0,0,1.432718,-3.727693,0.842662,3,41
0,45752,0,0,11300,3663,0,0,24400,0,0,40832,0,41392,0,65565,6688,5617,4572,0,0,5922,4445,0,0,0,4608,0,0,5617,4216,0,0,5796,2673,0,0,5576,60,0,0,2923,4410,0,0,5280,0,0,0.611478,-2.936905,0.856665,2,41
0,0,0,1768,0,0,18970,0,0,0,2,0,0,0,0,0,0,60207,0,0,21021,77822,0,7783,36105,0,0,8400,56642,61204,23460,0,11712,30495,33579,11658,36270,25152,26544,11165,114918,26784,21879,0,9660,22601,23652,0,-3.355053,14.642528,0.864885,15,41
0,0,11977,4958,5568,0,25872,0,0,0,2278,0,111456,0,0,0,0,2210,0,0,43524,0,0,10032,154336,0,0,9234,197532,0,0,29700,55709,23436,0,19360,0,22058,0,19520,0,20935,0,41652,0,19712,99840,37740,-1.058737,15.978693,0.854786,16,41
19992,0,0,8918,988,12524,0,0,0,0,14134,12852,0,20670,0,21962,22274,13039,11895,0,0,12480,11712,0,0,0,7497,0,0,17520,11651,0,0,18954,13325,0,0,18400,12928,0,0,6048,12032,0,0,16720,11760,0,-4.260462,2.271548,0.911997,4,19
20202,0,0,19080,1386,15225,0,0,0,0,14200,16660,0,42752,0,37665,22264,17440,11505,0,0,20203,12285,0,0,0,12017,0,0,17301,12348,0,0,19805,16195,0,0,19800,13804,0,0,16056,13266,0,0,17440,14007,0,-4.014738,2.988203,0.903774,5,19
3555,0,0,686,5162,16048,0,0,0,0,13790,12420,0,4350,0,0,27744,19762,15008,0,0,21168,14652,0,0,0,15075,0,0,19440,13065,0,8268,20667,16284,0,0,20667,15343,0,0,20910,12529,0,0,17176,16416,0,-3.731672,4.729232,0.909723,6,19
34100,0,0,8404,6240,19481,1248,0,0,0,11904,9256,0,0,0,0,34496,25452,18088,0,5200,27295,17936,0,0,0,18642,0,0,24948,18249,0,13502,28997,20331,0,8148,24628,19440,0,0,26832,19598,0,0,24750,16870,0,-3.726526,5.938814,0.907472,7,19
33024,0,0,8967,12032,22560,66792,0,0,0,9856,8721,0,0,0,0,33759,24750,19126,0,16170,26026,19053,0,40,0,19462,0,14196,24200,19314,0,14219,28215,22041,0,27946,25830,20713,0,0,25852,19988,0,0,23936,19092,0,-3.665393,7.139603,0.920356,8,19
16725,0,0,18975,25555,9342,0,0,0,0,29767,9180,0,32264,0,18760,17017,0,9010,0,0,13600,8957,0,0,0,9288,0,0,4550,9234,0,0,860,9680,0,0,13800,9570,0,0,0,9800,0,0,4732,8850,0,-3.995332,0.06767,0.909805,3,19
11844,76590,0,9765,21600,6510,0,0,0,0,0,29574,0,29939,0,32670,10679,9185,5850,0,0,9063,5662,0,0,0,5889,0,0,8684,6804,0,0,11529,2860,0,0,12395,5280,0,0,8918,7470,0,0,10502,12852,0,-2.212991,-2.013751,0.912628,2,19
9588,54735,0,33288,18848,10143,0,0,0,0,0,23850,0,46609,0,52699,14325,12768,8370,0,0,12775,8525,0,0,0,8268,0,0,12506,7350,0,0,11628,7150,0,0,9400,6900,0,0,10382,7298,0,0,10176,12936,0,-1.836677,-0.790138,0.891412,1,19
0,16472,0,30240,16100,8680,0,0,11124,0,0,37515,0,73270,0,52704,5456,8532,7400,0,0,11431,6660,0,0,0,8195,0,0,9480,6020,0,0,8007,5986,0,0,7750,5904,0,0,7191,6248,0,0,7200,0,0,-0.074262,-0.996429,0.89975,0,19
4092,0,0,0,0,4905,0,79474,58797,21156,0,1469,0,0,0,0,6888,6555,5194,0,0,5300,5250,0,0,0,5194,0,0,6498,3180,0,0,3904,4905,0,0,5929,4104,0,0,5980,2808,0,0,3658,0,0,3.263039,-8.394481,0.905946,9,19
5166,30030,0,0,0,3528,0,26325,246400,14280,0,61060,0,0,0,0,2494,5856,3348,0,0,3504,3745,0,0,0,3161,0,0,5002,1350,0,0,3596,1020,0,0,4270,1176,0,0,1891,1066,0,0,3420,0,0,0.226592,-10.000784,0.902196,10,19
0,0,0,0,0,3296,0,117410,5332,17466,0,0,0,0,3162,0,1200,3780,3100,0,0,3780,3069,0,0,0,3069,0,0,3744,1488,0,0,1581,3298,0,0,2178,2465,0,0,2178,1333,0,0,1600,0,0,5.757472,-9.398333,0.91298,11,19
0,0,0,0,0,3264,0,50094,0,16560,0,0,0,0,4343,0,1260,3605,3038,0,0,3640,3038,0,0,0,3007,0,0,3605,576,0,0,1508,1950,0,0,2001,1449,0,0,2048,384,0,0,1426,0,0,6.410714,-10.172459,0.912533,12,19
4020,0,0,0,6240,5069,0,0,9264,165100,0,0,0,0,9024,0,2016,1421,2356,0,0,3472,1488,0,0,7200,960,0,0,1863,1131,0,0,1200,3510,0,0,3348,3625,0,0,1107,351,0,0,1269,0,0,8.34843,-1.143562,0.911148,8,30
8246,0,0,179322,8798,5808,0,0,12524,146272,0,0,0,0,16095,0,8052,5760,7503,0,0,7076,6588,0,0,11704,5324,0,0,4641,4235,0,0,6448,2950,0,0,6954,2781,0,0,3914,3808,0,0,4403,0,0,7.841981,-1.578916,0.909695,7,30
1280,0,0,144400,10920,4061,0,0,15368,79233,0,0,0,0,9690,0,3886,3416,2829,0,0,2750,3075,0,0,0,2928,0,0,3416,2904,0,0,3625,3654,0,0,2684,3416,0,0,3444,3025,0,0,3388,0,0,6.463445,-2.661736,0.912481,6,30
0,0,0,0,0,2945,0,106020,43440,24297,0,0,0,0,0,0,4182,3842,3103,0,0,3828,2996,0,0,0,2996,0,0,3729,3103,0,0,4095,2520,0,0,3795,2088,0,0,3774,3103,0,0,3842,0,0,4.241331,-7.963607,0.914403,9,30
0,0,0,0,0,3745,0,77824,90346,19829,0,0,0,0,0,0,4130,4180,3296,0,0,4329,3399,0,0,0,3296,0,0,4180,3296,0,0,4407,2805,0,0,4256,3193,0,0,3996,3328,0,0,4142,0,0,4.130978,-9.114338,0.89397,10,30
9296,42612,0,0,8568,4000,0,0,43617,0,0,42362,0,19440,0,69715,8910,0,5240,0,0,5270,4200,0,0,0,5453,0,0,0,3640,0,0,0,5032,0,0,5425,4422,0,0,0,4797,0,0,0,0,0,-2.284774,-5.521048,0.908614,5,30
4464,23074,0,0,0,3675,0,30394,0,8580,0,0,0,0,0,0,4960,4872,3536,0,0,5074,3502,0,0,0,3640,0,0,4988,3640,0,0,5280,3604,0,0,5074,3465,0,0,3956,3816,0,0,4830,0,0,1.240127,-10.93376,0.912854,11,30
22,0,0,0,0,2652,0,201850,0,18975,0,0,0,0,7938,0,1344,2135,1767,0,0,2002,1798,0,0,0,2001,0,0,2013,2523,0,0,3640,1818,0,0,3366,1649,0,0,3366,2204,0,0,3434,0,0,7.215968,-9.63867,0.904622,12,30
1452,0,0,0,0,1344,0,0,0,14694,0,0,0,0,5106,0,1020,629,1410,0,0,1976,697,0,0,0,1222,0,0,1568,572,0,0,1400,1428,0,0,540,1953,0,0,1683,420,0,0,756,0,0,7.934471,-10.336882,0.914102,13,30
10032,66722,0,0,33864,3655,0,0,0,0,0,34210,0,29478,0,28392,10440,0,5699,0,0,7335,5796,0,0,0,5880,0,0,1122,7182,0,0,0,7344,0,0,88,7425,0,0,0,7752,0,0,0,0,0,-2.636332,-4.178165,0.90918,4,30
14022,67452,0,0,28120,7367,0,0,1400,0,0,52700,0,36822,0,51952,13760,7440,6028,0,0,11448,5754,0,0,0,5796,0,0,8215,4860,0,0,6320,5106,0,0,7595,4896,0,0,462,5069,0,0,7399,0,0,-1.982999,-3.465804,0.891224,3,30
5600,67600,0,0,22078,5402,0,0,45384,0,0,30652,0,42126,0,54389,6264,6751,4260,0,0,5635,4118,0,0,0,4290,0,0,6552,6987,0,0,11130,7191,0,0,10695,7089,0,0,10557,7506,0,0,10050,0,0,-1.150367,-2.758673,0.913157,2,30
984,60162,0,30685,18788,5066,0,0,37072,0,0,29388,0,52394,0,56576,6055,6200,5005,0,0,6678,4862,0,0,0,4896,0,0,6355,1645,0,0,5850,5134,0,0,5152,3650,0,0,6080,5040,0,0,5292,0,0,-0.330603,-1.951155,0.907576,1,30
1441,2090,0,11160,14673,6552,0,0,29088,0,0,35305,0,69204,0,45655,11440,9322,7599,0,0,8100,7400,0,0,0,7599,0,0,9263,5402,0,0,8692,5587,0,0,7614,1875,0,0,8533,5880,0,0,8007,0,0,0.339991,-0.923791,0.91022,0,30
0,56259,0,0,101230,5800,0,0,0,0,69595,20097,0,15378,0,17940,0,0,3770,0,0,0,2656,0,0,0,7502,0,0,0,7080,0,0,0,4896,0,0,0,6102,0,0,0,6955,0,0,0,3848,0,-7.037526,-3.999754,0.990075,8,16
0,45850,0,0,136764,8195,0,0,0,0,145176,31290,0,21567,0,27832,0,0,1763,0,0,0,8436,0,0,0,3276,0,0,0,15,0,0,0,9455,0,0,0,8778,0,0,0,2958,0,0,0,8967,0,-6.041598,-5.226107,0.98805,7,16
0,31694,0,0,120510,6164,0,0,0,0,0,48112,0,22356,0,41328,0,0,6672,0,0,0,6624,0,0,0,3390,0,0,0,7000,0,0,0,7007,0,0,0,7100,0,0,0,7685,0,0,0,7344,0,-4.722616,-7.702317,0.989379,9,16
8225,46464,0,0,52836,7748,0,0,0,0,0,34874,0,23670,0,44202,0,0,7696,0,0,0,7696,0,0,0,8154,0,0,0,8100,0,0,0,8208,0,0,0,8512,0,0,0,8835,0,0,0,9516,0,-4.303218,-5.520469,0.990649,6,16
17114,78300,0,0,65772,8580,0,0,0,0,189,33705,0,35360,0,44520,4564,0,8892,0,0,0,8778,0,0,0,9106,0,0,0,9048,0,0,0,9440,0,0,0,9540,0,0,0,9982,0,0,0,12397,0,-4.257045,-4.212094,0.991488,5,16
12220,86526,0,0,43542,9424,0,0,0,0,0,54257,0,37468,0,53932,16830,15,9028,0,0,11658,8880,0,0,0,9600,0,0,1560,9238,0,0,255,8568,0,0,11764,8968,0,0,0,10010,0,0,1984,690,0,-2.633226,-4.233621,0.987862,4,16
14040,0,0,0,35168,7820,0,0,0,0,18312,18091,0,32760,0,40467,14190,0,7682,0,0,9306,7636,0,0,0,8112,0,0,1539,10710,0,0,14200,10560,0,0,17248,10553,0,0,5597,11658,0,0,15770,13056,0,-3.478263,-1.829873,0.988616,3,16
14235,0,0,35960,19570,7216,0,0,0,0,0,21128,0,39897,0,35754,11718,11387,7912,0,0,12537,7695,0,0,0,7785,0,0,11520,9408,0,0,13916,8575,0,0,12988,8304,0,0,12285,9804,0,0,12395,12797,0,-2.773839,-1.052482,0.991277,2,16
14208,0,0,1420,23387,10065,0,0,0,0,0,24750,0,50944,0,35640,13200,13065,9204,0,0,12663,9204,0,0,0,9434,0,0,12610,11484,0,0,16154,9975,0,0,15360,10443,0,0,13370,11968,0,0,14586,0,0,-1.972837,0.103158,0.990604,1,16
44732,0,0,10920,11859,50490,88704,0,0,0,9185,11180,0,0,0,0,57266,35530,40959,0,34086,40238,39600,0,74698,0,40172,0,64116,35530,25670,0,24628,30096,28925,0,19668,27720,26520,0,0,26486,24543,0,0,24960,20202,0,-2.848451,9.596393,0.991733,10,16
83600,0,0,12420,9452,83820,54718,0,0,0,8848,0,0,0,0,0,77220,46965,62228,0,44032,52644,60352,22134,29988,0,59332,36176,105060,46816,44520,0,34730,60544,61685,28280,45828,56446,40741,36608,0,52788,37500,0,0,49600,43439,0,-1.443318,10.90603,0.990085,11,16
0,0,28801,13680,8260,0,0,0,0,0,7803,0,0,0,0,0,61625,36386,10965,0,58286,46717,33652,32256,63714,0,45360,29854,153476,37352,42601,37496,52535,37000,41600,21406,38458,34435,44850,21637,0,32364,37856,0,0,29904,85176,0,-0.829307,11.995317,0.989777,12,16
0,0,38396,8188,5720,0,0,0,0,0,6588,0,0,0,0,0,0,34860,0,0,57685,41888,0,17112,129211,0,0,15104,199882,35631,42601,37496,52535,37000,42000,21406,37245,34435,45080,21918,0,32016,37752,0,0,30240,85510,0,-0.20566,13.036472,0.99127,13,16
0,0,28130,12250,4953,0,0,0,0,0,7280,0,128520,0,0,0,0,51653,0,0,79530,54444,0,22698,0,0,0,20884,0,51982,0,26304,66555,36570,0,21040,0,37851,0,21894,0,33734,28720,45375,0,30362,126178,39849,0.615663,14.018427,0.990753,14,16
0,0,20544,11088,3626,0,0,0,0,0,6968,0,69864,0,0,0,0,36782,0,0,81090,0,0,17628,0,0,0,16863,0,25604,0,46950,89600,49067,0,30345,0,41275,0,18761,0,46812,0,64605,0,43520,0,51340,1.178132,15.019066,0.990073,15,16
0,0,20828,8352,3712,0,0,0,0,0,3458,0,59047,0,0,0,0,0,0,212877,112093,0,0,14756,0,0,0,11704,0,0,0,35208,121987,25795,0,20748,0,16115,0,13244,0,40767,0,54285,0,38007,0,48339,1.917546,15.924133,0.990334,16,16
0,0,24104,0,1188,0,0,0,5658,0,0,0,27071,0,0,0,0,0,0,16512,0,0,0,23310,0,51376,0,21414,0,0,0,47730,0,0,0,30090,0,0,0,19668,0,0,0,32223,0,0,0,35154,7.607119,15.236559,0.99002,17,16
0,0,21315,0,2996,0,0,0,5280,0,0,0,16549,0,0,0,0,0,0,52650,0,0,0,21894,0,38304,0,20706,0,0,0,24637,0,0,0,16402,0,0,0,2150,0,0,0,0,0,0,0,0,7.963261,16.156843,0.989251,18,16
0,0,18532,0,2730,0,0,0,4988,0,0,0,22050,0,0,0,0,0,0,40698,0,0,0,18000,0,0,0,16786,0,0,0,23562,0,0,0,15444,0,0,0,1284,0,0,0,0,0,0,0,0,8.167162,17.161287,0.98747,19,16
0,0,0,5699,0,0,21845,0,0,0,4920,0,340228,0,0,0,0,0,0,0,20670,0,0,8820,0,0,0,8575,3122,0,0,11984,25632,0,0,8556,0,0,0,8648,0,0,0,5044,0,0,0,10848,-3.843108,17.217355,0.986986,17,29
0,0,0,6063,0,0,24030,0,0,0,5000,0,317101,0,0,0,0,20970,0,0,22104,0,0,10528,94860,0,0,9882,69168,0,0,14430,23506,0,0,5800,144590,0,0,6664,0,12096,0,17739,0,132,0,16992,-3.932459,16.461814,0.994816,16,29
0,0,0,3420,0,0,26390,0,0,0,5460,2166,0,0,0,0,0,110770,0,0,24016,782,0,10244,87856,0,0,9359,68175,116610,0,8550,28050,59232,0,10200,131790,12031,0,10251,320340,125800,0,19890,0,111910,77363,18104,-3.8916,15.506411,0.989109,15,29
0,0,0,968,0,0,34347,0,0,0,4452,6435,0,0,0,0,0,120866,0,0,45844,167508,0,16880,142817,0,0,15785,113704,123660,18620,27141,52271,177840,21606,16324,177558,159742,96936,16401,233700,129950,139825,28248,0,119475,122452,33909,-3.880763,14.484724,0.971534,14,29
0,0,0,1196,0,0,30358,0,0,0,1147,1750,0,0,0,0,0,65856,0,0,25256,79860,30954,18228,75970,0,34719,13920,58917,66156,74444,25824,31428,85512,86718,16950,110960,77120,102144,17175,286405,70500,82935,0,0,63778,62335,19788,-3.268573,13.598982,0.988723,13,29
1254,0,0,9234,0,125895,51220,0,0,0,2726,8932,0,0,0,0,136500,67781,71100,0,33633,59343,77688,12996,75394,0,64446,23432,64752,52625,80223,3200,28350,73515,105462,26862,89345,65985,89298,27440,46035,70550,71649,0,210243,60192,54272,0,-3.436487,12.532049,0.986274,12,29
78400,0,0,7785,8320,61832,72640,0,0,0,8262,123,0,0,0,0,95918,41760,54264,0,43924,49140,50826,9338,110295,0,48093,24192,89938,42244,48600,9880,26372,40352,64296,6498,107280,31120,52152,10192,0,35308,42946,0,247962,32736,54600,0,-2.48658,11.722018,0.978685,11,29
51060,0,0,9256,6195,55328,89031,0,0,0,8050,7774,0,0,0,0,49595,30616,39528,0,23025,33124,38372,0,65349,0,34424,0,51684,29744,50096,10218,26910,41915,66284,6042,106920,30652,54016,15498,0,36765,44802,0,229500,33761,55388,0,-2.642638,10.644012,0.992187,10,29
63954,0,0,12261,12104,52302,91224,0,0,0,9072,12456,0,0,0,0,60465,38640,40777,0,32742,43860,41082,0,72048,0,38744,0,64834,37352,74052,1491,39648,62088,92288,8003,115746,42550,78850,13797,0,63544,55296,0,308625,59400,66450,0,-2.708635,9.621836,0.982379,9,29
45960,0,0,10140,12220,30411,104112,0,0,0,11403,11346,0,0,0,0,43053,23100,24080,0,29952,28213,23542,0,11484,0,24000,0,48006,25284,29760,0,30432,32103,40740,25009,86864,29382,33408,23247,0,28801,25839,0,390390,25584,46464,0,-2.929591,8.463879,0.996926,8,29
52780,0,0,15444,10725,26883,85466,0,0,0,10530,11968,0,0,0,0,48735,28908,25844,0,34830,32742,24534,0,0,0,26128,0,12330,28518,26344,0,20794,32472,31360,0,44928,29388,28458,0,0,29760,26048,0,0,27300,27057,0,-3.15501,7.337668,0.974475,7,29
47850,0,0,20467,10890,30411,17005,0,0,0,13800,7992,0,0,0,0,38552,27820,23130,0,0,32912,22695,0,0,0,24576,0,0,27713,14522,0,29200,20536,16170,0,0,19045,14716,0,0,19008,14522,0,0,17792,28210,0,-2.40053,6.569352,0.973408,6,29
24253,0,0,12540,11800,18648,0,0,0,0,14697,12480,0,0,0,0,23485,16510,12150,0,0,16569,11616,0,0,0,12932,0,0,16256,14796,0,29200,18662,16758,0,0,19045,15848,0,0,19296,14796,0,0,16958,28428,0,-2.742693,5.287224,0.993662,5,29
26695,0,0,15470,14892,14365,0,0,0,0,16192,15260,0,36782,0,31304,27548,20726,13975,0,0,22680,13696,0,0,0,14606,0,0,21054,14300,0,23226,20301,16815,0,0,16815,15336,0,0,18207,14575,0,0,16461,28336,0,-4.205604,2.661399,0.993545,4,29
22533,0,0,14442,18673,12566,0,0,0,0,22632,17700,0,44831,0,31383,22616,18204,12200,0,0,19488,12078,0,0,0,12726,0,0,17982,14681,0,30740,19648,16335,0,0,18056,15444,0,0,18688,14404,0,0,16980,30800,0,-3.595884,1.686961,0.992754,3,29
19764,0,0,3430,22260,12338,0,0,0,0,22500,21675,0,44774,0,30900,20252,16614,11712,0,0,17459,11460,0,0,0,11834,0,0,16401,15012,0,27936,18480,16445,0,0,17284,14924,0,0,17287,14178,0,0,16188,31000,0,-2.866584,0.761255,0.991161,2,29
16060,54033,0,12956,7722,10010,0,0,0,0,0,26885,0,40916,0,39556,16132,13580,9680,0,0,14129,9450,0,0,0,9968,0,0,13510,14127,0,28227,19955,16038,0,0,18117,14872,0,0,18396,14127,0,0,16980,30591,0,-1.930439,-0.420478,0.990011,1,29
0,2829,0,9342,21208,9593,0,0,0,0,0,26048,0,61372,0,67650,10868,11470,8304,0,0,10887,8428,0,0,0,8304,0,0,11285,13455,0,0,0,14628,0,906,0,8190,0,0,0,15695,0,0,0,11895,0,-0.950824,0.181614,0.988116,0,29
11270,0,0,27573,3526,16950,0,0,6204,0,0,0,0,0,49140,0,11679,9504,11178,0,0,5808,11070,0,0,0,9744,0,0,9259,10504,0,0,9635,13975,0,0,4704,12154,0,0,9800,9800,0,0,9212,0,0,2.425714,4.95255,1.000941,5,9
9044,0,32604,32155,3002,20148,0,0,12663,0,0,0,0,0,48763,0,15762,11328,15400,0,0,11820,15124,0,0,3315,14454,0,0,11460,14112,0,0,12663,16511,0,0,11623,14600,0,0,11640,12931,0,0,11400,0,0,2.75584,5.333365,0.973736,6,9
14824,0,63574,46905,6468,30645,0,0,8288,0,0,0,0,0,79310,0,24852,18513,19285,0,0,19493,17424,7469,0,44679,18905,102921,0,14212,21560,0,0,18124,19201,5530,0,19493,15631,24650,0,18900,20160,0,0,12276,0,0,3.671348,5.974069,0.971696,7,9
17739,0,83380,44992,4998,988,0,0,9381,0,0,0,0,0,56471,0,16350,13277,16640,0,0,13896,19364,136795,0,34272,10556,116610,0,9537,17776,0,0,14700,21266,189222,0,8640,18334,200566,0,13870,15876,0,0,13206,0,0,4.490017,6.639571,0.984312,8,9
10112,0,84460,15934,3255,0,0,0,10880,0,0,0,0,0,51238,0,10578,12395,17056,0,0,12730,17595,110565,0,25728,16849,92050,0,12580,16564,0,0,13968,19402,197106,0,13300,16892,205288,0,12784,14820,0,0,12512,0,0,5.65519,7.050074,0.982245,9,9
12308,0,0,0,6987,0,0,0,1856,0,0,0,0,0,34882,0,11440,8944,0,0,0,10443,2916,106731,0,17520,13632,101748,0,9632,12797,767,0,10561,5940,237728,0,10208,7424,258960,0,8750,11529,0,0,9460,0,0,7.247046,6.899607,0.976841,10,9
92876,0,0,10800,8372,75180,86553,0,0,0,5688,0,0,0,0,0,83655,40424,56677,0,44616,47265,54058,12408,64612,0,53250,27270,82641,40750,0,16440,41132,387,0,14784,282532,0,0,15145,0,52514,0,27368,0,48555,112175,19136,-1.723234,10.885745,0.979995,11,9
1034,0,0,9078,6864,1140,58112,0,0,0,5472,0,0,0,0,0,80432,34000,41022,0,33725,41630,56210,21663,132655,0,54102,19578,88164,34680,0,21920,43296,387,0,14720,286286,0,0,13980,0,51527,0,27630,0,47610,113742,17995,-1.488451,11.93394,0.991391,12,9
0,0,6831,3612,8262,0,56855,0,0,0,2596,0,0,0,0,0,0,32218,0,0,30660,39655,0,19680,160992,0,0,18164,106731,32580,0,22000,41223,336,0,14784,286608,0,0,14040,0,50140,0,28080,0,45870,113988,6283,-1.459891,12.933697,0.993383,13,9
0,0,37052,9016,6768,0,40932,0,0,0,3910,0,1892,0,0,0,0,78189,0,0,68820,96695,0,20700,249948,69080,0,19264,198099,78948,0,21725,41676,336,0,14784,288314,0,0,14742,0,51012,0,28080,0,47121,112525,19500,-1.244979,13.950081,0.970003,14,9
0,0,26414,6768,6721,0,31527,0,0,0,2970,0,164946,0,0,0,0,56146,0,0,34188,0,0,12528,190400,77268,0,12749,132384,56984,0,21098,42129,336,0,14553,284568,0,0,14742,0,53505,0,27456,0,49504,110424,19136,-1.071198,14.973732,0.998546,15,9
0,0,17954,0,3192,0,0,0,5418,0,0,0,28449,0,0,0,0,4902,0,80320,0,0,0,21840,0,39000,0,19500,0,161,0,45568,0,0,0,29252,0,0,0,30528,0,0,0,72090,0,0,0,65142,7.058811,14.369317,0.977028,16,9
