Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,Camera_0040,Camera_0041,Camera_0042,Camera_0043,Camera_0044,Camera_0045,x_position,y_position,z_position,unit_distance_from_origin,unit_id
10208,0,22596,0,0,4551,0,0,0,1911,0,0,1862,5796,0,0,11128,0,0,0,0,34632,0,0,0,2862,0,0,0,7785,0,0,9108,0,0,0,0,0,0,0,0,0,0,0,0,3450,8.831099,-7.470108,0.854705,11,2
7636,0,25938,0,0,4477,14490,0,0,1760,0,0,2328,6916,0,0,14416,0,0,0,0,41216,0,0,0,3737,0,0,0,7990,0,0,37022,0,0,0,0,0,0,0,0,0,0,0,0,4972,8.394239,-7.022733,0.843211,10,2
9063,0,21420,0,0,3116,9696,205392,0,2160,0,0,0,6525,0,0,14620,0,0,0,0,52197,0,0,0,4758,0,0,0,10431,0,0,40500,0,0,0,0,0,0,0,0,0,0,0,0,3864,7.899259,-6.062748,0.861786,9,2
12141,0,24444,100520,0,6120,16646,194425,0,2136,0,0,2120,7550,0,0,18445,0,0,0,0,65484,0,0,0,4720,0,0,0,7540,0,0,59700,0,0,0,0,0,0,0,0,0,0,0,0,1632,7.341252,-5.166266,0.85589,8,2
6591,0,14455,106922,0,7105,9353,0,0,2349,0,0,777,7379,0,0,13039,0,0,0,0,71435,0,0,0,4601,0,0,0,8568,0,0,46144,0,0,0,0,0,0,0,0,0,0,0,0,9620,6.733928,-4.196918,0.853354,7,2
7515,0,14278,67800,0,230,9800,0,0,35,0,0,3105,6031,0,0,12600,0,0,0,0,57960,0,0,0,5100,0,0,0,19992,0,0,75245,0,0,0,0,0,0,0,0,0,0,0,0,756,6.030105,-3.445843,0.850081,6,2
9360,0,18023,69948,0,0,13206,0,0,413,0,0,518,8586,7049,0,18176,0,0,0,0,71883,0,0,0,2788,0,0,0,4872,0,0,136166,0,0,0,0,0,0,0,0,0,0,0,0,16400,4.861844,-3.490233,0.850934,5,2
225,0,33990,54087,0,0,12012,0,0,5166,0,0,304,11396,20080,0,25380,0,0,8736,0,75294,0,0,0,7128,0,0,0,37555,0,0,212865,0,0,0,0,0,0,0,0,0,0,0,0,19474,2.999,-3.994633,0.847758,4,2
19008,0,0,13452,0,0,17550,0,0,7905,0,19293,2100,6006,23858,0,0,53130,0,3478,0,0,0,0,0,10788,0,0,49560,0,0,86688,0,0,0,0,0,0,0,0,0,225810,0,0,0,1880,-2.356888,-3.219618,0.848221,3,2
17466,0,0,7455,0,0,23944,0,0,7392,0,28714,3432,7866,21330,0,0,81816,0,5538,0,0,0,0,0,16272,0,0,45384,0,0,128975,0,0,0,0,0,0,16524,0,0,0,0,0,0,38280,-2.434751,-1.700761,0.851494,2,2
0,81440,0,644,0,0,0,0,0,61336,0,0,29388,0,4536,2832,0,0,15520,1224,0,0,41748,0,0,0,1785,0,0,0,73964,0,0,0,24682,0,17182,0,0,2120,0,0,0,0,30576,0,-1.467826,11.93829,0.859238,12,2
0,60345,0,1368,0,0,0,0,0,149436,0,0,41340,0,4059,13320,0,0,21630,264,0,0,65923,14994,0,0,6216,0,4784,0,32344,0,0,0,21320,74160,0,0,16405,2640,0,0,0,0,54936,0,-3.46064,12.532794,0.847071,13,2
0,136895,0,494,34444,0,0,0,0,134208,0,0,51336,0,3944,17424,0,0,12993,0,0,0,37232,0,0,0,2750,0,2407,0,53300,0,0,0,24378,120456,0,0,0,9,0,0,0,0,32585,0,-1.6636,13.921449,0.858127,14,2
0,200508,0,4592,33592,0,0,0,0,0,0,0,0,0,3080,24568,0,0,16848,0,43834,0,27360,0,0,0,6486,0,0,0,0,0,0,0,19272,104542,6171,0,0,11242,0,0,0,0,25112,0,-0.798353,14.994569,0.856892,15,2
700,287370,0,3720,23370,0,0,0,0,0,0,0,0,0,2700,31031,0,0,15912,0,62006,0,22327,0,0,0,6440,0,0,0,0,0,0,0,4680,0,2880,0,0,7668,0,0,0,0,20202,0,0.449777,16.000609,0.8577,16,2
1134,0,0,0,20000,0,20,0,0,0,0,0,0,0,0,61152,0,0,14162,0,81180,0,13224,0,0,0,7425,0,0,0,0,0,0,0,0,0,5372,0,0,12400,0,0,0,0,14625,0,1.725226,16.929523,0.847094,17,2
15096,0,0,10300,0,0,21930,0,0,9396,0,18425,8400,11100,16590,0,0,0,12483,29726,0,0,31500,0,0,0,2070,0,0,0,0,0,0,0,1224,0,10535,0,0,3588,0,0,0,0,30121,0,-1.97057,-0.277959,0.857678,1,2
34020,0,0,0,0,0,79665,21975,0,6390,15655,40754,4930,5520,84409,0,0,23577,0,210,0,6641,0,0,0,9204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69237,0,17155,0,5928,-2.827566,-7.467949,0.923051,7,6
59250,0,0,38634,0,0,92092,3,0,6533,82632,50874,2159,6860,84960,0,0,31720,0,930,0,0,0,0,0,11842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124435,0,6591,0,25296,-3.502604,-6.047671,0.89729,6,6
36015,0,0,18544,0,0,64239,0,0,9686,77228,34608,414,3861,36960,0,0,42320,0,4788,0,0,0,0,0,15042,0,0,1122,0,0,0,0,0,0,0,0,0,0,0,0,193842,0,0,0,30629,-4.054073,-4.409812,0.916845,5,6
18944,6601,0,10614,0,0,0,0,0,5730,12502,17020,18312,0,17068,0,0,73308,0,234,0,0,0,0,0,37184,0,0,41070,0,0,45864,0,0,0,0,262414,0,86592,19440,0,0,0,0,0,151827,-4.792114,1.408401,0.915311,4,6
19500,0,56192,112236,0,0,21105,68000,0,140,0,0,2976,5320,0,0,36562,0,0,0,0,25925,0,0,0,6258,0,0,0,14673,0,0,0,0,0,0,0,95625,0,0,0,0,0,0,0,7410,3.092317,-7.388928,0.913737,8,6
25359,0,86932,194048,0,0,36105,149857,0,4484,0,0,4104,6936,0,0,47233,0,0,0,0,36112,0,0,0,2365,0,0,0,16605,0,0,0,0,0,0,0,61248,0,0,0,0,0,0,0,8944,4.200305,-7.978768,0.89869,9,6
8621,0,48000,260262,0,0,0,91784,0,3,0,0,660,4216,0,0,24948,0,0,0,0,19564,0,0,0,2560,0,0,0,11505,0,0,0,0,0,0,0,36045,0,0,0,0,0,0,0,931,5.313099,-8.526074,0.914971,10,6
0,0,48768,197778,0,442,0,192270,0,0,0,0,2625,7128,0,0,26100,0,0,0,0,32248,0,0,0,3045,0,0,0,12060,0,0,0,0,0,0,0,1040,0,0,0,0,0,0,0,6320,6.240889,-9.067311,0.915439,11,6
4644,0,0,8804,0,0,986,0,0,53768,0,0,20935,0,2262,32318,0,0,30240,24010,104742,0,48412,0,0,0,9106,0,870,0,0,0,0,0,0,0,2714,0,0,3828,0,0,0,0,29904,0,1.767503,11.89089,0.914002,12,6
4144,0,0,3192,14630,170232,638,0,0,64800,0,0,38493,0,756,58032,0,0,36285,37700,98164,0,32500,0,828,0,9464,0,182,0,0,0,0,0,0,0,2400,0,0,15300,0,0,0,0,24612,0,2.192934,12.825561,0.904081,13,6
3570,0,0,0,12624,212100,696,0,0,0,0,0,0,0,567,52320,0,0,34160,24543,75654,0,11685,0,55188,0,8928,0,5040,0,0,0,0,0,0,0,0,0,0,8192,0,0,0,0,13248,0,2.500177,13.782513,0.907077,14,6
36696,0,0,22596,0,0,50809,0,0,8586,0,56405,9164,9348,46761,0,82260,20202,0,3608,0,29700,0,0,0,6142,0,0,0,0,0,0,0,0,0,0,0,165256,0,0,0,53705,0,0,0,7280,-1.85196,-3.545038,0.901305,3,6
18410,0,0,8883,0,0,27720,0,0,9918,0,40341,4100,8700,25075,0,82440,21560,0,6533,0,29403,0,0,0,7304,0,0,0,0,0,0,0,0,0,0,0,164025,0,0,0,54522,0,0,0,13481,-2.032868,-2.167721,0.914328,2,6
9694,0,0,18368,0,0,19623,0,0,8325,0,27000,9856,12222,14504,0,38614,25419,0,4828,0,33800,0,0,0,9405,0,0,0,0,0,0,0,0,0,0,0,365070,0,0,0,119748,0,0,0,18557,-1.877017,-0.604061,0.906227,1,6
0,249150,0,240,48990,0,0,0,0,49016,0,0,0,0,2691,28028,0,0,8856,27528,0,0,66240,0,0,0,0,0,0,0,60580,0,0,0,32968,94401,26400,0,0,980,0,0,0,0,56892,0,-1.058409,14.969239,0.903511,15,6
13260,0,23715,20667,0,0,17982,0,62445,8869,0,0,5488,15624,13804,0,0,0,0,18088,0,0,0,0,0,0,32655,0,14000,390,0,0,0,0,0,0,45448,0,0,32448,0,0,0,0,0,0,0.89687,0.432151,0.909159,0,6
0,35535,0,3498,225120,0,0,0,0,0,6750,4995,227800,0,1426,6981,0,0,0,16016,0,0,38700,34884,0,0,0,0,12400,0,80278,0,0,0,49530,13394,0,0,20746,1269,0,0,0,0,52152,0,-8.129604,13.831413,0.92093,16,6
0,0,0,858,52662,0,0,0,0,0,0,0,0,0,5814,22160,0,0,14301,3040,0,0,68875,6072,0,0,2808,0,6466,0,26696,0,0,0,29892,78057,0,0,14484,160,0,0,0,0,57023,0,-2.713439,16.790137,0.910998,17,6
0,1785,0,3103,78390,0,0,0,0,411474,0,0,0,0,4250,10442,0,0,9996,0,0,0,0,4550,0,0,5180,0,0,0,22327,0,0,0,15470,53784,0,0,11025,3243,0,0,158672,0,18084,0,-5.154962,15.935525,0.923458,16,23
0,76270,0,2059,89320,0,0,0,0,393419,0,0,129038,0,5334,11766,0,0,10706,0,0,0,0,1118,0,0,3861,0,0,0,23994,0,0,0,17250,53223,0,0,11214,5760,0,0,187392,0,68688,0,-5.017304,15.148072,0.915444,15,23
0,88800,0,522,108750,0,0,0,0,314630,0,0,114950,0,6110,17600,0,0,1548,0,0,0,6478,6076,0,0,1920,0,0,0,31824,0,0,0,18750,78432,0,0,12663,3485,0,0,283106,0,97344,0,-4.857038,14.18917,0.9089,14,23
0,48150,0,667,76616,0,0,0,0,241108,0,0,77715,0,1710,10608,0,0,1054,0,0,0,97271,5684,0,0,7506,0,60,0,36621,0,0,0,23715,55440,0,0,13505,6850,0,0,273861,0,80850,0,-4.440749,13.235155,0.907907,13,23
0,45738,0,140,0,0,0,0,0,58517,0,3168,42370,0,4896,11495,0,0,0,7920,0,0,48081,15168,0,0,0,0,0,0,34968,0,0,0,27900,47916,0,0,13020,2074,0,0,197472,0,95816,0,-5.098486,11.916506,0.917281,12,23
0,26643,0,4352,0,0,0,0,0,0,0,7950,59059,0,3738,7913,0,0,0,12685,0,0,0,22764,0,0,1320,0,0,0,50640,18648,0,0,40020,31140,0,0,16948,612,0,0,0,0,63574,0,-5.624861,10.550089,0.913985,11,23
0,29596,0,7020,0,0,0,0,0,0,0,10626,43641,0,6952,7339,0,0,0,16848,0,0,0,34364,0,0,13505,0,0,0,106040,24045,0,0,47916,38076,0,0,21762,612,0,0,0,0,8037,0,-5.675992,9.416115,0.899627,10,23
150,0,4114,0,462,67431,112,0,2592,0,0,0,0,0,2678,36849,0,0,24273,0,39375,0,7176,0,19950,0,9515,0,1484,0,0,0,0,0,0,0,1792,0,0,0,0,0,0,0,3007,0,6.727525,15.61587,0.918835,17,23
0,19988,0,7504,0,0,0,0,0,0,8004,9263,50552,0,10560,2184,0,0,0,1296,0,0,0,30996,0,75184,0,0,356,0,0,20440,0,0,18602,0,0,0,22100,704,0,0,0,0,0,0,-6.107304,7.9144,0.8951,9,23
0,18249,0,4970,0,0,0,0,0,0,4251,3993,20475,0,11200,5600,0,0,0,1296,0,0,0,29952,0,75394,0,0,0,0,0,20148,0,0,21855,0,0,0,22100,4182,0,0,0,0,0,0,-6.773724,5.902967,0.91245,8,23
0,15124,0,7399,0,0,0,0,0,0,16720,10431,0,0,15477,0,0,102600,0,7448,0,0,0,0,0,19720,0,0,54460,0,0,137182,0,0,0,0,0,0,125818,0,0,0,0,0,0,41480,-7.083251,3.694574,0.911005,7,23
0,2882,0,7567,0,0,0,0,0,0,18400,4032,0,0,21600,6240,0,86526,0,8154,0,0,0,0,0,17242,0,0,55238,0,0,157863,0,0,0,0,0,0,33072,0,0,138600,0,0,0,41528,-6.459935,2.680457,0.898081,6,23
0,14664,0,4928,0,0,0,0,0,0,24180,13804,0,0,25152,0,0,58098,0,3827,0,0,0,0,0,12567,0,0,62352,0,0,77645,0,0,0,0,0,0,0,0,0,264328,0,0,0,26180,-5.844053,1.23025,0.910712,5,23
43566,350,0,504,0,0,0,0,0,21,33408,7946,14904,0,36984,0,0,29393,0,7332,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140697,0,0,0,17732,-4.995188,0.145319,0.895357,4,23
24012,2750,0,8268,0,0,35643,0,0,8640,0,2112,10974,3456,24565,0,0,25550,0,6321,0,15179,0,0,0,9350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24518,0,0,0,17990,-3.778461,-1.164129,0.915489,3,23
19092,0,0,10164,0,0,42024,0,0,13962,0,35995,13494,13832,31136,0,47766,0,0,7650,0,37904,0,0,0,6560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11700,-2.562501,-1.546069,0.911603,2,23
10100,0,28712,22278,0,0,14508,0,55421,176,0,0,2852,11505,14074,0,0,0,0,6840,0,0,0,0,0,13764,131461,0,26078,61204,0,0,0,0,0,0,0,0,0,145376,0,0,0,0,0,47120,1.666877,-1.040626,0.91484,1,23
33066,0,144935,0,0,0,65116,47082,0,5054,0,0,4340,6721,0,0,76934,21251,0,7399,0,29593,0,0,0,7208,0,0,0,6860,0,0,0,0,0,0,0,141240,0,0,0,64554,0,0,0,6760,1.437613,-8.782814,0.987672,8,11
26572,0,99146,95550,0,0,41736,64056,0,1428,0,0,3649,4056,0,0,44330,0,0,5495,0,36480,0,0,0,7544,0,0,0,25272,0,0,0,0,0,0,0,219856,0,0,0,17690,0,0,0,2958,1.950133,-7.714203,0.989618,7,11
26600,0,88854,96886,0,0,44604,85440,0,1504,0,0,7155,8478,0,0,62785,0,0,6888,0,46182,0,0,0,9802,0,0,0,27756,0,0,0,0,0,0,0,50786,0,0,0,0,0,0,0,14586,2.182455,-6.6493,0.992148,6,11
20560,0,60634,60434,0,0,30555,63754,0,5439,0,0,6486,9352,0,0,52528,0,0,8650,0,53534,0,0,0,9774,0,0,0,31020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16116,2.412827,-5.469496,0.991103,5,11
26562,0,48708,67137,0,0,35406,0,0,4379,0,0,6864,9845,45594,0,55300,0,0,9955,0,80422,0,0,0,11356,0,0,0,38192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20331,2.68638,-4.213908,0.984759,4,11
14495,0,25443,44149,0,0,19988,0,0,6952,0,0,6556,10904,10400,0,40460,0,0,10354,0,89250,0,0,0,13467,0,0,0,40959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23490,2.585053,-3.052118,0.988189,3,11
6615,0,7004,0,0,53280,7020,0,29574,26040,0,0,13650,80012,8100,0,0,0,164700,56648,36108,0,0,0,241280,0,32400,0,10726,0,0,0,0,0,0,0,7239,0,0,32336,105966,0,0,0,0,0,4.74377,7.658127,0.992508,9,11
6439,0,10790,0,0,40567,4794,0,23594,19875,0,0,16016,100746,5822,0,0,0,112220,70119,32966,0,0,0,162316,0,10710,0,8586,0,0,0,0,0,0,0,119,0,0,0,74820,0,0,0,0,0,5.203708,8.587359,0.990611,10,11
4422,0,10269,0,0,40040,5760,0,21032,9522,0,0,12480,0,4995,0,0,0,100275,92565,23025,0,0,0,115101,0,19040,0,7379,0,0,0,0,0,0,0,1440,0,0,0,61845,0,0,0,0,0,5.778645,9.386963,0.990896,11,11
4773,0,7752,0,0,41888,4968,0,18758,29468,0,0,19201,0,2337,0,0,0,103314,120716,39955,0,0,0,72660,0,17617,0,7950,0,0,0,0,0,0,0,570,0,0,0,51013,0,0,0,0,0,6.265436,10.277446,0.98947,12,11
5043,0,6466,0,0,29052,2880,0,16016,0,0,0,21483,0,5166,0,0,0,72226,184212,30352,0,0,0,62916,0,19440,0,4128,0,0,0,0,0,0,0,950,0,0,0,40068,0,0,0,0,0,6.786805,11.109337,0.988386,13,11
1763,0,6372,0,0,44770,2294,0,11242,0,0,0,7020,0,4674,0,0,0,72816,243300,17253,0,15960,0,50697,0,21538,0,3706,0,0,0,0,0,0,0,490,0,0,0,34730,0,0,0,12008,0,7.361704,11.929808,0.991453,14,11
32828,0,0,25802,0,0,43860,0,0,13277,0,56625,12308,13870,40513,0,0,112148,0,9780,0,0,0,0,0,21894,0,0,82680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49312,-1.952439,-2.252852,0.992006,2,11
3810,0,0,0,29715,0,0,0,0,0,0,0,0,0,784,101270,0,0,45696,244446,17550,0,4144,0,63899,0,17316,0,0,0,0,0,0,0,0,0,9434,0,0,0,25813,0,0,0,27328,0,3.049235,14.726973,0.992086,15,11
3783,0,0,0,24651,0,3348,0,0,0,0,0,0,0,0,0,0,0,57620,151369,39624,0,128,0,91708,0,21988,0,3744,0,0,0,0,0,0,0,2016,0,0,0,18396,0,0,0,0,0,4.182059,15.472939,0.987441,16,11
12084,0,30800,32012,0,0,13475,0,98084,1008,0,0,1833,15984,7285,0,68475,0,0,11392,0,95232,0,0,0,13068,0,0,0,16335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23941,1.776239,-0.869825,0.989584,1,11
5148,0,6650,0,0,24905,6045,0,19418,6630,0,0,8928,61134,5776,0,0,0,233928,0,19388,0,0,0,0,0,43439,0,6290,0,0,0,0,0,0,0,11200,0,0,0,54978,0,0,0,0,0,6.48774,6.621795,1.000941,9,18
5112,0,7257,0,0,42018,6006,0,20325,14336,0,0,11718,79239,7248,0,0,0,154133,48762,21252,0,0,0,0,0,55610,0,7182,0,0,0,0,0,0,0,12430,0,0,0,77920,0,0,0,0,0,5.937423,6.760035,0.974448,8,18
450,0,2244,7644,0,13632,5889,0,18906,18432,0,0,1368,89908,6624,0,0,0,79182,53958,36938,0,0,0,161626,0,12483,0,366,0,0,0,0,0,0,0,12354,0,0,29007,0,0,0,0,0,0,3.18689,9.497412,0.986157,10,18
44,0,0,11946,0,882,5960,0,0,6624,0,0,14674,0,0,51712,0,0,50250,39402,79826,0,2328,0,171264,0,15048,0,6591,0,0,0,0,0,0,0,12508,0,0,12768,0,0,0,0,27360,0,2.211662,10.780272,0.986578,11,18
3210,0,0,9686,0,0,2400,0,0,60348,0,0,18180,0,605,33633,0,0,36396,26010,115710,0,50008,0,0,0,12772,0,459,0,0,0,0,0,0,0,2240,0,0,17862,0,0,0,0,36153,0,1.533861,11.90434,0.989325,12,18
1984,0,0,6820,31146,0,702,0,0,90138,0,0,41082,0,0,33909,0,0,29280,56373,152712,0,25128,0,0,0,10422,0,2660,0,0,0,0,0,0,0,9200,0,0,13179,0,0,0,0,21568,0,0.870806,13.003342,0.996252,13,18
4551,130467,0,2500,64440,0,2472,0,0,82110,0,0,20868,0,1200,59976,0,0,22140,8085,153066,0,53656,0,0,0,5500,0,5402,0,0,0,0,0,0,0,22344,0,0,13464,0,0,0,0,51102,0,0.204921,14.001449,0.98001,14,18
11814,50827,0,4108,0,0,1008,0,0,41067,0,0,24192,0,10370,13651,0,0,0,22736,0,0,0,56791,0,0,0,0,19006,0,62685,0,0,0,0,0,47215,0,0,5162,0,0,0,0,0,0,-1.859554,7.761707,0.965898,7,18
3827,20191,0,8055,0,0,10764,0,0,28520,0,0,21040,0,9882,23250,0,0,0,19923,0,0,0,73098,0,0,22015,0,15946,0,0,0,0,0,0,0,52394,0,0,7992,0,0,0,0,0,0,-1.812777,6.731756,0.981793,6,18
8910,412,0,10846,0,0,16275,0,0,27435,0,0,18278,0,10615,7956,0,0,0,6664,0,0,0,99220,0,77115,21812,0,18072,0,0,0,0,0,0,0,46200,0,0,12374,0,0,0,0,0,0,-1.819133,5.649655,0.993114,5,18
12710,0,0,10282,0,0,19210,0,0,22932,0,0,14364,0,12864,0,0,0,0,5187,0,0,0,125204,0,70357,28737,0,21040,0,0,0,0,0,0,0,53100,0,0,4080,0,0,0,0,0,0,-1.699897,4.669821,0.993378,4,18
13910,0,0,10600,0,0,19040,0,0,19671,0,0,13950,6804,11940,0,0,0,0,5415,0,0,0,115906,0,39312,18693,0,17024,0,0,0,0,0,0,0,83764,0,0,21939,0,0,0,0,0,84600,-1.698739,3.604911,0.992976,3,18
19624,0,0,14980,0,0,24750,0,0,19280,0,0,9825,21200,13268,0,0,0,0,7372,0,0,0,119019,0,41418,0,0,20148,0,0,0,0,0,0,0,116820,0,41574,30783,0,0,0,0,0,129336,-1.794176,2.376971,0.986781,2,18
12444,0,28322,22720,0,0,10485,0,94545,1392,0,0,9063,12200,12768,0,0,0,0,10972,0,0,0,0,0,15744,63882,0,23048,82422,0,0,0,0,0,0,0,0,0,93632,0,0,0,0,0,33464,1.927526,0.297307,0.984746,1,18
14560,0,19688,25009,0,0,18504,0,114415,7708,0,0,6438,14520,17750,0,0,0,0,3168,0,0,0,0,0,19671,0,0,31710,0,0,0,0,0,0,0,0,0,0,105264,0,0,0,0,0,38880,0.752094,-0.64317,0.995205,0,18
0,268793,0,8253,51291,0,0,0,0,48657,0,0,0,0,1410,21489,0,0,14762,0,0,0,33814,0,0,0,8208,0,0,0,5535,0,0,0,28968,170684,19488,0,0,10320,0,0,0,0,40482,0,-1.020504,14.965835,0.9637,15,18
1470,0,0,5291,34668,0,320,0,0,0,0,0,0,0,2208,35306,0,0,13924,0,66752,0,34854,0,0,0,6804,0,0,0,2988,0,0,0,24453,141502,1830,0,0,10620,0,0,0,0,47742,0,0.997324,15.997107,0.991155,16,18
1748,0,0,0,25389,393680,42,0,0,0,0,0,0,0,483,88677,0,0,23326,0,81600,0,31824,0,0,0,10863,0,752,0,0,0,0,0,22638,0,1111,0,0,15456,0,0,0,0,26522,0,2.304166,16.848087,0.989242,17,18
15194,20424,0,9639,0,0,2775,0,0,23500,0,0,18722,0,9522,570,0,0,0,4183,0,0,0,110200,0,59867,27540,0,20325,0,0,0,0,0,0,0,54010,0,76820,17940,0,0,0,0,0,0,-2.45707,4.6359,0.98987,5,44
14040,18386,0,11466,0,0,12720,0,0,28012,0,0,24415,0,4600,16038,0,0,0,12390,0,0,0,141032,0,118560,33082,0,16247,0,0,0,0,0,0,0,48604,0,11880,24250,0,0,0,0,0,0,-2.0601,5.673351,0.984286,6,44
13440,35190,0,6586,0,0,660,0,0,31752,0,0,20475,0,10304,18323,0,0,0,11662,0,0,0,57754,0,0,10659,0,18240,0,504,0,0,0,0,0,46449,0,0,5488,0,0,0,0,0,0,-2.002549,6.726566,0.995102,7,44
10980,55800,0,0,0,0,605,0,0,43875,0,0,27744,0,8874,4531,0,0,0,7686,0,0,0,60030,0,0,6572,0,15436,0,54780,0,0,0,0,0,47580,0,0,7592,0,0,0,0,0,0,-1.849905,7.837175,0.97801,8,44
8526,62752,0,0,0,0,0,0,0,42292,0,0,33572,0,8150,14338,0,0,0,17400,0,0,74404,37905,0,0,9790,0,13504,0,106106,0,0,0,0,0,33066,0,0,9790,0,0,0,0,0,0,-1.80064,8.858289,0.989872,9,44
8208,73094,0,4080,0,0,0,0,0,50880,0,0,25280,0,7332,15080,0,0,0,16310,0,0,90250,846,0,0,12896,0,12420,0,105939,0,0,0,1965,0,34238,0,0,11554,0,0,0,0,81312,0,-1.802706,9.858825,0.994286,10,44
3000,98697,0,7803,0,0,0,0,0,76958,0,0,33824,0,6840,21930,0,0,5551,21488,0,0,110334,0,0,0,3915,0,2268,0,104796,0,0,0,31440,0,29184,0,0,5967,0,0,0,0,117384,0,-1.699833,10.918758,0.981796,11,44
0,112048,0,1044,0,0,0,0,0,100096,0,0,59784,0,3388,22386,0,0,11456,36740,0,0,69632,0,0,0,0,0,0,0,94720,0,0,0,43722,18462,26133,0,0,980,0,0,0,0,66360,0,-1.648807,11.919392,0.988497,12,44
0,149425,0,3232,32841,0,0,0,0,91035,0,0,29835,0,4480,16732,0,0,1131,48195,0,0,64064,0,0,0,3354,0,0,0,49940,0,0,0,33912,149784,22780,0,0,6624,0,0,0,0,62181,0,-1.264727,12.98165,0.989643,13,44
3696,0,0,3552,18124,0,1640,0,0,55418,0,0,12083,0,1316,39270,0,0,24087,7100,74654,0,30780,0,0,0,11286,0,6468,0,0,0,0,0,0,0,14910,0,0,14694,0,0,0,0,32175,0,0.380755,14.013486,0.981479,14,44
7820,0,13680,18640,0,0,12606,0,26296,11544,0,0,9164,33920,9593,0,0,0,0,25284,0,0,0,0,0,0,42550,0,17415,154396,0,0,0,0,0,0,22752,0,0,44863,0,0,0,0,0,0,2.09543,4.517842,0.982424,4,44
12351,0,16870,19200,0,0,13200,0,68923,13230,0,0,3468,24236,12804,0,0,0,0,21414,0,0,0,0,0,29468,61787,0,22246,128352,0,0,0,0,0,0,60120,0,0,67648,379847,0,0,0,0,0,2.543734,3.08494,0.97805,3,44
11842,0,25872,15920,0,0,9776,0,58776,2945,0,0,4095,21504,14271,0,0,0,0,17325,0,0,0,0,0,24192,114492,0,27170,96096,0,0,0,0,0,0,50820,0,0,112992,147900,0,0,0,0,46609,2.607267,1.4839,0.98223,2,44
1161,0,6028,0,6489,123250,4514,0,12224,0,0,0,0,0,1176,0,0,0,53397,257936,23544,0,17017,0,41358,0,14475,0,0,0,0,0,0,0,0,0,9288,0,0,0,6690,0,0,0,19908,0,6.573722,13.494471,0.950164,15,44
697,0,3116,0,11450,110560,3720,0,3780,0,0,0,0,0,2860,94940,0,0,19110,194224,48840,0,7824,0,47550,0,9486,0,2882,0,0,0,0,0,0,0,2263,0,0,0,0,0,0,0,5412,0,5.765379,14.945692,0.979756,16,44
9744,0,0,17712,0,0,13340,0,60214,12958,0,0,7869,15054,11118,0,0,0,46138,169420,14760,0,4071,0,47488,0,15680,0,180,0,0,0,0,0,0,0,6882,0,0,0,0,0,0,0,10354,0,0.710804,1.838445,0.988815,1,44
12096,0,18540,20175,0,0,16302,0,82386,8786,0,0,5664,15640,14042,0,0,0,29564,149904,23300,0,3816,0,55040,0,10212,0,232,0,0,0,0,0,0,0,9936,0,0,0,0,0,0,0,15141,0,0.819373,0.547102,0.990052,0,44
8836,0,21312,132692,0,4408,1584,130756,0,0,0,0,2392,3483,0,0,12500,0,0,0,0,36297,0,0,0,1420,0,0,0,10944,0,0,52046,0,0,0,0,0,0,0,0,0,0,0,0,7425,5.947778,-6.506293,0.830726,8,25
14976,0,34578,103578,0,0,22932,148482,0,39,0,0,1484,3406,0,0,23056,0,0,0,0,33354,0,0,0,0,0,0,0,11256,0,0,115248,0,0,0,0,0,0,0,0,0,0,0,0,2516,4.878029,-6.295907,0.817548,7,25
14819,0,35970,72228,0,0,22072,106596,0,1972,0,0,2997,3618,0,0,27260,0,0,0,0,33330,0,0,0,3300,0,0,0,10320,0,0,174900,0,0,0,0,0,0,0,0,0,0,0,0,3190,3.622745,-5.96617,0.819566,6,25
17172,0,37932,48125,0,0,25740,38799,0,3025,0,0,4104,32,182,0,38880,0,0,7280,0,35828,0,0,0,6600,0,0,0,16848,0,0,228980,0,0,0,0,0,0,0,0,0,0,0,0,10976,2.326565,-5.505226,0.817571,5,25
14718,0,67125,29682,0,0,32640,0,0,3683,0,0,3776,9024,29574,0,70312,0,0,5891,0,63169,0,0,0,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1.004849,-4.875994,0.818447,4,25
