Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,Camera_0040,Camera_0041,x_position,y_position,z_position,unit_distance_from_origin,unit_id
9027,6840,0,0,18,3795,32686,0,0,0,23183,0,31527,28548,0,12432,0,0,0,177004,0,0,0,19200,0,25761,0,0,0,72930,0,0,161928,0,0,32118,0,0,157300,0,0,0,-3.96586534789454,0.07310944124605845,0.9428003432251444,3,15
11610,0,0,0,7360,8225,18760,0,0,0,15000,0,20826,11934,0,24645,0,0,0,158427,0,0,0,19656,0,25668,0,0,0,41080,0,0,111860,0,0,28336,0,0,120196,0,0,0,-2.957995630423206,-0.04584085038360719,0.9437578389689634,2,15
1408,0,0,0,1325,12328,25047,0,0,0,23387,0,24750,13640,0,26884,0,0,0,0,0,0,0,24057,0,34867,0,0,0,38178,0,0,89091,0,0,0,0,0,0,0,0,0,-1.9827520316536926,0.21234391349885673,0.939781780437329,1,15
15124,0,23941,0,12390,13200,11718,0,0,0,26361,0,14552,17548,69954,36256,0,0,0,0,0,0,0,22981,0,38628,0,0,0,43860,0,0,43890,0,0,0,0,0,0,0,0,0,0.22749589874949283,0.9591203790026386,0.946222424373218,0,15
1800,0,24168,8268,0,4760,65682,0,0,0,0,0,46041,0,0,6560,0,11236,0,0,0,20075,200646,2512,0,6273,0,70744,0,14904,0,0,0,0,0,0,0,0,0,25970,0,95408,-3.640729439909779,-8.52253449565731,0.8635447850347822,9,49
4896,0,59461,2920,0,4130,63373,0,0,0,26775,0,46610,1261,0,5868,0,10915,0,0,0,15486,104611,14210,0,4950,0,59985,0,10920,0,0,0,0,0,0,0,0,0,49410,0,99640,-3.450486800314904,-8.304902230483888,0.8490781164898165,8,49
2680,0,149984,17666,0,4920,52250,0,0,0,103270,0,38054,9176,0,8592,0,19488,0,0,0,28710,0,35840,0,7708,0,74024,0,13668,0,0,0,0,0,0,0,0,0,77520,0,210,-2.488492689072615,-7.597047612679802,0.855389209501503,7,49
2775,0,86227,23478,2580,4725,36750,0,0,0,96728,0,27630,6864,0,6608,0,19530,0,0,0,38480,0,40356,0,8800,0,0,0,18879,0,0,0,0,0,0,0,0,0,2050,0,0,-1.314782309114193,-6.847571516139638,0.853516845038186,6,49
2964,0,58653,26611,6579,0,28210,0,0,0,72320,0,22932,8030,0,9261,0,17901,0,0,0,58910,0,56916,0,10416,0,0,0,16195,0,0,0,0,0,0,0,0,0,0,0,0,-0.4112678329303918,-5.984352702038791,0.8500704722954424,5,49
8037,0,38695,15532,3060,0,19875,0,0,0,68747,0,17280,7579,0,9660,0,0,0,0,0,72210,0,65600,0,12627,0,0,0,11742,0,0,231,0,0,0,0,0,0,0,0,0,0.549451596710334,-4.961249846489217,0.839855313667357,4,49
4088,0,23268,39000,3572,0,20254,0,0,0,51480,0,17025,7392,0,19845,0,0,0,0,0,63190,0,38496,0,14338,0,0,0,13516,0,0,39308,0,0,0,0,0,0,0,0,0,0.5228819610555389,-3.9157085156397007,0.8531511749028602,3,49
840,0,26883,0,3478,0,19278,0,0,0,33660,0,19758,6846,0,25755,0,0,0,0,0,56392,0,50460,0,15640,0,0,0,18960,0,0,51675,0,0,0,0,0,0,0,0,0,0.21568371570983372,-2.9739871628667727,0.8452358285757005,2,49
0,0,26572,0,130,5530,11648,0,0,0,28595,0,11935,8330,0,17490,0,0,0,0,0,34300,0,4895,0,16728,0,0,0,6608,0,0,29580,0,0,0,0,0,0,0,0,0,0.04378009852744372,-1.9885867515335307,0.8621380582708585,1,49
0,0,23016,0,2592,12483,13237,0,0,0,26319,0,6355,10384,0,22881,0,0,0,0,0,0,0,38525,0,24890,0,0,0,22493,0,0,47940,0,0,0,0,0,0,0,0,0,0.024177833268974824,-0.96884189419064,0.8499301160524624,0,49
29072,11526,0,0,17892,28428,4760,32107,0,0,3312,18375,0,39744,12276,0,4120,0,56700,0,0,0,0,0,0,0,0,0,0,0,40656,0,0,0,14490,164430,0,0,13120,0,0,0,-0.5029117260981534,10.031857346635778,0.8536984489912042,10,49
52635,65016,0,0,30740,38080,3752,46956,0,0,4140,20792,0,7820,12090,0,0,0,54362,0,0,0,0,0,0,0,16225,0,0,0,39479,0,0,0,10788,0,0,0,10340,0,0,0,-0.5819152505421614,10.992882019524938,0.8467729021333321,11,49
0,31122,0,0,19380,33558,5940,20925,0,0,5852,12040,0,0,4690,0,0,0,64200,0,0,0,0,0,0,0,29593,0,0,0,44604,0,0,0,9384,0,0,0,10740,0,0,0,-0.7627235708131375,11.996832127811931,0.8617609472675488,12,49
0,153510,0,0,21672,69930,4598,22794,0,0,1740,10404,0,0,8892,0,0,0,72230,0,0,0,0,0,0,0,28392,0,0,0,36630,2288,0,0,10208,0,0,0,10370,0,179335,0,-0.8489168204924071,12.977970477711498,0.8421909272601259,13,49
0,150174,0,0,34528,47197,3588,18225,39889,0,3538,0,0,0,7987,0,0,0,54510,0,0,0,0,0,0,0,18634,0,0,0,30240,122472,0,0,8856,0,0,0,8058,0,228705,0,-0.9281706802517546,13.99236276111873,0.8598603901160554,14,49
0,0,1700,0,18060,0,1672,49250,4922,81940,0,1404,3232,0,0,0,26640,0,0,0,0,0,0,0,12862,0,17290,0,0,0,0,0,0,0,12663,0,0,0,0,0,30075,0,5.745956113016158,13.87614366112772,0.8561556085480643,15,49
6642,0,8673,0,1104,0,5472,0,0,14697,0,0,5145,7656,67864,33600,0,0,0,0,29667,0,0,0,19040,79704,0,0,0,0,0,0,8814,39050,62124,0,0,0,0,0,0,0,4.940223110476021,2.7512589606604267,0.8644458964646304,5,37
1204,0,18693,85484,3503,0,11128,0,0,0,0,0,13593,4797,0,9516,0,44343,0,0,17820,0,0,220088,0,10440,0,0,17024,5291,0,0,20470,4400,0,0,0,0,0,0,0,0,3.509504298617827,-4.869445709494666,0.8443150960205514,6,37
4154,0,64224,17280,4750,0,32239,0,0,0,44128,0,23375,5180,0,5564,0,23144,0,0,0,49784,0,57510,0,8957,0,0,110814,8404,0,0,0,0,0,0,0,0,0,0,0,0,0.14466751265180733,-7.010828794377005,0.8581825847045934,7,37
4384,0,115166,16863,0,920,51200,0,0,0,69300,0,36487,10152,0,7112,0,2176,0,0,0,32373,0,21390,0,7661,0,0,0,16296,0,0,0,0,0,0,0,0,0,85324,0,0,-1.500415462089478,-7.86027622601911,0.8515105681233308,8,37
8820,0,162560,14892,0,2574,76930,0,0,0,49920,0,51943,9360,0,7350,0,13596,0,0,0,22640,0,0,0,6493,0,76850,0,17800,0,0,0,0,0,0,0,0,0,13944,0,120156,-2.762570611372965,-8.567308992574894,0.8566421951962866,9,37
0,0,0,12462,0,3306,125400,0,0,0,0,0,79285,0,0,3828,0,12540,0,0,0,18688,108936,0,0,5945,0,56330,0,20188,0,0,0,0,0,0,0,0,0,33957,0,70970,-3.9615947697269505,-9.19857477768145,0.8579594953762353,10,37
6776,0,68138,26048,6,3901,30492,0,0,0,29580,0,25560,3024,0,13794,0,0,0,0,0,63945,0,21284,0,10962,0,19600,0,9150,0,0,0,0,0,0,0,0,0,0,0,0,-1.8274685256439795,-4.604359444463256,0.8651977697264783,4,37
8268,0,51300,0,5952,768,20016,0,0,0,32732,0,19712,10020,0,15610,0,0,0,0,0,67416,0,43090,0,10725,0,0,0,25194,0,0,0,0,0,0,0,0,0,0,0,0,-1.402137754560858,-3.73981241717851,0.8488575518224479,3,37
8580,0,19152,0,7696,8007,19200,0,0,0,26605,0,16147,9688,0,16252,0,0,0,0,0,68901,0,23940,0,5668,0,0,0,12691,0,0,42846,0,0,0,0,0,0,0,0,0,-0.9377709608427187,-2.8418918688999755,0.8610887716693014,2,37
7812,0,0,0,4553,9020,15210,0,0,0,12189,0,15343,5265,0,18648,0,0,0,0,0,0,0,18157,0,12096,0,0,0,25438,0,0,50511,0,0,0,0,0,0,0,0,0,-1.9159339635246724,-0.39749754411371896,0.8538708360226792,1,37
0,0,18410,0,4340,10561,13926,0,0,0,15946,0,13936,9062,0,23715,0,0,0,0,0,0,0,21756,0,28130,0,0,0,24092,0,0,38313,0,0,0,0,0,0,0,0,0,-0.8576510670986863,0.44941374075494167,0.85997350154571,0,37
10075,0,4550,0,14833,0,3480,200312,0,37335,0,86330,3220,2240,0,0,65424,0,0,0,0,0,0,0,19491,0,73444,0,0,0,0,0,0,73146,36240,0,206025,0,0,0,0,0,6.370727273565848,8.975551706150526,0.8406495971246386,11,37
0,0,4953,0,8684,0,2220,185185,0,23814,0,3219,3842,0,0,0,30636,0,0,0,0,0,0,0,9540,0,61758,0,0,0,0,0,0,0,16632,0,108580,0,0,0,0,0,6.952475027333494,9.844792280350635,0.8621185487299954,12,37
0,0,2590,0,9802,0,3210,197006,0,33027,0,0,2788,0,0,0,31300,0,0,0,0,0,0,0,13735,0,46800,0,0,0,0,0,0,0,0,0,109617,0,0,0,0,0,7.430281357770392,10.704131305942058,0.8577939104352481,13,37
0,0,4563,0,8944,0,3502,0,0,21462,0,0,2296,0,0,0,23268,0,0,0,0,0,0,0,11968,0,40680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.983099815402671,11.530990283451906,0.8615264415507227,14,37
0,62580,0,0,65107,36934,0,13593,79086,0,2289,4760,0,0,4554,0,0,0,27448,0,0,0,0,0,0,0,0,0,0,0,12936,54516,0,0,7252,0,0,0,5180,0,0,0,-4.834718843186948,14.20575828111063,0.8502113800836923,15,37
0,84780,0,0,109692,0,0,9256,33957,0,2418,6280,0,0,3425,0,0,0,24661,0,0,0,0,0,0,0,0,0,0,0,16725,54625,0,0,6345,0,0,0,5396,0,0,0,-4.476150556144972,15.369875675239811,0.8540218109628768,16,37
0,0,0,0,126811,0,0,8428,92393,0,2574,243,0,0,792,0,0,0,21930,0,0,0,0,0,0,0,10317,0,0,0,11605,132248,0,0,6075,0,0,0,3014,0,0,0,-4.584235386890727,16.380757544076403,0.8388083385514652,17,37
0,0,0,0,211338,0,0,8109,165000,0,2697,5805,0,0,3850,0,0,0,13940,9480,0,0,0,0,0,0,0,0,0,0,3885,36741,0,0,3710,0,0,0,6251,0,0,0,-7.698305970949977,16.283804217739508,0.8548950886320503,18,37
0,54540,0,0,66960,0,0,7067,75999,0,2916,224,0,0,4830,0,0,0,19180,0,0,0,0,0,0,0,0,0,0,0,6700,40500,0,0,5254,0,0,0,6525,0,0,0,-4.630462530854606,15.069908842596647,0.8522980827105187,15,12
0,45652,0,0,79716,40764,0,9306,88452,0,4032,8528,0,0,5617,0,0,0,28416,0,0,0,0,0,0,0,0,0,0,0,14384,63602,0,0,7252,0,0,0,6992,0,0,0,-4.6688035239843995,14.220704246281223,0.8500248497150763,14,12
0,33150,0,0,60066,19872,0,16511,0,0,4212,9350,0,0,6278,0,0,0,31700,0,0,0,0,0,0,0,0,0,0,0,20777,46410,0,0,2160,0,0,0,7776,0,0,0,-4.5647300202014325,13.19972281270716,0.8535276783930107,13,12
83520,31752,0,0,19760,17703,0,12818,0,0,4719,8142,0,0,889,0,0,0,27606,0,0,0,0,0,0,0,0,0,0,0,23885,36864,0,0,5184,0,0,0,9350,0,0,0,-4.357860642446523,12.24556462255177,0.8605919703106211,12,12
86000,15022,0,0,22300,22528,0,21432,0,0,4120,966,0,53380,6762,0,0,0,48831,0,0,0,0,0,0,0,0,0,0,0,31779,52706,0,0,8352,0,0,0,7260,0,0,0,-4.205161723389878,11.233539979920266,0.8578140524231824,11,12
60166,31850,0,0,36740,12648,0,8702,0,0,3520,9653,0,67032,7802,0,0,0,56448,0,0,0,0,0,0,0,0,0,0,0,41064,40136,0,0,10797,0,0,0,11520,0,0,0,-4.19879753158666,10.16698118950032,0.848821751169558,10,12
46585,20808,0,0,30888,12744,0,0,0,0,1870,14420,0,67620,8823,0,0,0,79800,0,0,0,0,0,0,0,0,0,0,0,48256,33759,0,0,12096,78435,0,0,3510,0,0,0,-3.823687221811182,9.236215781437764,0.8458730068162761,9,12
44720,26884,0,0,27200,174,0,0,0,0,4176,23052,0,58984,11328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63560,0,0,0,10290,106128,0,0,9476,0,0,0,-3.7474098731174155,8.152886050972162,0.8562179190708823,8,12
26394,21840,0,0,19608,12152,0,0,0,0,4550,14880,0,34390,5016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57629,0,0,0,11713,55031,0,0,11573,0,0,0,-3.582583462883994,7.143593828244311,0.8627067775916109,7,12
25696,4488,0,0,5934,18067,9434,0,0,0,6345,29928,0,33633,2236,0,0,0,0,0,0,0,0,3340,2600,0,0,0,0,0,58108,0,0,0,20910,93720,0,0,21760,0,0,0,-3.435026815964303,6.093906434053609,0.8377536647274088,6,12
21520,6900,0,0,10350,8624,12540,0,0,0,8904,0,0,27209,10965,0,0,0,0,0,0,0,0,6,2134,0,0,0,0,0,32111,0,0,0,17850,27056,0,0,26370,0,0,0,-3.2956039303202265,4.985990186590039,0.858405491334384,5,12
0,17100,0,0,14560,8832,14129,0,0,0,9412,0,2445,22764,23700,0,0,0,0,0,0,0,0,12040,774,0,0,0,0,59130,0,0,107160,0,3036,49911,0,0,36146,0,0,0,-3.121855424120449,3.8986406520210037,0.8528026630238682,4,12
0,0,0,0,11144,10304,12090,0,0,0,11718,0,12261,20574,18323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78045,0,0,84640,0,0,47232,0,0,46750,0,0,0,-2.602144949209507,3.0273099086315574,0.8532775563364504,3,12
5888,0,0,0,6747,5566,17533,0,0,0,15504,0,18018,16128,26602,24518,0,0,0,0,0,0,0,1026,0,29014,0,0,0,57105,0,0,56700,0,0,37128,0,0,59004,0,0,0,-1.7999903339276169,2.393396678805278,0.8507004921276784,2,12
0,0,16560,0,7990,2842,4784,0,0,0,14981,0,7293,5452,31212,27468,0,0,0,0,0,0,0,26076,0,27680,0,0,0,41650,0,0,33672,0,0,0,0,0,0,0,0,0,-0.4347819487906166,1.929097713887611,0.846949957098808,1,12
6372,0,19035,0,4611,11966,9408,0,0,0,20252,0,8272,5508,11193,20601,0,0,0,0,0,0,0,23712,0,26712,0,0,0,21070,0,0,27556,0,0,0,0,0,0,0,0,0,0.30601744659823343,0.9497145309071127,0.8579936154849634,0,12
0,0,4320,0,0,0,1680,27393,17088,99170,0,0,3300,0,0,0,24605,0,0,0,0,0,0,0,13845,0,20992,0,0,0,0,0,0,0,13400,0,0,0,0,0,54362,0,6.632362938894177,14.56443074096649,0.8433575841442887,16,12
0,0,1104,0,0,0,3069,34608,14076,40250,0,5310,782,0,0,0,25760,0,0,0,0,0,0,0,0,0,8820,0,0,0,0,0,0,0,10092,0,0,0,0,0,46736,0,5.04053282054913,16.24222612496298,0.8498846291734095,17,12
0,0,0,4602,0,4370,95496,0,0,0,0,0,38964,0,0,1397,0,6426,0,0,0,14805,199125,0,0,5434,0,39490,0,0,0,0,0,0,0,0,0,12336,0,13780,0,31750,-5.025924498025644,-10.808866999516145,0.923050561909369,11,31
0,0,0,3626,0,4223,158064,0,0,0,0,0,140425,0,0,1653,0,90,0,0,0,17928,182118,0,0,6258,0,43434,0,0,0,0,0,0,0,0,0,0,0,30700,0,77120,-5.632317081096346,-9.422980712667155,0.9153316248056811,10,31
0,7581,0,10608,0,396,212132,0,0,0,0,0,171640,0,0,11289,0,0,0,0,0,31590,100464,27956,0,8949,0,74934,0,0,0,0,0,0,0,11814,0,0,0,45147,0,140817,-6.125344497767124,-7.892272686354872,0.895567381368835,9,31
0,3066,0,1529,0,4032,0,0,0,0,36784,0,54600,0,0,2574,0,0,0,0,0,23162,48521,9240,0,4257,0,58443,0,0,0,0,0,0,0,11280,0,0,0,0,0,6475,-7.241508665449928,-5.332430415425804,0.9205281158673699,8,31
0,600,0,12110,0,1593,0,0,0,0,0,0,261080,0,0,6578,0,0,0,0,0,18328,138325,19504,0,4350,0,34238,0,0,0,0,0,0,0,8374,0,0,0,24378,0,97988,-8.279942034278406,-8.703825342531829,0.8956276699133809,12,31
0,2765,0,5757,0,2700,0,0,0,0,0,0,283648,0,0,6255,0,0,0,0,0,16125,68511,0,0,6664,0,29300,0,0,0,0,0,0,0,7038,0,0,0,15600,0,64676,-8.515861381110582,-9.850636481202876,0.9158006837190555,13,31
0,2604,0,16284,0,1232,83332,0,0,0,26550,0,63106,0,0,3232,0,0,0,0,0,32522,71940,8965,0,9800,0,91300,0,23436,0,0,0,0,0,996,0,0,0,0,0,219069,-4.955862519545695,-6.210560987321484,0.9119940819791736,7,31
3483,0,0,23970,0,4480,65858,0,0,0,63544,0,58201,588,0,1760,0,0,0,0,0,47343,133560,18480,0,11151,0,125561,0,40442,0,0,0,0,0,0,0,0,0,0,0,201068,-4.4676111161952505,-5.386176365372781,0.8950153216059107,6,31
9384,0,0,108,0,6864,48125,0,0,0,27054,0,42237,13160,0,2814,0,0,0,0,0,55208,0,19530,0,9702,0,126945,0,24444,0,0,0,0,0,0,0,0,0,0,0,0,-3.8976128598978583,-4.541261192496242,0.919151371895282,5,31
10240,42,0,0,0,7644,40656,0,0,0,27063,0,27720,14008,0,15466,0,0,0,80740,0,85260,0,23114,0,14948,0,0,0,33229,0,0,0,0,0,2244,0,0,49473,0,0,0,-3.908359721199334,-3.111245316918737,0.8947587457158761,4,31
430,7790,0,0,14350,11229,9300,0,0,0,12505,0,18615,24380,23478,322,0,0,0,0,0,0,0,7585,0,0,0,0,0,130260,0,0,130016,0,0,56840,0,0,57260,0,0,0,-2.542951309830457,3.0842312171381074,0.9013088842434627,3,31
0,0,0,0,8437,4371,11718,0,0,0,15111,0,14235,15252,29900,25315,0,0,0,0,0,0,0,0,0,32015,0,0,0,69498,0,0,71680,0,0,45666,0,0,70532,0,0,0,-2.024313228416953,2.204636319470419,0.9058564168383327,2,31
12272,0,3325,0,9516,12261,17974,0,0,0,20060,0,13248,14586,40103,34860,0,0,0,0,0,0,0,18972,0,44980,0,0,0,41984,0,0,40082,0,0,0,0,0,0,0,0,0,-0.9494338907087432,1.7484324832668356,0.9133130286497817,1,31
12285,0,25500,0,7700,12648,13728,0,0,0,22274,0,12928,14700,46410,27864,0,0,0,0,0,0,0,32495,0,31825,0,0,0,36288,0,0,32190,0,0,0,0,0,0,0,0,0,0.14937590890088637,0.9691355977947888,0.9153086117293594,0,31
0,0,5330,0,14322,0,3712,60208,0,90216,0,32670,1881,0,667,0,33488,0,0,0,0,0,0,0,10668,0,31416,0,0,0,0,0,0,0,17760,0,0,0,0,0,0,0,4.715454997425719,13.231375703157454,0.9149306842898116,14,31
0,0,1596,0,25620,50048,3108,48490,31571,151917,0,23674,4068,0,72,0,35964,0,0,0,0,0,0,0,0,0,23736,0,0,0,0,0,0,0,14760,0,0,0,0,0,122262,0,4.62838924182592,14.293603850990634,0.9082217001703491,15,31
168,0,2380,0,10918,0,4953,81357,0,46728,0,44407,4160,0,8322,0,43989,0,0,0,0,0,0,0,20646,0,55151,0,0,0,0,0,0,0,20140,0,199456,0,0,0,0,0,4.514630979117202,10.213053203952668,0.9228334220864411,11,47
0,0,5934,0,14070,0,4046,140940,0,78605,0,48422,5580,0,33280,0,60066,0,0,0,0,0,0,0,25774,0,50959,0,0,0,0,0,0,0,22176,0,0,0,0,0,0,0,4.843508040065148,10.981935789430516,0.8989680031465355,12,47
0,0,4386,0,17976,0,4484,72563,0,56832,0,34668,3751,0,3546,0,44770,0,0,0,0,0,0,0,24304,0,35535,0,0,0,0,0,0,0,18326,0,0,0,0,0,0,0,5.1300826264119905,11.946491199650048,0.9170640087491932,13,47
0,0,3200,0,7161,0,4370,67744,0,55930,0,35708,4680,0,0,0,35598,0,0,0,0,0,0,0,18788,0,33708,0,0,0,0,0,0,0,19173,0,0,0,0,0,0,0,5.590855866128187,12.868332956845478,0.9125949874992472,14,47
0,0,4720,0,21186,0,3996,86480,1380,96965,0,0,3960,0,0,0,28086,0,0,0,0,0,0,0,18748,0,26772,0,0,0,0,0,0,0,17617,0,0,0,0,0,0,0,6.259910866383123,13.669983082197476,0.9061697988332664,15,47
0,0,4403,0,0,0,3888,54990,10486,58630,0,0,3115,0,0,0,22620,0,0,0,0,0,0,0,4576,0,24030,0,0,0,0,0,0,0,16188,0,0,0,0,0,41475,0,6.37721329944808,14.713672358928829,0.9161626806372389,16,47
0,0,2760,0,0,0,2100,15410,17922,46452,0,0,3180,0,0,0,21804,0,0,0,0,0,0,0,0,0,20992,0,0,0,0,0,0,0,15656,0,0,0,0,0,57670,0,6.489492298740032,15.712717239425043,0.9033778263035401,17,47
0,0,3696,0,0,0,756,0,10890,0,0,0,3045,0,0,0,17095,0,0,0,0,0,0,0,0,0,17100,0,0,0,0,0,0,0,13419,0,0,0,0,0,27388,0,6.488956995654892,16.824501528536818,0.9190390328836315,18,47
15194,0,3910,0,8918,0,4758,160218,0,26240,0,15136,1728,0,5180,0,52578,0,0,0,0,0,0,0,16905,0,79212,0,0,0,0,0,0,99375,33990,0,166320,0,0,0,0,0,5.9563779931729,9.244845719068927,0.9171496115659465,10,47
16058,0,5733,0,9384,0,4810,170280,0,27370,0,48720,1925,19837,8255,0,79016,0,0,0,0,0,0,0,23842,0,55510,0,0,0,0,0,0,89152,23025,0,180120,0,0,0,0,0,5.082765942522627,8.605754344692599,0.914184409014581,9,47
17556,0,4876,0,12285,0,2080,69224,0,41650,0,32555,6768,24320,28224,0,119082,0,0,0,492,0,0,0,32136,0,66452,0,0,0,0,0,0,61560,27448,0,174216,0,0,0,0,0,3.436074892194597,8.28543785172554,0.9106277077808045,8,47
5328,0,10788,0,16800,40548,6958,0,0,0,8900,43520,3534,27522,23296,0,82836,0,0,0,17820,0,0,0,47970,0,45,0,0,0,0,0,0,0,33120,0,0,0,0,0,0,0,1.6839019946181892,7.801967932053294,0.9108853002907722,7,47
43766,16775,0,0,30030,17222,10440,0,0,0,12920,47808,5478,46664,24852,0,0,0,0,0,0,0,0,0,92872,0,0,0,0,0,49995,0,0,0,28728,156510,0,0,24660,0,0,0,-1.4960426276018013,6.834374672549403,0.8941413850007909,6,47
26970,21756,0,0,8100,11605,13467,0,0,0,11700,0,0,36936,16920,0,0,0,0,0,0,0,0,20839,14464,0,0,0,0,0,51484,0,0,0,27720,51597,0,0,33496,0,0,0,-3.2759955818886795,4.9685103825230525,0.9122153055838479,5,47
1258,21385,0,0,5408,14925,16302,0,0,0,10800,0,5907,26100,19152,0,0,0,0,0,0,0,0,18644,13248,0,0,0,0,86089,0,0,137697,0,16863,67240,0,0,44772,0,0,0,-3.0293106617879606,3.968509929895749,0.8944375417968402,4,47
0,13452,0,0,8128,4477,10000,0,0,0,12155,0,15691,22176,23736,50,0,0,0,0,0,0,0,0,0,0,0,0,0,74235,0,0,105984,0,0,57275,0,0,55080,0,0,0,-2.661904546213867,2.9573089162167325,0.9173629727381114,3,47
141,0,0,0,7752,10017,20240,0,0,0,9472,0,22725,22000,29848,40552,0,0,0,0,0,0,0,12936,0,48430,0,0,0,68856,0,0,111300,0,0,52966,0,0,75684,0,0,0,-2.387852829933407,1.7657385407016706,0.9068369395988821,2,47
7826,0,41540,0,2244,6786,23051,0,0,0,23779,0,21328,6572,0,23848,0,0,0,0,0,78650,0,30690,0,11745,0,0,0,18396,0,0,50578,0,0,0,0,0,0,0,0,0,-1.0321476151789382,-1.6546172026648795,0.9154022084376741,1,47
0,0,28712,0,3216,9464,16776,0,0,0,22199,0,15750,15366,0,25026,0,0,0,0,0,6992,0,56672,0,22436,0,0,0,46508,0,0,87462,0,0,0,0,0,0,0,0,0,-0.6973289056000826,-0.7065895594821778,0.8933307628276419,0,47
0,0,6816,0,9805,0,2233,0,0,29348,0,0,5000,0,0,0,37065,0,0,0,0,0,0,0,14364,0,107420,0,0,0,0,0,0,0,0,0,92316,0,0,0,0,0,8.166442425021351,9.73392415728642,0.9859721629469433,12,35
14700,0,8064,0,4324,0,6016,0,0,30200,0,0,4598,0,0,0,55080,0,0,0,0,0,0,0,13334,0,82422,0,0,0,0,0,19982,0,0,0,107136,0,0,0,0,0,8.04339910903982,8.858123978593795,0.9893206975337645,11,35
5382,0,7752,0,7728,0,5130,0,0,24552,0,0,2394,17360,0,0,20510,0,0,0,0,0,0,0,7998,0,0,0,0,0,0,0,15336,146170,0,0,93633,0,0,0,0,0,7.824003233584375,7.679797933006937,0.989994809547543,10,35
16065,0,8000,0,13200,0,5640,0,0,25542,0,173472,5796,18676,0,0,0,0,0,0,82621,0,0,0,24400,0,0,0,0,0,0,0,19008,138567,0,0,105364,0,0,0,0,0,7.611940346479461,6.461901210003434,0.9887495491211594,9,35
6400,0,10248,0,10854,0,7644,0,0,22816,0,0,6624,17226,11,0,0,0,0,0,64344,0,0,0,22770,0,0,0,0,0,0,0,12980,91556,0,0,103179,0,0,0,0,0,7.3824434774068735,5.138545395040404,0.9933226581518632,8,35
12320,0,8064,0,9828,0,8990,0,0,19635,0,0,5460,14720,164475,0,0,0,0,0,51450,0,0,0,24196,0,0,0,0,0,0,0,8540,64015,0,0,56974,0,0,0,0,0,7.076402445234824,3.6907299917048766,0.9923908752768764,7,35
9516,0,5782,0,7050,0,8232,0,0,15038,0,0,7728,9861,224112,0,0,0,0,0,36570,0,0,0,31188,72064,0,0,0,0,0,0,16950,37968,0,0,0,0,0,0,0,0,6.7125247651056945,1.968141186233166,0.989832864386123,6,35
9128,0,3744,0,3050,0,4512,0,0,14282,0,0,3780,10089,280721,136940,0,0,0,0,19548,0,0,0,31565,80325,0,0,0,23520,0,0,11466,32235,0,0,0,0,0,0,0,0,5.962532678759608,0.34828707284267546,0.9886101696502226,5,35
195990,48678,0,0,69420,29100,0,14136,0,0,6348,12663,0,0,9688,0,0,0,46482,0,0,0,0,0,0,0,0,0,0,0,34454,51013,0,0,10915,0,0,0,12805,0,0,0,-5.156433045329402,11.95902621891311,0.9908564834881983,13,35
15336,0,12710,0,11403,0,7525,0,0,0,0,140304,7439,18320,52404,0,0,0,0,0,101724,0,0,0,47376,0,0,0,0,0,0,0,25788,16875,70650,0,0,0,0,0,0,0,2.7737295935146946,4.148640423252638,0.9874749353884255,4,35
12852,0,60900,0,11115,9690,32219,0,0,0,45738,0,30600,14256,0,16128,0,0,0,0,0,87192,0,39550,0,16870,0,0,0,26550,0,0,0,0,0,0,0,0,0,0,0,0,-1.741352823519752,-3.552646403641072,0.9867560451072026,3,35
14626,0,0,0,16254,13728,36480,0,0,0,30199,0,33630,17617,0,20140,0,0,0,0,0,0,0,25502,0,26520,0,0,0,45795,0,0,125925,0,0,0,0,0,0,0,0,0,-2.503903992414845,-1.6290286419146545,0.9913498677593857,2,35
17172,0,0,0,10584,8256,25944,0,0,0,30520,0,25920,14528,0,30422,0,0,0,0,0,0,0,37723,0,32657,0,0,0,57305,0,0,95940,0,0,0,0,0,0,0,0,0,-1.8901625896320036,-0.6261691853338218,0.9905226574209699,1,35
10282,0,28356,0,8352,190,17550,0,0,0,35496,0,17520,11536,5194,52334,0,0,0,0,0,0,0,30408,0,45696,0,0,0,20358,0,0,37389,0,0,0,0,0,0,0,0,0,0.9719297195732773,0.10122991430097039,0.9915036011882201,0,35
0,143654,0,0,45474,54912,0,19272,70896,0,4000,10600,0,0,2772,0,0,0,56414,0,0,0,0,0,0,0,15504,0,0,0,39729,159652,0,0,8928,0,0,0,12328,0,0,0,-2.194726182235904,13.854293197498393,0.9894299574576034,14,35
