Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,Camera_0040,Camera_0041,Camera_0042,Camera_0043,x_position,y_position,z_position,unit_distance_from_origin,unit_id
2744,540,0,0,3498,0,0,0,16510,0,0,0,6314,20320,0,0,7144,0,0,0,3776,6815,0,0,3810,0,0,0,0,0,0,0,3876,0,0,0,0,0,0,0,91486,9900,0,0,4.902328543024026,-10.84712349801844,0.8547044943389601,11,5
2821,3392,0,0,3597,0,0,127187,20175,0,0,0,8855,15687,0,0,9006,0,0,0,0,6380,0,0,5676,0,0,0,0,0,16512,0,4292,0,0,0,0,0,0,0,147396,11904,0,0,4.214886912857523,-10.090681590498622,0.8559695918386865,10,5
3168,2058,0,0,4368,0,12690,106950,25344,0,0,0,9918,20174,0,0,9185,0,0,0,0,2775,0,0,6072,0,0,0,0,0,26937,0,4080,0,0,0,0,0,0,0,160524,12214,0,0,3.8561474600504724,-9.203141266462133,0.8589250653145726,9,5
3300,3024,0,0,3861,0,25872,65940,31724,0,0,0,10856,26966,0,0,10502,2660,0,0,0,6201,0,0,6278,0,0,0,0,0,58930,0,4410,0,0,0,0,0,0,0,145418,13632,0,0,3.3502381628954367,-8.344547118566254,0.8538449838536195,8,5
4032,1674,0,0,2856,0,14040,48909,28952,0,0,0,11904,17220,0,0,12903,10126,0,0,0,7567,0,0,7097,0,0,0,0,0,27846,0,5070,0,0,0,0,0,0,0,160528,16352,0,0,2.756568195962206,-7.496736001964422,0.8615830215784115,7,5
4095,2054,0,0,2552,0,25308,38478,41923,31680,0,0,14070,42185,0,0,13735,11408,0,0,0,11592,0,0,8100,0,0,0,0,0,57967,0,5109,3857,0,0,0,0,0,0,0,16629,0,0,2.280629576027078,-6.617712439007356,0.8492347594923046,6,5
4012,1512,0,0,960,0,24864,33354,51614,48285,0,0,12702,27807,0,0,5921,14212,0,0,0,9802,0,0,8134,0,0,0,0,0,51636,0,2992,10584,0,0,0,0,0,0,0,21924,0,0,1.8097938276660273,-5.711852856764978,0.8396294991697175,5,5
4719,2262,0,0,6075,0,11554,25872,55759,40171,0,0,19039,15210,0,0,5700,14626,0,0,0,8325,0,0,9968,0,0,0,0,0,7140,0,2295,6996,0,0,0,0,0,0,0,8692,0,0,1.5910447618254722,-4.718328854733338,0.8556064979624978,4,5
5371,4550,0,12561,6900,0,17334,21840,91876,37846,0,0,21384,39567,0,0,111,16568,0,0,0,9843,0,0,10472,0,0,0,0,0,30070,0,6975,10740,0,0,0,0,0,0,0,29856,0,0,1.1739126987020718,-3.7930540744421712,0.8507694011307194,3,5
5977,5130,0,27063,7696,0,13992,17885,0,32120,0,0,27636,0,0,0,0,17120,0,0,0,11774,0,0,12710,0,0,0,0,0,30600,0,6996,10614,0,0,0,0,0,0,0,35638,0,0,0.7022512585150054,-2.874048390467237,0.8641846914505891,2,5
2684,6624,16543,25152,6900,0,18423,16863,0,21996,0,0,37468,0,0,0,0,18564,0,0,0,17802,0,0,15190,0,0,0,0,0,37248,0,4480,6601,0,0,0,0,0,0,0,48006,0,0,0.2982774484857771,-1.940011139204577,0.8488957502665357,1,5
4223,4205,15168,18860,3816,0,10608,13715,0,0,0,0,40370,0,0,0,0,16965,0,0,0,12768,0,0,16992,0,0,0,0,0,22640,0,5842,8740,0,0,0,0,0,0,0,52274,0,0,-0.21549127272073054,-0.949204641212944,0.8580187263072503,0,5
59616,0,4884,3540,43146,15130,0,2576,0,0,35956,0,0,0,0,33920,0,0,0,24816,0,0,0,0,0,21566,15768,11718,0,35712,0,7950,0,0,0,0,0,0,4186,6210,0,0,0,0,-5.891197111818826,10.45638217274707,0.8512268713982394,12,5
65758,0,3125,1215,75480,8925,0,0,0,0,19955,0,0,0,147798,14632,0,0,0,15438,0,0,0,0,0,24843,8080,9222,0,18915,0,6900,0,0,0,0,0,0,3306,5633,0,0,0,19740,-6.245513316745576,11.429024046303148,0.85848961711838,13,5
0,0,4480,3710,35308,12906,0,4107,0,0,23328,0,0,0,32160,35226,0,0,0,21338,0,0,7560,0,0,0,10899,3828,0,8140,0,3724,0,0,0,5112,0,0,6885,3213,0,0,0,15075,-2.983830916832119,13.700986550321545,0.8580539722336198,14,5
0,0,3051,1184,71928,14365,0,1919,0,0,12988,0,0,0,53760,20377,0,0,0,14620,0,0,6900,0,0,0,3528,7650,0,24656,0,3255,0,0,0,2116,0,0,5928,4485,0,0,0,4488,-4.66677478936046,14.274194092230772,0.8588354571725176,15,5
0,0,3531,360,87278,18304,0,0,0,0,13671,0,0,0,24750,16616,0,0,0,8190,0,0,1184,0,0,0,1836,660,0,35000,0,3304,0,0,0,2064,0,0,7056,2015,0,0,0,11210,-5.002499999167156,15.205366525339016,0.8452695337964542,16,5
0,0,702,2328,177246,12444,0,1824,0,0,594,0,0,0,35340,12096,0,0,0,2160,0,0,3888,0,0,0,168,4224,0,24095,0,720,0,0,0,864,0,0,12,630,0,0,0,9487,-6.426297660471896,15.7847376977262,0.8554445959587156,17,5
0,0,1717,1092,226980,10530,0,2162,0,0,12152,0,0,0,6160,396,0,0,0,5964,0,0,0,0,0,0,5460,3268,0,17577,0,848,0,0,0,1560,0,0,3051,378,0,0,0,8413,-7.767081040767948,16.254588275780065,0.8508423610953741,18,5
0,102460,4440,6578,6800,0,3270,0,0,0,0,0,0,0,0,0,0,0,34170,0,25032,0,8788,29973,0,0,0,0,9450,0,4680,0,0,0,19789,11966,0,0,2772,0,0,0,0,0,8.746015733991895,11.311190582645807,0.9230505618073745,14,28
0,151620,2,6030,8900,0,2782,0,0,0,0,0,0,0,0,0,0,0,25032,0,31302,0,8216,25484,0,0,0,15580,12862,0,4428,0,0,0,17941,10443,0,0,3145,0,0,0,0,0,8.163253202727532,12.624596639096737,0.916605133364488,15,28
0,220671,4070,5544,8213,0,3498,0,0,0,0,0,0,0,0,0,0,0,23496,0,29488,0,7252,20580,0,0,12127,11220,11368,0,3876,0,0,0,14981,9184,0,0,5200,0,0,0,146392,0,7.682542704889613,14.041179226554107,0.9140094262017442,16,28
0,253374,3360,4641,16274,215718,3120,0,0,0,0,0,0,0,0,0,0,0,17666,0,0,0,6210,15984,0,0,5049,10148,20910,0,4602,0,0,0,10808,7497,0,0,2808,0,0,0,78864,0,7.123639175907982,15.470127480487264,0.9116744881573879,17,28
0,0,2727,4294,0,209840,2575,0,0,0,0,0,0,0,0,0,0,0,15249,0,0,0,5334,10692,0,0,8321,8109,19564,0,4140,0,0,0,8950,6624,0,0,3840,0,0,0,55624,0,6.530432448012789,16.787623662165572,0.9205281348191932,18,28
0,113589,4140,5248,10400,109928,4332,0,0,0,0,0,0,0,0,0,0,0,29568,0,50544,0,7750,22610,0,0,11970,13124,18768,0,4320,0,0,0,6624,9405,0,0,3668,0,0,0,192920,127185,5.388174030932262,12.870608626891766,0.9137466790637063,13,28
0,81011,4563,5320,15400,96835,4403,0,0,0,0,0,0,0,0,0,0,0,38804,0,71410,0,7742,25075,0,0,11200,14352,35100,0,4590,0,0,0,7776,9646,0,0,6556,0,0,0,232932,199626,5.13700637375198,11.925237255991467,0.9089767061029761,12,28
0,70196,3939,6681,16428,58896,1920,0,0,0,0,0,0,0,0,0,0,0,48896,0,83514,0,8964,29205,0,0,15540,15022,41856,0,0,13272,0,0,27776,16198,0,0,8370,0,0,0,0,93568,3.0515991132624833,11.58302036942493,0.9054417898500446,11,28
0,42959,3268,4860,13747,37044,5805,7752,0,0,0,0,0,0,0,0,0,0,60604,0,49969,0,8750,27200,0,0,17472,14338,36516,0,0,9971,179744,0,31110,15120,0,0,9128,0,0,0,0,82899,1.9541621220287482,10.78744612889568,0.910625873674519,10,28
0,42210,3015,5382,25425,33372,4067,9333,0,0,0,0,0,0,0,0,0,0,75978,0,69108,0,9990,49623,0,0,19680,16117,0,0,0,6832,95637,64219,29120,12931,0,0,9169,0,0,0,0,62748,1.5705439600323334,9.866805009142885,0.8953038160811957,9,28
0,28405,2236,6027,13481,28032,2664,8855,0,0,0,0,0,0,0,0,0,0,84200,0,53200,0,11880,22230,0,106380,22355,18696,0,0,0,10285,97614,48720,28244,11832,0,0,10556,0,0,0,0,0,1.4368598236589323,8.861447881678455,0.9175479586089068,8,28
0,2912,1221,7248,11718,22000,1089,9840,0,0,0,0,0,0,0,0,18081,0,87980,0,47500,0,14630,0,0,114492,25944,22618,0,0,0,13464,75972,71064,45962,17820,0,0,13056,0,0,0,0,0,1.1763015322786892,7.857617138155986,0.9137464576812135,7,28
0,23970,2021,8635,13041,24366,6912,12024,0,0,0,0,0,0,0,0,45140,0,21384,0,15264,0,16725,0,0,136396,33170,24708,0,0,0,16132,54470,32398,55198,17064,0,0,9476,0,0,0,0,0,1.1070282193696528,6.9037665597619124,0.8966478942890035,6,28
18544,18640,6407,6888,7720,21489,6636,9450,0,0,0,0,0,0,0,0,63518,0,0,0,0,0,16281,0,0,145775,39786,27405,0,0,0,19740,39894,34662,0,18834,0,0,16478,0,0,0,0,0,0.8826042514728005,5.866919426392712,0.9144316187342838,5,28
15801,14960,2948,5280,9447,17700,6721,10203,0,0,0,0,0,0,0,0,86724,0,0,0,0,38270,22704,0,34686,6734,28250,36720,0,0,0,15853,33762,38272,0,28912,0,0,2415,0,0,0,0,0,0.6068349604336696,4.932281488000767,0.9145088013922305,4,28
15336,8610,8648,10175,10835,16946,7120,11220,0,0,0,0,0,0,0,0,91000,0,0,0,0,45220,27742,0,33368,0,60207,46200,0,0,0,29848,24795,19980,0,26082,0,0,19906,0,0,279240,0,0,0.510001329921737,3.954931986293284,0.9177236773674622,3,28
15244,11446,11210,11194,10431,9870,11025,13248,0,0,0,0,0,0,0,0,89052,0,0,0,0,43400,32966,0,41151,0,79515,60444,0,0,0,29274,24596,20054,0,26163,0,0,19906,0,0,280779,0,0,0.6122231573543875,2.9225000698358112,0.9021472123754393,2,28
6993,9282,11220,12600,7740,0,6300,12834,0,0,0,0,0,0,0,0,66495,0,0,0,0,28028,4095,0,15840,0,129360,74734,0,0,0,17765,24882,19710,0,26082,0,0,15333,0,0,282360,0,0,0.7107667536206121,1.7935600757818484,0.9152683699187492,1,28
11340,7968,18040,17550,11025,0,4176,15768,0,0,0,0,0,0,0,0,35552,33792,0,0,0,28886,0,0,24024,0,35280,85839,0,0,0,32928,21789,24087,0,13207,0,0,14544,0,0,252108,0,0,0.6159307636588905,0.7657752718987277,0.9027307682533774,0,28
0,35086,3024,4293,6240,0,4059,0,0,0,0,0,0,0,0,0,0,0,0,0,16817,0,13440,73304,0,0,0,0,11440,0,6380,0,0,0,41975,18942,0,0,7958,0,0,0,0,0,7.632908052024208,7.702698207531345,0.9228331836678787,10,10
0,21840,624,1920,9891,0,2904,0,0,0,0,0,0,0,0,0,0,0,0,0,21924,0,7995,39904,0,0,0,0,15960,0,6390,0,0,0,23166,10710,0,0,7392,0,0,0,0,0,7.482996471724235,8.084240296279944,0.9071956900500657,11,10
0,35292,7239,6336,9558,0,5198,0,0,0,0,0,0,0,0,0,0,0,72360,0,27900,0,9612,36994,0,0,0,20532,15678,0,1624,0,0,88620,24728,12120,0,0,3840,0,0,0,0,0,6.68696764446122,9.974233320969915,0.9079143844667783,12,10
0,63597,1250,5670,10260,0,3105,0,0,0,0,0,0,0,0,0,0,0,41820,0,34560,0,8250,26936,0,0,17974,14421,16434,0,6916,0,0,88725,18675,10488,0,0,6864,0,0,0,260304,156875,6.219334372683278,11.43169722688144,0.9117635462806675,13,10
0,123114,2752,5371,15124,184252,3842,0,0,0,0,0,0,0,0,0,0,0,36138,0,52245,0,7314,22437,0,0,13199,15477,23478,0,6110,0,0,0,16310,5928,0,0,1560,0,0,0,213890,182988,6.025381110845558,12.66572667767224,0.908098573848747,14,10
0,137616,3842,4960,11872,143115,3136,0,0,0,0,0,0,0,0,0,0,0,22599,0,65462,0,6705,18620,0,0,9394,11040,19241,0,4480,0,0,0,13632,8313,0,0,1876,0,0,0,126420,159588,5.766633227587391,13.888232156591016,0.9218422931849091,15,10
0,33990,5922,7392,12530,0,5796,0,0,0,0,0,0,0,0,0,0,0,76152,0,33633,0,9261,57240,0,0,10339,21384,28112,0,9450,0,1062,157850,33966,8918,0,0,9570,0,0,0,0,0,5.213459613177385,8.53192933310225,0.8984836469471702,9,10
0,24485,1708,8586,9520,0,3483,0,0,0,0,0,0,0,0,0,76616,0,69142,0,21672,63012,14688,86172,0,0,0,29100,17404,0,9702,0,50184,94563,37471,15438,0,0,12078,0,0,0,0,0,5.396723133401142,7.157352373346143,0.9000486974999262,8,10
0,22968,2847,8352,7200,0,5838,0,0,0,0,0,0,0,0,0,73005,0,31020,0,22533,88550,17390,82984,0,0,0,39446,0,0,9177,0,45184,71300,63778,22493,0,0,12338,0,0,0,0,0,4.950638150457543,6.243069261202336,0.9189786751831548,7,10
0,16146,864,5678,10614,0,5440,14175,0,0,0,0,0,0,0,0,80002,0,23506,0,23688,88740,10440,49830,0,0,18400,18349,0,0,9800,0,39088,43662,42098,14148,0,0,8037,0,0,0,0,0,3.0853555229570873,6.275569167139116,0.9074781869230719,6,10
0,0,1472,4290,23035,94308,2650,0,0,0,0,0,0,0,0,0,0,0,20210,0,30866,0,5940,17596,0,0,7590,6320,41625,0,0,5206,0,0,1950,4320,0,0,2750,0,0,0,52065,34503,3.075640746779129,15.711925278962838,0.9087760276208883,16,10
0,0,600,5886,14942,174432,3638,0,0,0,0,0,0,0,0,0,0,0,21060,0,0,0,6943,18894,0,0,9048,8056,36594,0,0,7155,0,0,1890,9100,0,0,4250,0,0,0,81755,97290,4.47489132476062,16.401430363197335,0.8931309833001251,17,10
11270,14308,8556,9240,0,11584,0,7546,0,0,0,0,0,0,0,0,0,66015,0,56908,0,0,0,0,80931,51120,36520,36406,0,0,0,9699,0,0,11648,8684,0,0,3526,0,0,0,202486,60480,-3.7357032406206114,4.684027062075026,0.9056510158689938,5,10
15403,13338,15825,8366,0,12225,4836,3968,0,0,0,0,48504,0,0,0,0,45612,0,0,0,0,0,0,64296,36915,114823,0,0,0,0,14074,34848,14805,0,0,0,0,10354,9072,0,0,0,0,-4.355670044824161,2.444658326354555,0.8973483711014718,4,10
10846,6123,16080,0,0,5688,22176,7788,0,0,0,0,78144,0,0,0,0,26077,0,0,0,26136,0,0,41992,0,122696,0,0,0,0,23183,9300,16725,0,0,0,0,26869,16434,0,0,0,0,-3.905826281554435,0.8493221175715481,0.9107718280025876,3,10
7750,4452,0,25207,7208,0,3675,23016,0,0,0,0,0,0,0,0,26390,0,0,0,1580,18144,46762,0,15336,0,0,0,0,0,56724,0,5985,0,0,0,0,0,0,0,200646,17982,0,0,2.641980606840213,-1.3383993909994272,0.9144409254397255,2,10
8476,6724,0,20320,6162,0,8878,19422,0,0,0,0,0,0,0,0,21600,0,0,0,0,17816,8274,0,17325,0,0,55930,0,0,18907,0,10528,16188,0,0,0,0,0,0,0,62060,0,0,1.9385201653432507,-0.4828120380254978,0.9114464891138978,1,10
50160,0,7350,7450,0,9250,0,5712,0,0,105754,0,0,0,0,25056,0,0,0,51090,0,0,0,0,0,22407,27027,13250,0,26754,0,14768,0,15708,0,0,0,0,18020,10384,0,0,0,0,-7.100541760285047,7.854401363444815,0.9876249797579095,10,29
43276,0,7990,8154,0,11529,0,6533,0,0,98857,0,0,0,0,55,0,0,0,59472,0,0,0,0,0,24354,29151,16640,0,1632,0,15336,0,15663,0,0,0,0,24728,10080,0,0,0,0,-6.666492045468343,7.439965167735719,0.9900274070198254,9,29
34238,0,7560,9638,0,9537,0,6912,0,0,0,0,0,0,0,0,0,0,0,73617,0,0,0,0,0,18404,47265,23630,0,0,0,16425,0,17020,0,0,0,0,26680,10044,0,0,0,0,-5.946031296776127,6.741624356769435,0.990986750932958,8,29
31824,0,6336,10624,0,15876,0,7752,0,0,0,0,0,0,0,0,0,0,0,97470,0,0,0,0,0,46782,54576,38068,0,0,0,19521,0,27258,0,0,0,0,17381,12663,0,0,0,0,-5.129855383871288,6.103792520045232,0.9895244472910463,7,29
27063,13578,10944,11352,0,12610,0,8745,0,0,0,0,0,0,0,0,0,100275,0,0,0,0,0,0,0,41923,60496,42051,0,0,0,21168,16350,17228,0,0,0,0,28896,15750,0,0,0,0,-4.372733307299522,5.379622027258395,0.987676496239061,6,29
22270,15403,11144,12530,0,10335,0,9405,0,0,0,0,0,0,0,0,0,79404,0,0,0,0,0,0,118084,44296,69440,49621,0,0,0,23316,38048,12190,0,0,0,0,26860,15470,0,0,0,0,-3.787939490672671,4.611905500205569,0.9909893193050294,5,29
14850,19158,15111,13536,3456,17052,10500,10553,0,0,0,0,0,0,0,0,0,84132,0,0,0,0,0,0,87341,70176,92120,60368,0,0,0,30846,41003,21631,0,0,0,0,40796,20445,0,0,0,0,-3.1239615000382095,3.8989780996514636,0.9911166092743287,4,29
14168,13419,14420,14800,10472,16318,12354,11532,0,0,0,0,0,0,0,0,0,68414,0,0,0,55,0,0,63176,34496,95725,72311,0,0,0,35821,30281,13338,0,0,0,0,30082,24786,0,0,0,0,-2.452595878573373,3.0938929039931615,0.988694277205667,3,29
15696,11712,13888,17430,16796,11110,18012,11256,0,0,0,0,0,0,0,0,0,44286,0,0,0,34335,0,0,53430,0,128336,93969,0,0,0,35700,24748,14446,0,0,0,0,35900,2277,0,0,0,0,-1.8611406039470246,2.2746771764234515,0.990396789792058,2,29
15111,12648,13396,18744,18779,18988,23976,9727,0,0,0,0,0,0,0,0,0,51975,0,0,0,46720,0,0,41064,0,163086,114075,0,0,0,45279,19734,26103,0,0,0,0,72192,0,0,205065,0,0,-1.171753891182071,1.602146221382288,0.9890221307917102,1,29
13192,12194,22264,15792,15092,7605,18870,14440,0,0,0,0,0,0,0,0,0,48280,0,0,0,25520,0,0,33048,0,0,0,0,0,0,57546,18723,20504,0,0,0,0,65184,0,0,159822,0,0,-0.5307124607971829,0.836064812892694,0.9917362962618768,0,29
66708,0,8855,7722,31084,14948,0,6118,0,0,79492,0,0,0,0,49770,0,0,0,47450,0,0,0,0,0,46800,28634,21240,0,36180,0,14235,0,20160,0,0,0,0,16592,11189,0,0,0,0,-5.750179820920148,9.390118374699638,0.9926674253933925,11,29
84490,0,7546,6615,37503,10530,0,5676,0,0,53868,0,0,0,0,27528,0,0,0,34335,0,0,0,0,0,28520,23184,17415,0,34668,0,10736,0,0,0,0,0,0,9317,6532,0,0,0,2310,-6.222505888330769,10.334312383601615,0.988882747230889,12,29
97660,0,2408,6468,55536,10971,0,5544,0,0,44160,0,0,0,0,23904,0,0,0,29106,0,0,0,0,0,31416,19890,15477,0,29484,0,10325,0,0,0,0,0,0,16060,8262,0,0,0,21054,-6.623246886277755,11.224753855296413,0.9908011311273981,13,29
0,0,6380,5796,38952,14145,0,5082,0,0,39330,0,0,0,0,25192,0,0,0,25116,0,0,0,0,0,29580,18532,14308,0,29856,0,9617,0,0,0,0,0,0,19646,8378,0,0,0,18530,-7.18111522950673,12.024220371698135,0.9848954412224771,14,29
0,0,6580,5445,113770,8949,0,3081,0,0,31472,0,0,0,213782,18460,0,0,0,21576,0,0,0,0,0,25560,17384,13176,0,20254,0,7238,0,0,0,0,0,0,13872,6256,0,0,0,9176,-7.5161676597552045,13.023356594246591,0.9909527373661717,15,29
0,0,5940,4914,201750,15111,0,3306,0,0,25186,0,0,0,148720,11020,0,0,0,17360,0,0,0,0,0,17136,13286,11136,0,33110,0,7800,0,0,0,0,0,0,16119,4992,0,0,0,10500,-7.802863645284738,13.996912798881343,0.9894852273109223,16,29
0,0,5166,3816,0,15762,0,2678,0,0,18758,0,0,0,96819,22705,0,0,0,14839,0,0,0,0,0,0,9900,2948,0,35148,0,3996,0,0,0,0,0,0,12480,4323,0,0,0,7272,-7.808078869072027,15.105886031008431,0.9891861650686451,17,29
4392,3920,0,0,0,0,18760,47526,43365,0,0,189952,12180,19728,0,0,0,10980,0,0,0,8232,0,0,7990,0,0,0,0,0,87690,0,4961,0,0,0,0,0,0,0,0,15164,0,0,1.7557467439943495,-9.75200759610452,1.0009407427826917,9,43
4125,4080,0,0,0,0,20860,60372,37539,0,0,223925,13376,27528,0,0,1580,12285,0,0,0,6042,0,0,7140,0,0,0,0,0,66719,0,3844,0,0,0,0,0,0,0,263040,10439,0,0,2.363700556411331,-8.681054052819931,0.9978873238211925,8,43
4218,5226,0,0,5282,0,18864,75670,47244,0,0,0,18592,34000,0,0,15120,8772,0,0,0,11078,0,0,9100,0,0,0,0,0,46398,0,4958,0,0,0,0,0,0,0,231660,18673,0,0,2.8806050441399123,-7.429120166511048,0.9918541053504697,7,43
4160,5560,0,476,3240,0,15939,63510,46238,0,0,0,19837,46080,0,0,18900,0,0,0,0,12852,0,0,9412,0,0,0,0,0,42488,0,5530,0,0,0,0,0,0,0,48985,23452,0,0,3.1686662409864113,-6.221061675139168,0.9910245277766165,6,43
3861,6660,0,83096,6578,0,12650,61908,51101,0,0,0,26100,69732,0,0,17301,0,0,0,10664,15594,0,0,9212,0,0,0,0,0,29666,0,7650,0,0,0,0,0,0,0,0,30926,0,0,3.722378027067734,-4.684782107834771,0.9867294339615,5,43
8164,9072,0,39312,2350,0,18527,41412,20086,0,0,0,0,103968,0,0,25080,0,0,0,13800,26481,112644,0,7482,0,0,0,0,0,26355,0,13132,0,0,106922,0,0,0,0,0,0,0,0,4.53220864493931,-2.092244443652522,0.9643187071962416,4,43
9018,756,0,29280,4830,0,10547,31400,0,0,0,0,0,0,0,0,27636,0,0,0,8228,20636,97470,0,15096,0,0,0,0,0,21402,0,11648,14630,0,40425,0,0,0,0,0,35478,0,0,3.742015666193751,-1.2920052888301612,0.9930182330429602,3,43
10266,14952,0,23772,8910,0,19306,27936,0,0,0,0,0,0,0,0,32571,0,0,0,17630,39150,83945,0,18316,0,0,62601,0,0,35346,0,18445,9735,0,1256,0,0,0,0,0,108584,0,0,2.962035324615183,-0.4137217523797254,0.9763020003086922,2,43
57132,0,8960,3040,24503,23968,0,2856,0,0,82004,0,0,0,0,61560,0,0,0,39520,0,0,0,0,0,51264,24252,18788,0,55,0,12078,0,45705,0,0,0,0,23100,11008,0,0,0,0,-4.3964543228780215,8.999195339873616,0.976736989552478,10,43
65700,0,6396,2795,57270,15478,0,5440,0,0,56068,0,0,0,0,35152,0,0,0,38976,0,0,0,0,0,14868,19200,16046,0,24728,0,6302,0,320,0,0,0,0,18900,8586,0,0,0,0,-4.893387787997067,9.91399451718961,0.9941591772212632,11,43
90624,0,1944,5334,67938,11880,0,2975,0,0,38784,0,0,0,0,27720,0,0,0,30624,0,0,0,0,0,38586,11325,15975,0,27602,0,6360,0,0,0,0,0,0,12483,7693,0,0,0,23048,-5.158687574286137,10.855653115943936,0.9850854892665666,12,43
100048,0,5720,4902,79101,23436,0,5125,0,0,40115,0,0,0,262816,47360,0,0,0,25452,0,0,0,0,0,52326,17100,11470,0,60378,0,5916,0,0,0,0,0,0,8255,6750,0,0,0,29500,-5.717307372983093,11.681246992708967,0.9679005490435202,13,43
0,0,1152,4092,51250,23520,0,5054,0,0,18760,0,0,0,0,60143,0,0,0,20325,0,0,8262,0,0,0,10653,8832,9,106400,0,9322,0,0,28072,14196,0,0,14364,11928,0,0,0,29952,-2.139355660906631,13.852393564464933,0.9942723029114404,14,43
0,0,1540,3927,50085,20202,0,3472,0,0,32549,0,0,0,130018,39785,0,0,0,25194,0,0,8512,0,0,0,12025,10736,0,78729,0,5890,0,0,0,8745,0,0,2484,4340,0,0,0,22344,-4.017020374108981,14.459876921239307,0.9802981513093982,15,43
0,0,1482,4600,168965,16864,0,5031,0,0,21930,0,0,0,28408,27412,0,0,0,16560,0,0,9639,0,0,0,7260,10020,0,46375,0,4096,0,0,0,9016,0,0,870,1239,0,0,0,17009,-5.562980758503301,15.009924411041084,0.9730066303952754,16,43
0,0,741,3597,225400,14981,0,3774,0,0,8178,0,0,0,47276,23925,0,0,0,6254,0,0,7830,0,0,0,4896,6909,0,38010,0,2120,0,0,0,8208,0,0,1900,4500,0,0,0,12155,-6.257027911252521,15.834309926831082,0.9773312296265431,17,43
2772,10615,11537,18300,9955,0,7620,9702,0,0,0,0,0,0,0,0,27060,0,0,0,0,35640,61612,0,28078,0,0,83174,0,0,41888,0,11623,14904,0,0,0,0,0,0,0,50964,0,0,1.7448809657631392,0.9414549280244212,0.9845681770610637,1,43
0,0,3509,2548,341784,21805,0,2834,0,0,7840,0,0,0,42942,24030,0,0,0,5632,0,0,5244,0,0,0,3510,4056,0,41285,0,38200,18648,8346,0,0,0,0,41013,24153,0,0,0,0,-6.881676225249257,16.662462581182844,0.9898615693196079,18,43
11269,7958,20670,18600,0,10584,17821,13260,0,0,0,0,93240,0,0,0,0,35970,0,0,0,19906,0,0,27753,0,231495,0,0,0,0,70512,10008,12096,0,0,0,0,72072,0,0,112833,0,0,-1.5332722780327694,-0.06116234599262249,0.9855884058352276,1,42
14299,11592,25908,30125,14325,546,19824,21715,0,0,0,0,38976,0,0,0,0,56109,0,0,0,24722,0,0,41400,0,168868,9096,0,0,0,85360,20900,16275,0,0,0,0,52393,0,0,165022,0,0,-0.9947344512418641,0.07780044155672883,0.9617027981104709,0,42
10450,11078,14616,16348,8326,0,13065,15730,0,0,0,0,0,0,0,0,52650,0,0,0,0,26728,57546,0,21372,0,0,79900,0,0,25344,0,16629,21995,0,0,0,0,0,0,0,149855,0,0,1.731688602628778,1.1482945417920387,0.9867546574580217,2,42
12322,13601,13237,17700,12060,0,6554,19200,0,0,0,0,0,0,0,0,47916,0,0,0,16750,41382,51471,0,27930,0,0,101304,0,0,22386,0,22446,12168,0,38924,0,0,1254,0,0,17072,0,0,2.3488554523398264,1.9056920247415263,0.9801327483436637,3,42
12660,14170,10064,4802,6440,0,10010,17593,0,0,0,0,0,0,0,0,47740,0,0,0,22962,48521,32178,0,23976,0,0,78300,0,0,18170,0,20232,26244,0,49080,0,0,20519,0,0,0,0,0,2.903219070093126,2.774259234054554,0.9994839986284205,4,42
22185,19671,9805,10044,16128,22410,12580,8213,0,0,0,0,0,0,0,0,108800,0,0,0,0,4845,15092,0,54051,105798,48380,38627,0,0,0,24099,32585,29391,0,34691,0,0,19800,0,0,0,0,0,0.32508180394709996,5.020354886537412,0.991892404237916,5,42
22632,23765,13172,8366,18328,26288,14430,7240,0,0,0,0,0,0,0,0,61992,0,0,0,0,0,15738,0,31533,151200,51750,29970,0,0,0,27454,53568,36652,0,28600,0,0,6254,0,0,0,0,0,-0.4057290102291091,6.021478128354744,0.9799783615470119,6,42
23937,11460,7182,4624,22344,17324,2288,6216,0,0,0,0,0,0,0,0,0,94581,0,0,0,0,18881,0,0,97962,28056,23226,0,0,0,13865,51972,31724,0,12615,0,0,6110,9494,0,0,0,0,-1.2544419732424785,6.946247450390672,0.9912614740883328,7,42
27141,2940,4980,7693,28500,15801,0,6123,0,0,79023,0,0,0,0,0,0,67725,0,78568,0,0,0,0,0,65494,33075,24119,0,0,0,14807,88076,28130,0,0,0,0,15006,10830,0,0,0,0,-2.690771887532012,7.548866739891014,0.9910874978235711,8,42
34496,0,4380,5920,18270,11556,0,6278,0,0,62799,0,0,0,0,0,0,79756,0,38368,0,0,0,0,0,46585,19955,17940,0,0,0,8774,0,22704,0,0,0,0,16128,7869,0,0,0,0,-4.250671076735472,7.934721244655847,0.9921217407683116,9,42
