Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,x_position,y_position,z_position,unit_distance_from_origin,unit_id
0,0,5096,0,0,23655,0,0,5600,5.909775,14.849765,0.815974,15,90
0,0,0,0,0,36410,0,0,5934,6.71298,13.376305,0.823459,14,90
0,0,0,0,0,51484,0,0,3174,7.168768,12.003774,0.801517,13,90
0,0,0,0,0,65142,0,0,8265,6.948485,10.973225,0.826521,12,90
0,0,4902,0,0,61155,0,0,7049,4.494966,11.096595,0.814795,11,90
10105,0,6700,0,0,52750,0,0,4488,3.411386,10.425321,0.820383,10,90
15142,0,7191,0,0,0,0,0,3075,2.632333,9.600984,0.82468,9,90
19662,0,7000,0,0,0,0,0,6439,1.906224,8.794992,0.824075,8,90
16511,0,6364,0,0,0,0,0,6912,2.360859,7.631937,0.804528,7,90
10441,0,0,0,0,0,0,0,6960,2.352353,6.590297,0.82813,6,90
15170,0,0,0,0,0,0,43818,8200,2.345902,5.488614,0.819903,5,90
11328,0,0,0,0,0,0,52632,9918,2.506916,4.30196,0.817636,4,90
0,0,0,0,0,0,0,58293,11655,2.679735,2.94945,0.824262,3,90
9352,11720,0,0,0,0,0,36624,8640,1.277137,2.707319,0.819034,2,90
0,0,3103,0,0,18881,0,0,3888,3.713802,16.037422,0.82472,16,84
0,0,0,0,0,23760,0,0,5175,4.402382,15.37393,0.809287,15,84
0,0,4945,0,0,28294,0,0,5203,4.951264,14.148953,0.810086,14,84
0,0,0,0,0,24780,0,0,5300,6.317164,12.472457,0.822358,13,84
0,0,0,0,0,81687,0,0,0,8.495936,9.788705,0.817551,12,84
1545,0,0,722,0,51800,0,0,0,7.895634,8.947468,0.826063,11,84
4947,0,0,0,0,41280,0,0,8476,7.274211,8.234756,0.821438,10,84
10990,0,0,9089,0,0,0,0,0,7.929417,6.079783,0.811276,9,84
6721,0,0,6396,0,0,0,0,0,8.011993,4.072685,0.817325,8,84
0,0,0,11050,0,0,0,0,19364,7.166525,3.505349,0.813872,7,84
3718,0,0,5664,0,0,0,0,0,6.335264,2.907618,0.827575,6,84
0,0,0,0,0,0,0,0,16960,5.519752,2.318714,0.814372,5,84
4653,0,0,0,0,0,0,15876,12644,4.697403,1.611724,0.822717,4,84
5412,0,0,2646,0,0,0,42135,16880,3.714947,1.452595,0.827324,3,84
11648,20240,22260,0,0,0,0,9503,7138,-4.490938,0.887697,0.831017,4,106
16280,30240,35306,0,0,0,0,13950,7904,-3.888492,0.91474,0.801775,3,106
8510,12650,14448,0,0,0,0,19520,8600,-2.840652,0.925351,0.83272,2,106
14432,31000,9720,0,0,0,0,24380,0,-1.823629,0.803682,0.821519,1,106
0,0,0,0,0,44640,0,0,4851,6.836969,12.517754,0.816458,14,86
0,0,0,0,0,62656,0,0,8710,6.222862,12.528479,0.813672,13,86
0,0,5124,0,0,31600,0,0,4879,2.27916,12.754614,0.82003,12,86
0,0,2480,0,0,48490,0,0,5418,2.976836,11.593633,0.824983,11,86
13632,0,1862,0,0,80152,0,0,6116,4.233095,10.134554,0.817586,10,86
13802,0,0,0,0,74958,0,0,6278,4.219113,9.058015,0.820763,9,86
0,0,0,0,0,55476,0,0,0,8.479509,12.391595,0.81484,15,86
0,0,0,0,0,36424,0,0,0,8.361896,13.676365,0.814703,16,86
0,0,0,0,0,32155,0,0,0,8.058205,14.979521,0.820813,17,86
0,0,1275,0,0,22274,0,0,0,8.201625,16.05323,0.821839,18,86
30100,68442,9288,0,0,0,18240,8910,1188,-5.787091,6.884117,0.825686,8,86
26688,62322,10846,0,0,0,19092,10370,5502,-5.639608,5.659203,0.81408,7,86
23130,46746,13200,0,0,0,4296,0,5240,-5.469061,4.339709,0.81842,6,86
17394,27434,7770,0,0,0,0,7936,3612,-4.943396,3.388202,0.820838,5,86
13545,33696,23175,0,0,0,0,6254,4214,-4.113154,2.819972,0.819556,4,86
0,0,18642,0,0,0,0,0,4921,-3.375732,2.041342,0.817728,3,86
7200,0,14760,0,0,0,0,11304,5704,-2.611436,1.380633,0.825522,2,86
8722,17225,2200,0,0,0,0,9088,5445,-1.538258,1.277342,0.827663,1,86
18907,0,7872,0,0,0,0,0,6966,2.977051,9.417462,0.939443,9,157
29750,0,6837,0,0,2880,0,0,8680,3.133856,9.498473,0.915378,10,157
18216,0,6885,0,0,154760,0,0,9394,4.059592,10.232,0.910409,11,157
0,0,1520,0,0,70413,0,0,6975,4.839299,11.0198,0.93141,12,157
0,0,3924,0,0,52440,0,0,6795,5.214582,11.930739,0.929601,13,157
0,0,5934,0,0,51342,0,0,6858,5.606771,12.829085,0.925952,14,157
0,0,3876,0,0,33708,0,0,6650,4.320925,14.397798,0.928556,15,157
28017,0,7728,0,0,0,0,20559,6000,-0.171068,8.995271,0.911881,8,157
14965,0,0,0,0,0,0,0,8556,4.735109,6.446067,0.915408,7,157
7920,0,0,0,0,0,0,0,13869,5.062782,4.741829,0.924565,6,157
0,0,0,0,0,0,0,0,16827,4.64444,3.760441,0.92144,5,157
7612,0,0,0,0,0,0,53600,12996,4.16894,2.683962,0.922686,4,157
0,0,1891,0,0,8547,169911,0,3996,-2.610676,15.817137,0.929338,16,157
19401,34132,20800,0,0,0,0,7830,11284,-3.46588,1.993392,0.930246,3,157
8901,44286,12614,0,0,0,0,31724,6649,-0.629824,2.909595,0.925771,2,157
10502,35534,0,0,0,0,0,35952,8200,-0.27999,1.970112,0.914867,1,157
0,9169,0,0,65808,0,0,0,0,-5.930511,-6.402008,0.939443,8,170
11410,8816,0,0,99852,0,0,0,0,-5.299553,-5.983783,0.917383,7,170
8085,6154,0,0,62248,0,0,0,0,-4.378265,-5.433938,0.92634,6,170
3705,12276,0,0,132008,0,0,0,20172,-3.607527,-4.789562,0.909159,5,170
10647,11312,0,0,0,0,0,0,20664,-3.4198,-3.630428,0.926294,4,170
10556,11607,0,0,0,0,0,32224,20416,-3.24726,-2.258432,0.927147,3,170
2109,5194,0,130032,0,0,0,0,0,2.455101,-8.665494,0.919591,9,170
2176,4935,0,75504,0,0,0,0,0,2.82821,-9.649248,0.916449,10,170
9180,12960,0,0,0,0,0,3485,34102,0.739995,-2.894955,0.917677,2,170
7544,15057,0,0,0,0,0,61202,19425,0.815628,-1.79919,0.93203,1,170
5858,24064,0,0,0,0,0,54102,20664,0.830803,-0.547898,0.904757,0,170
5480,0,0,11016,0,0,0,0,0,8.774346,-0.427111,0.938464,8,189
3937,0,0,10464,0,0,0,0,0,8.534594,-2.878892,0.927381,9,189
3944,0,0,10340,0,0,0,0,0,8.705901,-4.982867,0.927995,10,189
1938,0,0,15488,0,0,0,0,59478,7.230788,-3.343127,0.9294,7,189
0,0,0,27280,0,0,0,0,60400,6.383126,-2.785568,0.923044,6,189
5217,0,0,7125,0,0,0,0,38744,5.617161,-1.965959,0.93053,5,189
5112,0,0,27936,0,0,0,0,23579,4.341758,-2.451391,0.930131,4,189
6468,15184,0,45568,0,0,0,0,33269,2.169046,-3.301256,0.919584,3,189
6256,18860,0,16980,0,0,0,45500,24735,1.764272,-2.401766,0.916071,2,189
8640,20400,0,0,0,0,0,61500,22339,1.301299,-1.4814,0.922271,1,189
8619,22680,0,0,0,0,0,53500,19926,0.742132,-0.652536,0.926365,0,189
5586,8480,0,151317,0,0,0,0,0,0.171952,-8.221322,0.939443,8,188
4773,8321,0,139194,0,0,0,0,0,0.487381,-7.977752,0.91832,7,188
5888,8507,0,29268,0,0,0,0,76560,4.000526,-5.741586,0.922945,6,188
5560,6840,0,0,39975,0,0,0,0,-2.074258,-8.765254,0.92895,9,188
5850,6380,0,237958,19795,0,0,0,0,-1.198204,-9.945068,0.921309,10,188
0,0,0,302148,23569,0,0,0,0,0.161991,-11.00103,0.92679,11,188
3640,8326,0,99586,0,0,0,0,47488,0.894693,-5.929465,0.932194,5,188
6360,14134,0,0,0,0,0,0,31185,-1.741809,-4.680013,0.919383,4,188
0,7452,0,0,0,0,0,20956,20331,-2.494638,-3.071007,0.926704,3,188
8632,0,0,0,0,0,0,38517,20825,-1.629548,-2.48926,0.920611,2,188
6513,13620,0,0,0,0,0,40020,20496,-0.518016,-1.914143,0.925781,1,188
0,0,5576,0,0,0,16473,6364,2862,-8.43153,14.040755,0.930795,16,0
13363,0,5617,0,0,0,21432,7938,2782,-8.24945,13.656484,0.925311,15,0
107548,0,5143,0,0,0,9333,6943,3016,-7.638784,12.896524,0.931884,14,0
116880,0,7350,0,0,0,45602,8964,3552,-6.78066,12.236942,0.924173,13,0
113684,0,5250,0,0,0,24075,10553,3626,-5.858854,11.577491,0.934593,12,0
73606,0,7784,0,0,0,32064,11594,4284,-5.038818,10.874058,0.920591,11,0
0,0,5719,0,0,0,25670,5986,3074,-8.372261,14.825454,0.933525,17,0
55875,0,5115,0,0,0,39624,9384,2002,-5.112147,9.698446,0.92037,10,0
47151,20664,11570,0,0,0,25284,0,4257,-5.936714,8.035283,0.911563,9,0
40832,62220,11700,0,0,0,19875,7850,3160,-5.774061,6.880975,0.93747,8,0
33800,86846,13715,0,0,0,28892,14140,2881,-5.607895,5.684364,0.924273,7,0
26680,71984,0,0,0,0,2120,13504,7693,-5.394445,4.437812,0.923123,6,0
23048,36064,12870,0,0,0,0,16200,7020,-4.363261,4.082638,0.936166,5,0
22659,67437,23816,0,0,0,0,19602,6200,-3.23418,3.80506,0.908636,4,0
15343,42598,18880,0,0,0,0,25482,9180,-1.992656,3.429266,0.919534,3,0
8575,0,0,0,0,0,0,39150,18091,2.503591,1.621905,0.916398,2,0
10494,39120,0,0,0,0,0,24409,10976,-0.251154,1.982367,0.918191,1,0
0,0,3910,0,0,25208,0,0,0,8.531857,17.234494,0.943915,19,93
0,0,3108,0,0,23664,0,0,0,8.351129,17.021778,0.921092,18,93
0,0,903,0,0,30282,0,0,0,8.020406,16.093411,0.933313,17,93
0,0,0,0,0,34668,0,0,0,7.872282,15.057072,0.914753,16,93
0,0,0,0,0,31350,0,0,0,7.431102,14.106082,0.925775,15,93
0,0,0,0,0,18490,0,0,8379,6.854877,13.324725,0.932159,14,93
0,0,0,0,0,54309,0,0,8195,6.275411,12.510498,0.901994,13,93
0,0,0,0,0,73521,0,0,3657,7.356517,10.69512,0.929697,12,93
0,0,0,0,0,101430,0,0,0,7.675686,9.180334,0.934676,11,93
11592,0,0,986,0,24310,0,0,0,8.045132,7.440327,0.930504,10,93
11180,0,0,9234,0,0,0,0,0,8.03306,5.935878,0.92952,9,93
6480,0,0,3040,0,0,0,0,1020,7.837192,4.363262,0.930054,8,93
6426,0,0,13752,0,0,0,0,21588,7.492645,2.639162,0.91983,7,93
9672,0,0,13735,0,0,0,0,31752,6.693526,2.027407,0.923923,6,93
5236,0,0,16128,0,0,0,6785,18492,5.8053,1.262958,0.932335,5,93
2496,0,0,19694,0,0,0,38805,26159,4.820991,1.259077,0.92207,4,93
3237,0,0,0,0,0,0,58824,15535,3.65206,1.548335,0.937733,3,93
9180,0,0,0,0,0,0,60918,14235,2.474799,1.690058,0.930814,2,93
9500,46224,0,0,0,0,0,42750,0,0.414141,1.952847,0.924002,1,93
0,5984,0,0,21312,0,0,0,0,-8.66468,-11.2554,0.930084,14,176
0,4585,0,0,21156,0,0,0,0,-8.350257,-11.220972,0.915814,13,176
0,8512,0,0,32488,0,0,0,0,-6.590628,-11.20384,0.923588,12,176
238,3034,0,0,17680,0,0,0,0,-5.041922,-10.884781,0.912548,11,176
5460,6390,0,0,26754,0,0,0,0,-4.415301,-10.050795,0.91236,10,176
7250,3915,0,0,29393,0,0,0,0,-4.022773,-9.119512,0.931743,9,176
0,0,0,0,50076,0,0,0,0,-2.397822,-8.673876,0.918238,8,176
3645,4619,0,148645,0,0,0,0,0,0.285761,-7.994315,0.936304,7,176
7701,8060,0,0,46509,0,0,0,0,-2.260789,-6.600976,0.937252,6,176
3738,9027,0,0,13120,0,0,0,7168,-2.539524,-5.435462,0.919683,5,176
1596,8256,0,0,0,0,0,0,29106,-1.266488,-4.821711,0.932779,4,176
2600,0,0,8358,0,0,0,0,0,8.726246,-4.15123,0.801319,9,185
0,0,0,15010,0,0,0,0,10502,8.237934,-3.608689,0.777106,8,185
2805,0,0,8832,0,0,0,0,40656,7.647829,-2.273639,0.792408,7,185
3658,0,0,8742,0,0,0,0,30388,6.956574,-0.57108,0.792278,6,185
4752,0,0,0,0,0,0,0,20970,5.87145,1.144848,0.793581,5,185
13468,0,0,0,0,0,0,21758,8550,0.636185,4.952585,0.776656,4,185
36992,0,3930,0,0,0,0,16512,936,-1.654235,9.889286,0.791347,10,185
29988,0,4160,0,0,0,3888,8360,2800,-1.446945,10.95075,0.795131,11,185
41654,0,0,0,0,0,76985,0,3706,-1.505667,11.914985,0.796167,12,185
0,0,1444,0,0,0,97734,0,4059,-1.114093,12.970071,0.774801,13,185
0,0,1408,0,0,0,56990,0,0,-3.062471,13.670113,0.789291,14,185
0,0,3190,0,0,0,52094,0,232,-3.329194,14.66563,0.796641,15,185
0,0,2782,0,0,0,36234,988,2300,-4.574365,15.34805,0.79667,16,185
0,0,1863,0,0,0,13362,6419,840,-6.553712,15.687981,0.794178,17,185
6396,0,0,0,0,0,0,0,0,8.857653,7.465661,0.793662,11,193
0,0,0,0,0,82992,0,0,9028,7.197074,9.611826,0.776353,12,193
0,0,0,0,0,66410,0,0,3535,7.181175,10.891494,0.785868,13,193
0,0,0,0,0,47368,0,0,0,7.317068,11.938826,0.79157,14,193
8850,0,0,0,0,51675,0,0,7748,6.250161,8.991529,0.797126,10,193
12250,0,0,0,0,38012,0,0,9702,5.98252,8.009669,0.778044,9,193
5434,0,0,0,0,0,0,0,9750,7.581436,4.750788,0.801042,8,193
0,0,0,0,0,0,0,0,12000,6.936192,3.947946,0.791186,7,193
7752,0,0,0,0,0,0,0,8052,5.351551,4.4807,0.788695,6,193
8415,0,0,0,0,0,0,0,13728,4.561005,3.840027,0.792368,5,193
7584,0,0,0,0,0,0,43623,8050,3.474698,3.589731,0.789148,4,193
0,0,0,0,0,0,0,59570,0,2.653662,2.978,0.795433,3,193
11753,10584,0,0,0,0,0,39000,0,1.356222,2.652299,0.787407,2,193
4454,16195,0,23064,0,0,0,21344,18574,2.903119,-1.798827,0.801319,3,103
3780,0,0,0,0,0,0,10530,17710,3.68394,-1.629795,0.797809,4,103
1288,0,0,6157,0,0,0,0,0,4.899902,-1.22179,0.795674,5,103
0,0,0,0,0,0,0,0,32595,5.961545,-0.881049,0.7913,6,103
0,0,0,0,0,0,0,0,33274,6.989649,-0.631393,0.781361,7,103
5896,16247,0,27030,0,0,0,38646,13983,2.771179,-1.099158,0.785285,2,103
3699,0,0,0,0,0,0,47002,12204,1.633931,-1.152648,0.788778,1,103
0,3564,0,0,63655,0,0,0,0,-5.858554,-5.467659,0.792375,8,103
0,3772,0,0,41652,0,0,0,0,-5.795116,-6.921372,0.800394,9,103
0,5187,0,0,30400,0,0,0,0,-5.553758,-8.372253,0.792758,10,103
0,5502,0,0,23712,0,0,0,0,-6.986303,-8.515398,0.794891,11,103
0,4235,0,0,21566,0,0,0,0,-6.783036,-9.900668,0.779644,12,103
1620,5705,0,0,82164,0,0,0,0,-4.630568,-4.769465,0.80211,6,171
8555,7987,0,0,105110,0,0,0,19968,-4.35453,-4.124222,0.783515,5,171
6536,4716,0,0,0,0,0,17290,14527,-3.948328,-2.991421,0.797147,4,171
8085,11480,39878,0,0,0,0,20930,13172,-3.760988,-1.308431,0.796658,3,171
9405,11607,27846,0,0,0,0,16940,8650,-2.984837,-0.224223,0.79122,2,171
8208,7406,0,0,53628,0,0,0,0,-5.259533,-4.698826,0.797518,7,171
0,7344,37665,0,0,0,0,0,0,-6.314357,-4.962105,0.796411,8,171
0,0,0,20501,0,0,0,0,39497,6.686429,-6.02616,0.787398,9,171
648,0,0,14016,0,0,0,0,40112,8.012996,-6.036093,0.792959,10,171
0,0,0,24644,0,0,0,0,0,7.807226,-7.768006,0.788927,11,171
1007,0,0,20292,0,0,0,0,0,7.536206,-9.367217,0.796226,12,171
828,0,0,12879,0,0,0,0,0,8.965444,-9.418785,0.798643,13,171
0,0,930,0,0,26299,0,0,5712,5.789867,14.264858,0.80211,15,91
0,0,4730,0,0,18135,0,0,4235,6.197809,13.645398,0.789368,14,91
0,0,0,0,0,62640,0,0,0,7.963011,11.505462,0.789913,13,91
0,0,0,0,0,72068,0,0,0,7.758775,10.425894,0.792738,12,91
0,0,0,0,0,34182,0,0,0,7.583318,9.297434,0.787938,11,91
10335,0,0,0,0,0,0,0,0,7.890892,7.659495,0.788238,10,91
4653,0,0,0,0,0,0,0,0,8.473007,5.2872,0.793228,9,91
4752,0,0,0,0,0,0,0,0,8.250759,3.545642,0.789763,8,91
6439,0,0,0,0,0,0,0,13195,7.267813,3.319431,0.791821,7,91
0,0,0,0,0,0,0,0,21400,6.274442,3.080847,0.784673,6,91
0,0,3848,0,0,19135,128232,0,2883,-0.86529,15.985203,0.778636,16,91
600,0,0,15540,0,0,0,0,14820,5.834834,1.372823,0.783084,5,91
7755,0,0,0,0,0,0,36504,7224,2.730174,4.099771,0.797924,4,91
9177,0,0,0,0,0,0,49416,7740,2.207046,3.29795,0.787193,3,91
3328,0,0,0,0,0,0,0,8234,1.646099,2.50258,0.796501,2,91
4712,25802,0,0,0,0,0,37524,0,1.429274,1.396048,0.788939,1,91
0,5772,7452,0,53704,0,0,0,0,-7.9389,-6.170391,0.80211,10,173
0,3942,10790,0,40248,0,0,0,0,-7.93805,-6.076155,0.784447,9,173
0,5472,54540,0,33184,0,0,0,0,-7.532689,-4.92252,0.787364,8,173
0,10244,32700,0,0,0,0,9486,6550,-7.857067,-1.397434,0.790753,7,173
988,14134,36624,0,0,0,0,10676,10187,-6.822275,-1.53619,0.784893,6,173
14160,0,52164,0,3857,0,0,10152,10773,-5.772433,-1.613703,0.782235,5,173
5776,1643,0,0,0,0,0,5486,11816,-3.675888,-3.389181,0.796049,4,173
0,2442,0,0,35070,0,0,0,0,-7.697834,-7.859739,0.789861,11,173
0,6670,0,0,40832,0,0,0,0,-3.806423,-6.800991,0.790591,7,181
928,6578,0,0,38991,0,0,0,0,-3.810554,-7.035835,0.778175,8,181
1833,5494,0,0,26664,0,0,0,0,-3.92396,-8.140358,0.793012,9,181
2280,5000,0,0,20482,0,0,0,0,-4.016675,-9.190175,0.79689,10,181
3895,5043,0,0,15813,0,0,0,0,-4.387155,-10.133266,0.794989,11,181
220,3232,0,0,10829,0,0,0,0,-5.075192,-10.8915,0.794534,12,181
0,1891,0,53430,0,0,0,0,41132,1.853571,-6.748127,0.798851,6,181
2442,2688,0,53098,0,0,0,0,43492,1.54982,-5.788064,0.79227,5,181
0,0,0,10880,0,0,0,0,26404,0.253798,-4.990637,0.789871,4,181
3828,9350,0,0,0,0,0,0,20418,-0.849759,-3.899465,0.788943,3,181
4588,8228,0,0,0,0,0,28512,10094,-1.959666,-2.223104,0.794957,2,181
23256,0,4960,0,0,0,0,0,3390,0.086799,11.724538,0.790591,11,149
31165,0,2774,0,0,0,0,0,4366,0.232048,10.941165,0.788645,10,149
18542,0,2397,0,0,0,0,0,2928,0.146963,9.988596,0.791497,9,149
27324,0,4719,0,0,0,0,19260,5208,-0.258009,8.978528,0.786379,8,149
18880,0,6795,0,0,0,0,21240,4884,-0.080529,7.938476,0.792885,7,149
13561,0,11109,0,0,0,0,22011,4200,0.280504,6.991302,0.79062,6,149
11590,0,370,0,0,0,0,32816,7904,1.679537,5.751838,0.780148,5,149
5624,0,0,0,0,0,0,38916,8316,3.953703,3.042107,0.79563,4,149
2720,0,0,12644,0,0,0,20453,9810,3.951098,0.559486,0.795015,3,149
4998,0,0,0,0,0,0,35424,5600,2.659243,1.257088,0.794859,2,149
5436,20746,0,0,0,0,0,44286,7800,1.713638,0.975784,0.796878,1,149
40870,0,5508,0,0,0,20368,6520,3894,-5.724854,9.25785,0.84611,10,5
42340,40227,8085,0,0,0,23940,9116,4182,-5.703102,8.207121,0.852658,9,5
35100,67483,9912,0,0,0,6666,9735,3354,-5.65443,6.999084,0.843924,8,5
28518,63560,10032,0,0,0,0,11466,5400,-5.609438,5.668584,0.844999,7,5
21402,46080,16849,0,0,0,0,10846,6533,-5.502756,4.304482,0.834347,6,5
0,60363,20188,0,0,0,0,13056,8208,-4.387243,4.0849,0.838725,5,5
16352,29410,12296,0,0,0,0,16568,6630,-3.425415,3.633736,0.840888,4,5
15884,40704,17760,0,0,0,0,18720,4914,-2.540599,3.062157,0.839141,3,5
9747,0,0,0,0,0,0,45756,9984,1.554562,2.561517,0.82561,2,5
0,3916,0,0,33390,0,0,0,0,-7.213074,-8.737813,0.857523,11,179
0,2190,0,0,22831,0,0,0,0,-7.352921,-8.179104,0.839455,10,179
0,8100,59400,0,89142,0,0,0,0,-8.454025,-5.299586,0.843536,9,179
0,8800,48672,0,96800,0,0,0,0,-7.906599,-4.294677,0.843482,8,179
0,11088,60489,0,71556,0,0,11286,0,-7.186196,-3.50648,0.830199,7,179
7257,9984,45675,0,67344,0,0,11124,17763,-6.311393,-2.955792,0.843559,6,179
8234,10348,52801,0,75864,0,0,16480,0,-5.461966,-2.4661,0.849405,5,179
15390,0,58240,0,0,0,0,22990,15633,-4.580445,-1.951132,0.838418,4,179
8178,0,0,0,0,0,0,25608,13987,-3.558438,-1.783744,0.855562,3,179
0,10070,0,0,0,0,0,24319,13715,-2.305482,-1.881722,0.851422,2,179
4104,11685,0,0,0,0,0,42312,10450,-0.817214,-1.796375,0.838897,1,179
6708,14012,0,0,0,0,0,46746,12876,0.152875,-0.951411,0.851294,0,179
0,27260,17181,0,0,0,0,6612,5840,-8.186286,2.193824,0.857523,8,105
0,40108,25380,0,0,0,18334,8996,8094,-7.650095,2.2974,0.81605,7,105
18634,19074,15120,0,0,0,0,12032,3168,-6.539395,2.351837,0.854021,6,105
29056,40434,21390,0,0,0,0,11151,6958,-5.493251,2.369201,0.840828,5,105
17600,25714,17625,0,0,0,0,13293,8370,-4.339013,2.361241,0.845908,4,105
0,21460,28314,0,0,0,0,15980,9853,-3.420649,2.062512,0.839447,3,105
0,21894,0,0,0,0,0,18056,10207,-2.628769,1.441935,0.843422,2,105
0,29280,0,0,0,0,0,18156,12395,-1.728842,0.963097,0.843338,1,105
14700,0,5952,0,0,0,0,0,6860,1.370063,8.944743,0.855555,9,105
20412,0,8260,0,0,0,0,0,5922,1.213242,9.926814,0.842862,10,105
7448,26093,0,0,0,0,0,24480,7437,-0.18058,0.946882,0.847817,0,105
6125,9520,0,0,0,0,0,0,24700,-2.463672,-4.974923,0.84611,5,152
4224,8856,0,0,1956,0,0,0,6720,-2.40266,-5.522815,0.851132,6,152
6576,6396,0,0,59432,0,0,0,0,-2.450186,-6.588674,0.840985,7,152
6732,2432,0,0,42588,0,0,0,0,-2.229122,-7.691353,0.852363,8,152
5750,3999,0,0,30952,0,0,0,0,-1.840707,-8.868098,0.85522,9,152
0,8215,0,0,0,0,0,0,24735,-2.357411,-4.408893,0.841642,4,152
8272,8281,39429,0,0,0,0,3520,13386,-3.846073,-1.087026,0.845014,3,152
0,0,3696,0,0,8978,111566,0,3745,-0.591929,15.858812,0.858564,15,3
0,0,3712,0,0,22264,142250,0,2494,0.367482,14.96757,0.852504,14,3
0,0,3630,0,0,30624,0,0,3936,3.956873,13.392164,0.83679,13,3
0,0,3330,0,0,13570,208152,0,2175,0.404485,16.003619,0.851462,16,3
0,0,3816,0,0,17982,0,0,4601,1.95693,16.900912,0.853665,17,3
0,0,4960,0,0,35595,0,0,5117,1.766692,12.869537,0.835868,12,3
0,0,4356,0,0,55296,0,0,5544,2.839476,11.635924,0.853152,11,3
11752,0,0,0,0,91326,0,0,7540,4.457212,10.051904,0.85232,10,3
6751,23312,0,0,0,0,0,37620,14850,1.446794,-0.176158,0.858564,1,111
12684,33512,0,0,0,0,0,53190,17384,0.968038,-0.240584,0.823958,0,111
13608,16056,0,0,0,0,0,29580,15522,-1.882175,-0.702376,0.833162,2,111
7080,13340,0,0,0,0,0,18761,9408,-2.975985,-0.58322,0.850782,3,111
4556,0,0,0,0,0,0,24000,31584,3.346267,-2.211007,0.847776,4,111
2967,0,0,16104,0,0,0,0,24108,4.371007,-2.48124,0.849047,5,111
4125,0,0,20169,0,0,0,0,25080,5.412419,-2.676927,0.854832,6,111
3690,0,0,21160,0,0,0,0,36540,6.448098,-2.754684,0.843192,7,111
0,0,0,12993,0,0,0,0,56834,7.479987,-2.877992,0.843287,8,111
4030,0,0,9504,0,0,0,0,30680,5.935696,-1.287451,0.847811,6,151
5334,0,0,11139,0,0,0,0,24192,5.847373,-1.339133,0.832131,5,151
4096,11781,0,29164,0,0,0,0,36708,2.809899,-4.127151,0.849703,4,151
0,0,0,0,0,0,0,30195,30625,3.969193,-0.346881,0.834596,3,151
4640,0,0,13400,0,0,0,38908,14823,2.884352,-0.592539,0.848291,2,151
0,10656,0,0,0,0,0,49128,11564,1.715729,-0.989227,0.848412,1,151
107200,0,7497,0,0,0,0,6300,3219,-8.102304,9.650849,0.858564,12,114
100809,0,5712,0,0,0,0,9636,4028,-7.676552,10.492392,0.842051,13,114
96012,0,3280,0,0,0,20436,6570,3675,-7.369936,11.95269,0.848634,14,114
63714,0,5289,0,0,0,0,6345,3366,-7.865431,12.822064,0.841134,15,114
0,0,5208,0,0,0,0,5330,1710,-8.352723,13.675816,0.841592,16,114
53975,0,4620,0,0,0,32500,6253,3192,-4.421939,11.146176,0.848193,11,114
34290,0,7008,0,0,0,34335,7744,1550,-4.214713,10.115198,0.851652,10,114
7462,16898,8360,0,0,0,24930,14442,5324,-4.95678,8.667727,0.836639,9,114
34992,79335,5340,0,0,0,21960,13224,4992,-5.690232,6.965127,0.842447,8,114
22784,0,8320,0,0,0,0,20148,5032,-0.365137,7.982581,0.83938,7,114
0,0,3960,0,0,0,74412,0,2256,-4.149164,16.500947,0.850143,17,114
0,0,4218,0,0,0,32395,5576,2100,-6.9713,16.622741,0.856727,18,114
25380,92020,12648,0,0,0,0,13068,3182,-4.462605,5.392115,0.836774,6,114
19844,42051,10251,0,0,0,0,15052,6721,-3.662413,4.748197,0.852257,5,114
17171,40356,5544,0,0,0,0,14941,7701,-3.080416,3.860065,0.852509,4,114
0,18500,37856,0,0,0,0,7904,7728,-8.133593,-0.667562,0.947816,8,107
0,14337,36924,0,0,0,0,8112,9434,-7.924816,-0.621152,0.927021,7,107
0,13284,22618,0,0,0,0,9928,11470,-6.963376,-0.684864,0.933506,6,107
24307,24926,53152,0,0,0,0,10360,11834,-5.954867,-0.713973,0.927262,5,107
15884,19671,43524,0,0,0,0,19812,10149,-4.908236,-0.726032,0.941412,4,107
9751,14940,37590,0,0,0,0,20636,10094,-3.9172,-0.757694,0.937766,3,107
13041,20916,28900,0,0,0,0,28416,15048,-2.942163,-0.53805,0.932644,2,107
10206,16448,0,0,0,0,0,22698,10028,-1.881566,-0.453704,0.938058,1,107
0,9911,78324,0,111530,0,0,0,0,-7.612439,-4.822496,0.925142,9,107
0,7742,0,0,55296,0,0,0,0,-7.309196,-6.85907,0.931788,10,107
0,6975,0,0,45820,0,0,0,0,-7.693865,-7.904554,0.938867,11,107
0,4400,0,0,34272,0,0,0,0,-7.994826,-8.992195,0.939743,12,107
0,4214,0,0,28483,0,0,0,0,-8.192047,-10.166172,0.938599,13,107
17794,33746,9828,0,0,0,0,15738,6200,-1.135993,7.587959,0.934001,7,102
15215,66440,11682,0,0,0,0,18164,6216,-1.663792,7.844828,0.9303,8,102
33229,45864,7990,0,0,0,0,11600,5655,-2.340569,8.714965,0.934425,9,102
45360,0,8415,0,0,0,0,14070,5143,-2.691243,9.636908,0.924166,10,102
45430,0,6468,0,0,0,54945,12566,4716,-2.955754,10.633429,0.940009,11,102
