Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,x_position,y_position,z_position,unit_distance_from_origin,unit_id
40238,20045,0,5304,0,12672,0,0,0,0,0,9975,6358,0,0,0,0,0,0,0,75600,43641,0,0,0,0,0,0,0,13952,0,0,12928,11163,0,92565,0,0,0,0,-5.8805427839679965,5.47178704719272,0.8498932514156081,8,29
37125,7062,0,4588,0,6230,0,0,0,0,0,9690,8510,0,0,0,0,0,0,0,41650,37856,0,0,0,0,0,0,0,12480,0,0,11368,10443,0,105244,0,0,0,0,-6.681624135799375,6.04650093303475,0.8644860200276412,9,29
0,0,0,0,0,1562,0,11536,0,0,88494,78069,154358,0,72765,12432,0,0,0,4992,0,0,0,0,0,179746,0,0,0,0,0,20046,0,0,0,7693,0,26224,0,78430,-5.077588504323053,-8.61602498766954,0.8563143189949187,10,29
0,0,0,0,0,3052,0,11229,0,0,169071,149435,173524,0,103578,10200,0,0,0,3600,0,0,0,0,0,135542,0,0,0,0,0,15732,0,0,0,6716,0,26390,0,51500,-4.833441613977925,-9.915491976061706,0.8554688469655503,11,29
10846,0,0,10350,9570,8215,0,0,0,0,20250,12060,0,0,0,0,0,0,24650,22794,0,0,0,0,0,0,0,0,0,91124,0,101760,0,0,0,10790,0,0,0,0,-2.6685060901518822,-1.3012833483868445,0.8609228010222978,2,29
5640,0,0,13936,3875,15022,2842,0,0,0,5562,0,0,0,5781,0,0,0,15760,45458,0,0,0,0,0,0,117120,0,0,112815,0,0,68880,69631,0,7475,0,0,170,0,0.7026621215750737,1.8600876194184934,0.8408728393317233,1,29
66585,26784,0,4680,50375,4182,0,0,0,0,0,2829,0,0,0,0,68820,12474,0,0,16226,20976,0,0,0,0,0,0,0,9856,0,0,7473,7497,0,0,0,0,0,0,-6.112582936918084,10.349705639574639,0.8507492752946746,12,29
137072,24300,0,3952,10030,16008,0,0,0,0,0,5040,0,0,0,0,54663,9568,0,0,19602,18886,0,0,122436,0,0,0,0,8792,0,0,6006,7738,0,0,0,0,0,0,-6.343533239763683,11.375902661747972,0.849416320922046,13,29
180195,17700,0,2808,96744,24610,0,0,0,0,0,4123,10,0,0,0,64008,10207,0,0,23999,17080,0,0,119748,0,0,0,0,6031,0,0,4380,5110,0,0,0,0,0,0,-6.96153845757145,12.148036399060835,0.8410048641298999,14,29
185500,9798,0,902,141264,2976,0,0,0,0,0,3538,4644,10282,0,0,34317,7544,0,0,14916,16498,0,0,69498,0,0,0,0,912,0,0,3432,6342,0,0,0,0,0,0,-7.562732846748633,13.033974568912905,0.8549347165262589,15,29
0,46618,0,3090,182688,0,0,0,135160,0,0,187,4305,10856,0,0,11521,9006,0,0,14235,11600,0,0,42800,0,0,0,0,7696,0,0,3384,5587,0,0,0,0,0,0,-7.850076220918055,13.963417977133922,0.8506501458864477,16,29
0,0,0,9,197274,0,0,0,138810,0,0,0,0,11025,0,0,15400,6716,0,0,2928,8505,0,0,20970,0,0,0,0,7222,0,0,6006,3784,0,0,0,0,0,0,-7.175727693203498,15.412460950201726,0.8569562787552059,17,29
10032,0,0,16133,6552,10808,17556,0,0,0,9537,0,0,0,13400,0,0,0,10143,36852,0,0,0,0,0,0,0,0,0,0,0,44912,0,0,0,4320,0,0,0,0,0.6524289136845061,0.7257682063603739,0.8545568541001162,0,29
0,141185,0,4375,31650,54480,0,0,33746,0,0,0,0,15163,0,0,20636,11605,4818,0,8188,0,0,0,0,0,0,0,0,4239,0,0,7693,8415,0,0,0,0,0,0,-1.9523283185398748,14.775294758299646,0.9230505618073745,14,13
0,168025,0,4995,66725,71504,0,0,51356,0,0,0,0,19173,0,0,23048,14413,7632,0,11718,0,0,0,0,0,0,0,0,15272,0,0,8100,9920,0,0,0,0,0,0,-2.389798113042737,14.81480651856347,0.9009970995594365,15,13
0,64042,0,3360,133705,0,0,0,115868,0,0,0,0,16274,0,0,11011,10092,0,0,11918,20400,0,0,74382,0,0,0,0,1584,0,0,1116,5712,0,0,0,0,0,0,-6.0300952902135565,14.84334635977488,0.9046620406360972,16,13
0,3663,0,672,185166,0,0,0,246522,0,0,3048,2910,9408,0,0,6216,2911,0,0,10535,11648,0,0,27674,0,0,0,0,5694,0,0,3410,1274,0,0,0,0,0,0,-7.975421519866259,15.013994196242493,0.9120902217885316,17,13
215232,26892,0,1540,96465,17821,0,0,0,0,0,2774,0,0,0,0,59640,8648,0,0,19558,17802,0,0,135890,0,0,0,0,8568,0,0,6622,6854,0,0,0,0,0,0,-6.918552841022304,12.10970116407454,0.9168517758113808,13,13
160975,35640,0,1144,84452,23688,0,0,0,0,0,4080,0,0,0,0,79002,11144,0,0,25440,23885,0,0,142740,0,0,0,0,9968,0,0,8050,6200,0,0,0,0,0,0,-6.260231393481838,11.368151724340214,0.9118004382611957,12,13
114600,50393,0,286,52080,30500,0,0,0,0,0,248,0,0,0,0,111573,11183,0,0,35230,19398,0,0,0,0,0,0,0,6303,0,0,5301,5145,0,0,0,0,0,0,-5.700926734002962,10.557230759676678,0.9040453143853711,11,13
66993,24414,0,1333,37024,15190,0,0,0,0,0,0,0,0,0,0,65462,19575,0,0,22640,37387,0,0,0,0,0,0,0,10976,0,0,8208,9396,0,0,0,0,0,0,-5.069167132360864,9.74034810333833,0.9133752352769307,10,13
47088,43168,0,5069,32536,25573,0,0,0,0,0,0,0,0,0,0,69551,20335,10206,0,37084,52992,0,0,0,0,0,0,0,16264,0,0,11656,11346,0,0,0,0,0,0,-4.307807156973041,8.992051174320096,0.8970953301433724,9,13
53328,19588,0,5343,0,16965,0,0,0,0,0,9730,4455,0,0,0,0,0,0,0,48604,62530,0,0,0,0,0,0,0,17082,0,0,6240,8471,0,105787,0,0,0,0,-6.0968401208051075,6.590693848642524,0.9027757201903879,8,13
44157,12190,0,6278,0,8213,0,0,0,0,0,8580,4350,0,0,0,0,0,0,0,58250,40700,0,0,0,0,0,0,0,21228,0,0,18306,15504,0,106784,0,0,0,0,-5.876815816485994,5.420565272016702,0.9169188680010143,7,13
35207,102,0,2492,0,7626,0,0,0,0,0,11124,1770,0,0,0,0,0,19296,0,77423,54859,0,0,0,0,0,0,0,16104,0,0,14384,11169,0,64935,0,0,0,0,-5.562690262918318,4.225884903365069,0.9213081063230846,6,13
26598,12810,0,5000,0,8319,0,0,0,0,145,10160,0,0,0,0,0,0,22632,0,108383,0,0,0,0,0,0,0,0,25344,0,0,23672,18954,0,54796,0,0,0,0,-5.1169963456576735,2.999897462244598,0.9165162085219859,5,13
16065,16432,0,8925,4200,11900,0,0,0,0,12189,12267,0,0,0,0,0,0,29746,91,152865,0,0,0,0,0,0,0,0,29610,0,0,28320,25194,0,41838,0,0,0,0,-4.478441467344425,2.1353848520917347,0.9088485535363002,4,13
15340,15184,0,11092,14904,7803,0,0,0,0,17593,11154,0,0,0,0,0,0,22437,40341,0,0,0,0,0,0,0,0,0,46949,0,0,43361,0,0,30749,0,0,0,0,-3.721167517339218,1.2847111440617607,0.9169050642143428,3,13
16872,3094,0,12400,15405,14878,0,0,0,0,28556,6728,0,0,0,0,0,0,34472,52629,0,0,0,0,0,0,0,0,0,63030,0,0,58400,0,0,25432,0,0,0,0,-2.9691321842386666,0.4266271778376221,0.9028571174705706,2,13
12032,0,0,15833,9450,16929,17892,0,0,0,16800,0,0,0,6768,0,0,0,41100,43955,0,0,0,0,0,0,0,0,0,72216,0,0,6740,0,0,17963,0,0,0,0,-1.8717009979564554,-0.6834676022162316,0.8939155630955455,1,13
9666,0,0,19558,6630,0,24735,0,0,0,14697,0,0,0,14016,0,0,0,21160,30240,0,0,0,0,0,0,0,0,0,165608,0,0,147088,0,0,15478,0,0,173279,0,0.890045155783651,-0.41508744298301803,0.907038410921283,0,13
0,0,0,1978,280891,0,0,0,155364,0,0,2208,0,7380,0,0,20394,7285,0,0,13002,11325,0,0,39294,0,0,0,0,4089,0,0,4725,5781,0,0,0,0,0,0,-7.626258422228578,16.331925934970638,0.9167456162314683,18,13
0,172,0,7579,25174,60512,0,0,0,168896,4760,0,0,25872,0,0,19944,18389,4760,0,10229,0,0,0,0,0,0,0,0,0,0,0,10620,11970,0,0,0,0,0,0,0.44728530100471353,13.234803177206938,0.9234581979729934,13,16
0,95676,0,5240,30132,61460,0,0,60516,0,3120,0,0,23994,0,0,12696,12760,1216,0,2490,0,0,0,0,0,0,0,0,0,0,0,7172,8477,0,0,0,0,0,0,-1.3716644268523055,13.952175082730008,0.9117346096629646,14,16
0,82650,0,1924,79055,39690,0,0,85340,0,0,0,0,19278,0,0,7810,12152,0,0,7056,0,0,0,110591,0,0,0,0,9558,0,0,5285,5460,0,0,0,0,0,0,-3.566399078379064,14.600442432540149,0.9191466617435253,15,16
0,77380,0,4524,131461,0,0,0,84084,0,0,0,0,15336,0,0,18760,10498,0,0,8924,5616,0,0,105830,0,0,0,0,9570,0,0,6532,6424,0,0,0,0,0,0,-4.8808361279590144,15.26802992163391,0.916204953216635,16,16
0,60,0,4280,291954,0,0,0,96860,0,0,0,0,18042,0,0,15604,11480,0,0,5760,21120,0,0,78848,0,0,0,0,9300,0,0,5940,6968,0,0,0,0,0,0,-5.718988767212173,16.023359263838607,0.9039262140910864,17,16
165044,50625,0,3813,44040,28662,0,0,0,0,0,0,0,4200,0,0,66605,14007,0,0,23280,32130,0,0,151470,0,0,0,0,12376,0,0,9440,8586,0,0,0,0,0,0,-5.064328067815097,11.94770874209729,0.9075064984293135,12,16
88504,55572,0,5852,25441,25481,0,0,0,0,0,0,0,14014,0,0,47946,15801,10688,0,16704,51786,0,0,139932,0,0,0,0,14472,0,0,8745,8550,0,0,0,0,0,0,-3.3215172125517256,11.507937063950294,0.9153703996276477,11,16
22032,113088,0,5460,30400,50868,0,0,0,0,5402,0,0,10101,0,0,66946,20619,13356,0,25878,0,0,0,0,0,0,0,0,12420,0,0,11656,12738,0,0,0,0,0,0,-1.4443197094266225,10.895375844040558,0.8970082245061803,10,16
36455,0,0,3358,21165,34578,0,0,0,1602,7056,0,0,0,0,0,47625,15704,7900,0,16146,0,90906,0,0,0,0,0,0,0,0,0,13104,13760,52704,0,0,0,0,0,-0.02566368291933241,9.967836493217803,0.9113922405473431,9,16
29601,0,0,3149,17324,27455,0,0,0,0,8100,0,0,0,0,0,21535,17976,9348,0,20828,0,40401,0,0,0,0,0,0,1157,0,0,11840,15594,62967,0,0,0,0,0,0.006089839202779501,8.935616434127626,0.9103588486754006,8,16
20160,0,0,3604,16401,25198,0,0,0,0,8060,0,0,0,0,0,0,55286,10140,43371,30912,0,0,0,0,0,0,0,0,20631,0,0,18164,16940,103026,0,0,0,0,0,-0.02260364007301785,7.9686950381476045,0.9057481372652774,7,16
20514,0,0,6786,14586,21128,825,0,0,0,7889,0,0,0,0,0,0,50688,8096,136890,22275,159104,0,0,0,0,0,0,0,38868,0,0,20999,16932,32204,0,0,0,0,0,0.018555843078308598,6.953179699390203,0.9160157227861419,6,16
18750,0,0,8326,9116,24210,12285,0,0,0,8300,0,0,0,0,0,0,0,4860,144935,29532,247608,0,0,0,0,0,0,129618,33333,0,0,21060,20216,54165,0,0,0,0,0,0.1716802123523351,5.983828812302381,0.9160889909601337,5,16
19890,0,0,13432,10282,20501,13390,0,0,0,4277,0,0,0,0,0,0,0,10752,115507,53215,150165,0,0,0,0,26660,0,265346,49580,0,0,27993,29100,100760,0,0,0,0,0,-0.051113577715128145,4.975881651447722,0.9005590133484702,4,16
12084,0,0,10314,8220,15708,13200,0,0,0,9384,0,0,0,0,0,0,0,11368,93052,0,215800,0,0,0,0,81984,0,321230,44912,0,0,32421,23180,71248,32016,0,0,0,0,-0.39708690006559166,3.963133826737023,0.9174131673865986,3,16
16060,0,0,1525,3510,2130,8832,0,0,0,12224,0,0,0,0,0,0,0,10126,15048,0,0,0,0,0,0,57354,0,393750,74630,0,0,40242,41600,57717,22608,0,0,0,0,-0.5006637639447504,2.948815115954951,0.9052161606944082,2,16
11124,0,0,11715,4929,14058,21576,0,0,0,10706,0,0,0,0,0,0,0,13786,46482,0,0,0,0,0,0,71232,0,0,67678,0,0,44289,53605,0,11635,0,0,0,0,-0.5097411123494973,1.8952735571289128,0.916438093550596,1,16
7470,0,0,19314,12425,9894,26159,0,0,0,15540,0,0,0,8244,0,0,0,13452,36414,0,0,0,0,0,0,76892,0,0,68742,0,0,48875,35868,0,15504,0,0,0,0,-0.5845439797914658,0.7529629184511113,0.9090233340627947,0,16
0,0,0,3399,269730,0,0,0,0,0,0,4719,5456,8772,0,0,0,0,0,0,12720,14760,0,0,34500,0,0,0,0,7215,0,0,6372,7480,0,147440,0,0,0,0,-8.920747757100669,15.693480355385464,0.9146602676296425,18,16
0,0,0,1501,209196,0,0,0,0,0,0,4838,4961,8851,0,0,0,6336,0,0,9604,5076,0,0,21762,0,0,0,0,7252,0,0,6222,3854,0,144449,0,0,0,0,-8.857024479124831,16.84444863728656,0.9136482545272884,19,16
0,0,0,8208,33792,144746,0,0,37022,0,2800,0,0,27456,0,0,21675,18352,8008,0,11470,0,0,0,0,0,0,0,0,0,0,0,10836,12415,0,0,47879,0,0,0,0.3363430836950769,15.240324506344074,0.9852111561493015,15,36
0,231472,0,7625,115668,0,0,0,85434,0,0,0,0,21690,0,0,31008,16119,0,0,16072,0,0,0,780,0,0,0,0,16109,0,0,10792,10240,0,0,0,0,0,0,-3.1536559543437903,15.688611040698312,0.987974182422505,16,36
0,21582,0,2825,0,0,0,0,0,0,0,5016,728,7548,0,0,0,6396,0,0,24856,11730,0,0,53676,0,0,0,0,5735,0,0,5112,4284,0,0,0,0,0,0,-8.470473894956111,14.76633053425954,0.9894181331740981,17,36
0,19380,0,5246,168200,23086,0,0,0,0,0,3692,8624,13440,0,0,17794,12220,0,0,12960,24087,0,0,60695,0,0,0,0,10431,0,0,8268,8003,0,0,0,0,0,0,-7.731551739227754,12.85367100569232,0.9908373904327448,14,36
0,48688,0,4200,129920,30525,0,0,0,0,0,5217,240,1100,0,0,114176,13534,0,0,39900,27455,0,0,122472,0,0,0,0,9333,0,0,9840,8211,0,0,0,0,0,0,-6.838308126528119,12.214281730344169,0.9874374820421394,13,36
207418,52380,0,4884,74444,34104,0,0,0,0,0,0,0,364,0,0,73308,6480,0,0,25641,31878,0,0,0,0,0,0,0,12804,0,0,10492,9690,0,0,0,0,0,0,-5.497720020561985,11.778561773967851,0.9878177666740271,12,36
115020,63510,0,7200,33516,32200,0,0,0,0,0,0,0,4674,0,0,46284,20825,5363,0,24064,58065,0,0,0,0,0,0,0,16195,0,0,10203,10472,0,0,0,0,0,0,-3.7130507356415308,11.404779367970939,0.9910771846884359,11,36
4698,0,0,8925,23901,90153,9660,0,0,70680,6248,0,0,96201,0,0,46426,42721,1209,0,17472,0,0,0,0,0,0,0,69121,0,0,0,20240,20750,43673,0,0,0,0,0,1.9056912202508656,10.81624265058096,0.991284463346858,10,36
17654,0,3016,0,11832,0,2961,0,0,21331,4556,0,0,0,9782,0,0,277351,7776,0,0,0,0,0,0,0,43806,0,56210,0,0,0,0,0,27702,0,0,0,0,0,6.927176912173863,7.197213950159632,0.9901163310667584,9,36
4266,0,13041,0,7912,0,8692,0,0,19434,6670,0,0,0,8990,0,0,0,7440,0,0,0,0,0,0,0,35098,124384,53298,0,0,0,0,42898,10863,0,0,0,0,0,6.665175189492512,6.014353444496539,0.9890602796945132,8,36
12342,0,11220,0,7380,0,8352,0,0,17176,6384,0,0,0,6923,0,0,0,7335,0,0,0,0,0,0,0,27300,91586,84336,0,0,0,0,117180,21789,0,0,0,0,0,6.482998433722415,4.5920147009153,0.9869221255048615,7,36
8900,0,16720,0,7900,0,11220,0,0,14697,7084,0,0,0,8517,0,0,0,8372,0,0,0,0,0,0,0,29281,40770,0,0,0,0,0,138260,23240,0,0,0,0,0,6.282722611005678,3.0557098384956465,0.990359344494891,6,36
7708,0,23845,24633,6027,0,5459,0,0,11460,9558,0,0,0,11151,0,0,0,11651,0,0,0,0,0,0,0,40535,39786,0,0,0,0,0,0,13728,0,0,0,0,0,5.957526914250369,0.5818629001659303,0.9884393656636803,5,36
7488,0,35855,61984,7150,0,20002,0,0,11392,13826,0,0,0,12141,0,0,0,14760,26362,0,0,0,0,0,0,0,22848,0,0,111696,0,0,0,0,7074,0,0,49147,0,3.8870867102747866,-3.092301725568486,0.9904518348358806,4,36
7661,0,45537,49764,4785,0,30414,0,0,6660,21854,0,0,0,21384,0,0,0,22295,33176,0,0,0,0,0,0,0,21296,0,0,60610,0,0,0,0,11993,0,0,71232,0,3.222527553883399,-2.3571093882197296,0.9932985211099776,3,36
9222,0,33950,37392,2204,0,26928,0,0,10098,15540,0,0,0,18286,0,0,0,19355,29184,0,0,0,0,0,0,0,28408,0,0,0,0,0,0,0,14454,0,0,100992,0,2.5359482315720765,-1.5400431521034026,0.9903999550766684,2,36
11466,0,7046,32118,2652,0,24210,0,0,0,12980,0,0,0,17404,0,0,0,18300,38520,0,0,0,0,0,0,0,28421,0,0,0,0,0,0,0,16188,0,0,115776,0,1.8757235637426959,-0.6760872404122225,0.9886533588714883,1,36
0,0,0,4485,0,0,0,0,130754,0,0,0,0,9090,0,0,21836,10034,0,0,7992,6138,0,0,63798,0,0,0,0,10934,0,0,8340,12784,0,0,0,0,0,0,-5.938904587548649,17.000791379778377,0.9918962767465018,18,36
0,85377,0,6525,32319,38318,0,0,0,0,3528,0,0,28260,0,0,34790,8816,1862,0,12350,0,0,0,0,0,0,0,0,18204,0,0,10230,5763,0,0,0,0,0,0,-2.3611867806143265,12.57120598125271,1.0009407427826917,12,20
7708,110550,0,3519,37440,56471,0,0,0,0,9765,0,0,33660,0,0,50142,20670,6235,0,16776,0,0,0,0,0,0,0,0,20124,0,0,12416,12600,0,0,0,0,0,0,-1.6605499828590098,11.855589938149649,0.9850473022303134,11,20
55300,120669,0,8372,29664,46740,0,0,0,0,2278,0,0,32472,0,0,51570,26820,10140,0,6480,0,0,0,0,0,0,0,0,7807,0,0,12871,14673,0,0,0,0,0,0,-0.8076839549368628,10.955147020875572,0.9966861595676306,10,20
46505,0,0,5217,25098,71586,0,0,0,10168,6493,0,0,0,0,0,89438,35532,11692,0,22477,0,100620,0,0,0,0,0,0,0,0,0,15456,17082,123392,0,0,0,0,0,-0.0062358369308412875,9.998695245628255,0.9713516991853623,9,20
26558,0,0,9412,19404,57970,14857,0,0,77252,9486,0,0,0,0,0,0,47864,11661,0,17168,0,108450,0,0,0,0,0,103740,0,0,0,16368,20358,63788,0,0,0,0,0,1.0690796730254135,8.906448548503874,0.9831334377174414,8,20
13338,0,0,14008,11648,37976,9720,0,0,39984,7176,0,0,0,0,0,0,76760,3296,0,18626,0,12810,0,0,0,0,0,84623,0,0,0,29205,30674,31944,0,0,0,0,0,2.557981623698197,7.551712541590376,0.9941331373741207,7,20
0,0,6280,0,16478,0,6116,0,0,44157,1364,0,0,211972,0,0,0,91584,5280,0,13386,0,41514,0,0,0,0,0,25520,0,0,0,0,0,18352,0,147056,0,0,0,6.147578636626992,11.504874322653425,0.9906474849013307,13,20
0,0,8360,0,16132,0,6210,0,0,41888,4392,0,0,156000,0,0,0,26535,4902,0,10230,0,37100,0,0,0,0,0,22616,0,0,0,0,0,19118,0,150174,0,0,0,6.6367329487504705,12.32836826152245,0.9950432815571162,14,20
11067,0,6760,10560,7708,0,10679,0,0,19383,4600,0,0,0,11375,0,0,164025,9180,0,0,0,0,0,0,0,56444,134520,90400,0,0,0,16324,57670,34133,0,0,0,0,0,3.95279830413633,5.7422868963274425,0.9833749931784723,6,20
14140,0,20381,12994,8272,0,12480,0,0,19840,8300,0,0,0,10024,0,0,0,9735,0,0,0,0,0,0,0,78515,91224,194040,0,0,0,10426,99640,42076,0,0,0,0,0,4.238800426105936,4.2435192439711,0.9874024767285619,5,20
8022,0,19513,20304,7310,0,12300,0,0,16330,7920,0,0,0,5076,0,0,0,9500,62496,0,0,0,0,0,0,46224,64219,0,0,0,0,95586,81466,54264,0,0,0,0,0,4.156523103939994,2.7676302119628002,0.994332141348309,4,20
9464,0,26481,16744,8150,0,16502,0,0,14040,11529,0,0,0,13524,0,0,0,11880,46740,0,0,0,0,0,0,72900,47616,0,0,0,0,122431,144648,0,25956,0,0,986,0,3.7400563583007447,1.271486765656892,0.9913753072301006,3,20
6726,0,29545,21148,6201,0,18848,0,0,8446,13120,0,0,0,14700,0,0,0,15594,34700,0,0,0,0,0,0,87936,36960,0,48430,0,0,203476,0,0,11926,0,0,201550,0,2.973668652541754,-0.28058824332244114,0.9902108139565371,2,20
6697,0,0,22570,2736,0,18972,0,0,0,13620,0,0,0,15145,75616,0,0,18396,22294,0,0,0,0,0,0,0,20114,0,144670,0,0,174432,0,0,13237,0,0,194400,0,1.6741333883505582,-1.0777692651609492,0.9909504680854297,1,20
0,108150,0,2016,109505,58282,0,0,102557,0,0,0,0,17834,0,0,31114,12060,0,0,13923,31815,0,0,149396,0,0,0,0,11704,0,0,8062,6030,0,0,0,0,0,0,-4.794831838615233,14.281429912764443,0.9834196554074516,15,20
0,80785,0,1976,134140,0,0,0,94103,0,0,0,0,16259,0,0,27839,10368,0,0,13975,11180,0,0,105635,0,0,0,0,5928,0,0,4147,3220,0,0,0,0,0,0,-5.271266752554521,15.132031912921226,0.9901415182517768,16,20
0,13398,0,2088,278362,0,0,0,302252,0,0,5848,5538,8424,0,0,0,4611,0,0,14818,15209,0,0,39437,0,0,0,0,4557,0,0,3857,4620,0,0,0,0,0,0,-8.297685411278325,14.87065199451855,0.9878846042554148,17,20
0,0,0,1705,34686,0,0,0,0,0,0,5720,6987,13578,0,0,0,3870,0,0,11564,14080,0,0,43179,0,0,0,0,11346,0,0,9288,8364,0,0,0,0,0,0,-9.233739982321012,15.520732202604147,0.984261471900873,18,20
4800,0,16146,0,4080,0,10244,0,0,8004,7098,0,0,0,5542,0,0,0,8688,0,0,0,0,0,0,0,17820,23680,0,0,0,0,0,0,4117,0,0,0,28626,0,8.334391734067298,-0.23461083220493428,0.9891687374623251,8,35
5811,0,17020,0,4556,0,11580,0,0,7224,8466,0,0,0,7693,0,0,0,10974,0,0,0,0,0,0,0,23048,20732,0,0,0,0,0,61880,9800,0,0,0,53505,0,7.981237530951837,0.04083152455257988,0.979761295761699,7,35
6804,0,19740,0,6424,0,9850,0,0,10450,10816,0,0,0,10584,0,0,0,9100,0,0,0,0,0,0,0,25315,32110,0,0,0,0,0,163339,25024,0,0,0,0,0,6.937557947470125,0.7587928723755368,0.9890884408920328,6,35
8788,0,27495,11520,7097,0,12797,0,0,13524,13689,0,0,0,11457,0,0,0,15470,0,0,0,0,0,0,0,37950,35802,0,0,0,0,0,148509,33292,0,0,0,0,0,5.812234276112605,1.4639988093152994,0.9730694094029673,5,35
11946,0,18574,37088,8748,0,11648,0,0,17415,7965,0,0,0,11040,0,0,0,9168,52533,0,0,0,0,0,0,40005,59328,0,0,0,0,0,136180,37700,0,0,0,0,0,4.575078877900893,1.9829828192788312,0.9871352090649452,4,35
9741,0,32160,35560,6290,0,20367,0,0,23587,12025,0,0,0,13246,0,0,0,9625,93732,0,0,0,0,0,0,47875,65052,0,0,0,0,80135,77033,37730,0,0,0,0,0,3.4676601339077546,1.9369925752239947,0.9865420076001783,3,35
47916,37960,0,7520,28888,22480,0,0,0,0,6188,0,0,0,0,0,71487,24138,13736,0,26435,83312,0,0,0,0,0,0,0,18012,0,0,12505,12322,0,0,0,0,0,0,-2.892769954496232,8.577270269744835,0.9945989492760181,9,35
62828,50760,0,7700,37744,31414,0,0,0,0,0,0,0,0,0,0,108876,28531,16443,0,33880,65846,0,0,0,0,0,0,0,16279,0,0,11564,11269,0,0,0,0,0,0,-3.838388770964947,9.28230368169158,0.9867284869935194,10,35
89216,53656,0,6435,34485,30030,0,0,0,0,0,0,0,0,0,0,106600,13068,0,0,35990,47109,0,0,0,0,0,0,0,12095,0,0,9050,9487,0,0,0,0,0,0,-4.590570976136435,9.996856608965022,0.9849469145255294,11,35
126469,27588,0,6255,62020,18760,0,0,0,0,0,0,0,0,0,0,61000,18252,0,0,18525,40484,0,0,117018,0,0,0,0,11269,0,0,8600,8350,0,0,0,0,0,0,-5.2780827022349,10.824556297822992,0.9926284921990247,12,35
183138,51404,0,5940,39501,31806,0,0,0,0,0,0,0,0,0,0,67925,16575,0,0,19600,33488,0,0,199243,0,0,0,0,10080,0,0,7100,8150,0,0,0,0,0,0,-6.047119052683449,11.525864445859597,0.9873239130470366,13,35
234000,49128,0,4699,125532,30800,0,0,0,0,0,8512,0,689,0,0,66728,13400,0,0,28676,25365,0,0,161226,0,0,0,0,9464,0,0,7392,5760,0,0,0,0,0,0,-6.794893582474206,12.246622546822874,0.9910674230740002,14,35
328422,16426,0,819,168672,18403,0,0,340,0,0,7450,5616,19210,0,0,41230,12672,0,0,17424,22610,0,0,113850,0,0,0,0,10168,0,0,7500,8030,0,0,0,0,0,0,-7.541210067841378,12.993186750805613,0.9949663886415829,15,35
0,36461,0,144,238620,3300,0,0,260337,0,0,6860,6468,12180,0,0,0,7965,0,0,20418,18375,0,0,61087,0,0,0,0,11360,0,0,8640,2310,0,0,0,0,0,0,-8.09767677702635,13.807537649834707,0.9887010156469325,16,35
9823,0,0,24600,8928,10980,0,0,0,0,25454,17422,0,0,16801,0,0,0,33000,25542,0,0,0,0,0,0,0,0,0,111725,0,0,0,0,0,23320,0,0,0,0,-2.4242063940531433,-1.6820253916631775,0.9883709532558773,2,35
1184,0,0,13230,2184,11151,25752,0,0,0,22493,0,0,0,9065,0,0,0,29140,30020,0,0,0,0,0,0,0,0,0,69000,0,0,59880,0,0,17680,0,0,0,0,-1.8287806745174051,-0.765945741632881,0.9905470760873757,1,35
0,0,0,24378,5002,13802,31588,0,0,0,17850,0,0,0,12789,0,0,0,22058,36618,0,0,0,0,0,0,0,0,0,139646,0,0,107630,0,0,34153,0,0,0,0,-0.9736351654399013,0.15704734685195415,0.9837579263309482,0,35
0,462,0,0,0,2472,0,7656,0,0,0,18904,29652,0,0,0,0,0,0,8250,0,0,0,0,0,38064,0,0,0,0,0,33072,0,0,0,10230,0,10900,0,150672,-9.419652549111506,-6.771049293369314,0.830726104687195,11,23
0,4830,0,0,0,2884,0,2675,0,0,0,33894,56784,0,0,0,0,0,56592,9570,0,0,0,0,0,70873,0,0,0,0,0,39312,0,0,0,12780,0,18426,0,135960,-8.97221366529448,-6.320333401320768,0.8149884062386463,10,23
0,4961,0,86,0,3996,0,0,0,0,0,13380,22542,0,0,0,0,0,157550,11880,0,0,0,0,0,0,0,0,0,0,0,41040,0,0,0,12544,0,390,0,98270,-8.404469007203573,-5.335645717214241,0.8208509514135542,9,23
0,3774,0,18974,0,4256,0,0,0,0,0,22088,49769,0,0,0,0,0,145782,13440,0,0,0,0,0,0,0,0,0,0,0,50180,0,0,0,8721,0,0,0,0,-7.782410377271418,-4.520302379566758,0.8104216643925781,8,23
0,6432,0,9646,0,4760,0,0,0,0,0,14148,21556,0,0,0,0,0,101304,14925,0,0,0,0,0,0,0,0,0,0,0,57070,0,0,0,13936,0,0,0,0,-7.043580878443777,-3.7574050066858717,0.8255794671217132,7,23
