Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,x_position,y_position,z_position,unit_distance_from_origin,unit_id
12566,8890,0,35960,52500,2838,7785,48375,0,9086,0,5.237066,-2.891256,0.990125,5,151
12928,13440,0,35700,31720,1700,11529,36386,0,9633,0,4.715522,-1.52084,0.988558,4,151
7597,16352,0,33920,21939,952,3535,16064,0,13266,0,3.806382,1.163189,0.992012,3,151
11773,10296,0,46636,31968,2988,0,18576,0,13230,10918,2.993612,-0.195437,0.994469,2,151
0,0,0,0,0,3936,0,157194,0,6298,0,4.337438,-7.901957,0.986492,9,151
13975,0,0,61306,28210,8960,1716,6630,0,13832,13593,1.91083,-0.510669,0.990804,1,151
0,0,0,0,0,3990,1700,34705,0,5376,0,4.100552,-9.170873,0.988328,10,151
0,0,0,0,0,4171,0,0,0,5400,0,4.485344,-10.127606,0.990597,11,151
0,319,0,0,0,0,0,0,0,4633,0,4.830459,-11.011296,0.991443,12,151
0,5150,0,9324,0,0,0,0,0,6075,0,8.745241,-5.1412,0.990075,10,156
0,6815,0,0,0,0,0,53502,0,5453,0,8.321634,-5.541037,0.989848,9,156
0,0,0,0,0,4386,0,151200,0,4107,0,3.56854,-8.234529,0.990452,8,156
0,0,0,0,0,4992,2590,91690,0,2508,0,2.571419,-7.526784,0.99105,7,156
0,0,0,0,0,0,3168,73647,0,5256,0,1.438467,-6.846414,0.989932,6,156
0,0,0,0,0,4326,4230,0,0,0,7112,-0.912357,-10.968885,0.988351,11,156
15496,0,88908,0,0,9480,8058,26226,0,0,7008,-3.316386,-4.970319,0.984591,5,156
20592,0,80190,0,0,9620,8736,4959,0,0,8400,-3.239916,-3.800906,0.989486,4,156
0,0,0,0,0,0,5580,0,4180,0,1280,-7.192079,-9.624326,0.989264,12,156
22008,0,42545,0,0,14861,13140,0,0,0,4992,-3.895767,-0.729159,0.990733,3,156
7049,0,3416,0,0,48645,0,0,0,0,51792,-1.678075,12.922337,0.988445,13,156
4752,0,7450,0,720,59592,0,0,0,0,33712,-2.10325,13.848789,0.989314,14,156
5160,0,7242,0,0,0,0,0,0,0,0,-2.682108,14.795702,0.989647,15,156
0,0,0,0,0,0,4680,0,0,0,3306,-5.933283,-11.573366,0.990075,13,42
0,0,0,0,0,0,4800,0,0,0,3393,-5.927985,-11.567661,0.989773,12,42
1136,0,0,0,0,0,6251,0,9447,0,3792,-9.044526,-7.877754,0.986439,11,42
49203,0,0,0,0,0,6720,0,8580,0,0,-8.284748,-7.211551,0.988298,10,42
64675,0,0,0,0,0,5499,0,10400,0,4200,-7.321894,-6.758221,0.987124,9,42
69078,0,93696,0,0,0,7250,0,8466,0,3924,-6.395185,-6.263685,0.992503,8,42
67598,0,108416,0,0,0,5920,0,0,0,3774,-5.393079,-5.87277,0.991109,7,42
46690,0,47974,0,0,10126,7038,0,0,0,3135,-4.476418,-5.369095,0.989209,6,42
32550,0,20832,0,0,0,11163,16016,14578,0,1426,-5.877152,-1.195593,0.990484,5,42
27636,0,26124,0,0,9438,11956,7605,5994,0,1470,-4.961043,-0.343795,0.991479,4,42
24700,0,37375,0,0,21518,18000,0,0,0,2555,-3.996923,0.144228,0.987855,3,42
6157,0,5700,0,810,43168,0,0,0,0,41040,-1.994892,13.866812,0.980446,14,42
4361,0,6132,0,0,0,0,0,0,0,0,-1.738803,14.923244,0.98979,15,42
11960,8385,0,35919,20610,7518,17108,2002,0,18312,18942,2.287785,1.935226,0.990647,2,42
8775,0,9735,0,0,52125,60705,1260,60320,0,9216,-5.361911,9.821601,0.985972,11,9
8320,0,9128,0,0,51408,60922,0,64220,0,17138,-5.35678,9.595341,0.989953,10,9
7378,0,4248,0,0,38064,58032,0,66882,0,8001,-5.399978,8.413812,0.991617,9,9
13764,0,10915,0,0,36072,41114,5548,49868,0,7095,-5.546548,7.062953,0.990964,8,9
16605,0,13735,0,0,33136,30680,6045,37524,0,1976,-5.849706,5.453274,0.990635,7,9
7632,0,5724,0,0,51339,43309,0,42575,0,14152,-5.413895,10.765781,0.98976,12,9
8478,0,5565,0,0,44460,33384,0,42194,0,19516,-5.834626,11.68447,0.986631,13,9
5343,0,928,0,0,41728,0,0,0,0,36108,-3.234855,13.631314,0.990073,14,9
6975,31979,0,19805,11792,5665,0,12415,0,23229,35568,3.123971,6.258929,0.990049,6,9
8424,24210,0,19750,13987,15876,0,14250,0,26565,28200,2.124802,5.569768,0.991347,5,9
10080,0,0,24297,13195,12342,16821,9964,0,25740,23387,1.275035,4.792,0.991999,4,9
9900,0,0,16225,14820,0,0,0,0,23845,19824,1.058066,3.852332,0.988759,3,9
8041,0,0,20328,20124,8924,0,13520,0,22601,17459,0.856194,2.864226,0.990565,2,9
10890,0,0,31850,23644,12395,0,7140,0,19936,16614,0.923847,1.752477,0.991492,1,9
0,0,0,0,0,5762,2840,0,0,0,7367,-0.77489,-9.313248,0.986752,9,54
0,0,0,0,0,5240,0,0,0,0,2156,-0.89782,-8.947133,0.985947,8,54
0,0,0,0,0,6439,2880,0,0,0,8094,-0.886942,-7.94647,0.988415,7,54
63070,0,0,0,0,6958,4600,0,0,0,8990,-0.770234,-6.956048,0.990444,6,54
32760,0,0,0,0,3286,6854,48233,0,0,8874,-0.670085,-5.914647,0.988861,5,54
39420,0,121542,0,0,7128,7956,45530,0,0,5265,-1.183373,-4.850049,0.991139,4,54
0,0,0,0,0,3102,4445,0,0,0,2478,-3.41003,-9.401477,0.989978,10,54
0,0,0,0,0,0,2464,0,0,0,3102,-4.697728,-9.981204,0.989628,11,54
0,0,0,0,0,0,3808,0,0,0,4275,-6.049214,-10.429141,0.990162,12,54
0,0,0,0,0,0,4998,0,0,0,3255,-6.810555,-11.102039,0.989447,13,54
23343,0,32591,0,0,18879,15050,11700,0,0,0,-3.892594,0.854465,0.9908,3,54
20520,0,0,63882,47002,4158,7488,17800,0,8024,11151,1.575353,-2.552607,0.987495,2,54
13511,0,0,69870,27648,7084,7412,25484,0,9720,15228,1.452512,-1.356292,0.989587,1,54
13696,0,0,42907,29784,9744,7038,0,0,17015,14140,0.829639,0.532003,0.988109,0,54
3885,25830,0,10266,9576,8127,0,3725,0,24816,0,7.719098,8.577777,0.990075,11,170
4173,21606,0,11682,8580,5555,0,12152,0,19272,0,7.369832,8.157866,0.989949,10,170
4477,33536,0,12804,10317,9638,0,14925,0,19845,0,6.868799,7.241574,0.988766,9,170
6272,14235,0,13467,10395,7920,0,7379,0,17447,0,6.271229,6.38462,0.99195,8,170
6672,20216,0,16848,15444,0,0,15614,0,21472,0,5.566629,5.687537,0.992929,7,170
7685,17963,0,17941,13130,2303,0,4558,0,14145,0,5.134159,4.758167,0.989668,6,170
1749,71709,0,10492,7497,22707,0,3432,0,39168,58145,3.791962,11.432838,0.991625,12,170
3663,69071,0,7595,4900,19980,0,5004,0,1416,85280,1.934197,12.867466,0.990457,13,170
0,25938,0,0,5628,0,0,1258,0,0,56580,1.21052,13.947606,0.990746,14,170
5341,0,0,0,5632,0,0,952,0,0,7791,0.966769,15.010338,0.988542,15,170
1764,0,0,0,5500,0,0,4880,0,0,0,0.736113,15.995281,0.990618,16,170
16247,13090,0,31250,51684,0,16055,70490,0,9394,0,5.268209,-2.85707,0.987112,5,170
19929,6072,0,76258,44528,4850,2646,39786,0,6105,0,4.131832,-2.810463,0.990619,4,170
13734,12159,0,48140,37152,5096,0,30368,0,8684,0,3.447556,-2.019926,0.99126,3,170
18720,0,0,66341,38304,5400,1728,27744,0,11592,0,2.735958,-1.204619,0.988713,2,170
12567,0,0,47432,31518,8965,1898,20574,0,12155,13735,1.931746,-0.436987,0.991565,1,170
0,0,0,0,0,5699,2340,0,0,0,4418,-0.991724,-8.492124,0.999883,8,12
44833,0,35532,0,0,2340,0,0,0,0,7809,-1.553428,-7.837833,0.971781,7,12
55900,0,0,0,0,11454,5624,0,0,0,4365,-4.756557,-5.117765,0.966604,6,12
40112,0,90804,0,0,13440,9699,21172,0,0,3960,-3.964666,-4.499312,0.989399,5,12
64225,0,55342,0,0,0,4554,0,0,0,1715,-5.239507,-7.403813,0.985203,9,12
56034,0,0,0,0,0,3648,0,0,0,2379,-5.910256,-8.082859,0.984873,10,12
40068,0,96535,0,0,8580,6815,30192,0,0,8262,-1.215957,-4.826065,0.982093,4,12
22496,0,85608,0,0,8748,5100,11011,0,0,7155,-1.436374,-3.715483,0.989676,3,12
27306,0,40610,0,0,10282,7650,0,0,0,0,-2.856537,-0.765149,0.978957,2,12
0,0,0,0,0,4200,2520,0,0,5586,0,2.529752,-9.412517,0.988585,9,47
0,2852,0,0,0,1792,5280,164920,0,6760,0,4.396523,-7.849767,0.976323,8,47
0,6018,0,27000,9292,3002,0,87482,0,6486,0,4.442559,-6.587936,0.982426,7,47
0,8748,0,52525,43050,3465,0,68796,0,7150,0,4.367256,-5.451322,0.979731,6,47
1485,0,0,0,9222,0,0,7260,0,46311,22800,0.747752,8.350739,1.000941,8,145
4280,18495,0,0,7098,13386,0,3168,0,37440,31395,0.89391,8.972225,0.977921,9,145
3813,52699,0,0,7776,15890,0,0,0,34701,26814,1.069519,9.943266,0.992516,10,145
4148,66024,0,6528,7450,39059,0,6468,0,24360,48888,1.501368,10.897254,0.977841,11,145
4480,59454,0,5856,6027,28714,0,1518,0,18104,54672,1.972134,11.846705,0.985084,12,145
0,53066,0,11352,6006,15180,0,0,0,7719,54954,2.685583,12.729267,0.967199,13,145
3213,57918,0,8268,5453,0,0,1260,0,0,45816,2.91144,13.745879,0.987093,14,145
2340,43338,0,7176,4386,0,0,1485,0,0,28024,2.614734,14.778165,0.977918,15,145
6400,0,3854,0,0,0,0,2511,0,0,0,-3.488103,15.635509,0.978868,16,145
4662,0,5371,0,0,0,0,0,0,0,0,-3.818573,16.597231,0.995779,17,145
5166,21646,0,15768,11580,0,0,11940,0,21420,46569,4.851659,6.345936,0.981118,7,145
2691,21360,0,17175,12992,0,0,0,0,14040,21148,4.759132,5.125622,0.965477,6,145
6426,15438,0,19276,13392,5928,0,6288,0,11440,8190,4.488881,3.900911,0.983235,5,145
6380,18249,0,21021,17850,7436,0,16380,0,13585,888,4.291601,2.532843,0.987585,4,145
9776,14400,0,37875,30268,3916,0,24174,0,9976,0,3.792988,-1.175404,0.993475,3,145
7878,14910,0,30597,21096,2064,0,15064,0,11078,3432,2.993129,0.190221,0.99361,2,145
2697,31680,0,6732,4223,0,0,2898,0,32155,2366,6.890609,12.815583,0.999882,14,154
3708,28906,0,8268,6149,0,0,3456,0,27232,16128,6.407287,12.377448,0.981803,13,154
3115,71024,0,6751,7592,11394,0,9858,0,48792,49476,5.816735,11.620645,0.970695,12,154
3458,42672,0,8650,6160,16920,0,4800,0,34398,64400,5.078351,10.805479,0.989026,11,154
3600,34689,0,10680,4048,7498,0,5560,0,28797,62050,4.519961,10.012284,0.982579,10,154
3219,28026,0,12025,6068,8249,0,0,0,31518,47478,3.936639,9.19205,0.978721,9,154
3740,36296,0,12736,6300,10846,0,7912,0,27280,34780,3.522697,8.256928,0.979832,8,154
3240,37744,0,14688,6552,5292,0,3770,0,28120,23750,3.374917,7.2191,0.975327,7,154
3120,31106,0,17940,7015,3774,0,11773,0,22880,27755,3.400143,6.084295,0.991818,6,154
5016,25207,0,17496,7452,7350,0,13440,0,18788,30076,3.641847,4.766096,0.974771,5,154
2900,39192,0,6123,3564,0,0,5265,0,0,55335,3.004445,14.754131,0.982112,15,154
5304,0,3645,0,0,0,0,0,0,0,0,-5.584273,15.008817,0.97994,16,154
0,0,4096,0,0,0,0,0,0,0,0,-8.476383,14.745147,0.983377,17,154
0,0,5124,0,0,0,0,0,0,0,0,-7.950848,16.161647,0.963854,18,154
2144,27544,0,13872,9680,9078,0,0,0,22960,48633,4.795813,7.374252,0.986986,8,176
4884,30450,0,14628,9381,2924,0,2904,0,24645,40592,4.604871,6.489694,0.984535,7,176
2310,24288,0,17472,7852,2021,0,7440,0,17316,34854,4.29669,5.454208,0.988228,6,176
7560,20202,0,21894,13910,0,0,12159,0,13975,26488,4.24992,4.203252,0.97553,5,176
7840,19270,0,21930,14632,6300,0,16704,0,8965,7395,4.116259,2.823487,0.974621,4,176
0,8100,0,0,19952,1748,0,124938,0,5358,0,6.348136,-6.466097,0.9819,9,176
27324,0,58695,0,0,9576,9690,16640,0,0,8058,-2.644565,-2.96949,0.983794,3,176
0,0,0,0,0,3465,2345,0,0,5760,0,3.512327,-9.402232,0.992871,10,176
0,0,0,0,0,1247,2604,0,0,3750,0,2.791334,-10.643452,0.983392,11,176
0,0,0,0,0,4680,3248,0,0,0,3300,-3.606249,-11.448442,0.977925,12,176
0,0,0,0,0,0,4060,0,0,0,2976,-5.992993,-11.55978,0.994568,13,176
4590,0,0,0,8268,8836,8175,0,0,20328,13725,0.865492,6.225893,0.830726,6,1
4896,0,0,11178,6520,9632,6380,0,0,19602,13440,1.224015,5.859429,0.818955,5,1
6762,14442,0,19140,11098,8517,4588,0,0,10388,13268,2.027676,4.565805,0.809352,4,1
2700,21252,0,8900,7216,0,0,0,0,17748,25662,4.129384,5.670279,0.812434,7,1
0,16434,0,11160,7450,0,0,6279,0,14960,28416,4.31057,6.780274,0.823914,8,1
2736,24056,0,8056,5624,7912,0,7650,0,19976,34880,4.717426,7.722316,0.816844,9,1
264,17822,0,8060,5400,0,0,6000,0,18316,46101,5.332447,8.492047,0.828131,10,1
2400,22120,0,7650,6165,8428,0,5624,0,20382,45880,5.796953,9.424665,0.818858,11,1
2790,25632,0,6210,4750,12876,0,5499,0,29160,38850,6.115951,10.349333,0.819681,12,1
2850,23305,0,0,3294,5760,0,0,0,21128,13098,6.66061,11.182116,0.819722,13,1
0,0,0,0,3248,0,0,0,0,0,53120,1.345659,13.939967,0.812007,14,1
0,0,0,4454,3024,0,0,0,0,0,36091,2.420285,14.806692,0.822721,15,1
1876,2640,0,2828,2310,0,0,0,0,0,0,3.568158,15.649261,0.82942,16,1
0,0,0,1566,1078,0,0,0,0,0,0,4.664837,16.37911,0.819884,17,1
28864,0,57327,0,0,5720,4836,0,0,0,3267,-2.471847,-6.139412,0.830726,6,52
38304,0,0,0,0,5687,4403,0,0,0,2784,-2.519355,-6.560892,0.823176,7,52
47458,0,14875,0,0,2607,3955,0,0,0,0,-2.499112,-7.627293,0.821088,8,52
0,0,0,0,0,4485,2590,0,0,0,3850,-2.592883,-8.635593,0.82595,9,52
0,0,0,0,0,3827,2485,0,0,0,3888,-2.772059,-9.644569,0.818001,10,52
0,0,0,0,0,1692,1504,0,0,0,2375,-2.753357,-10.69436,0.820591,11,52
28912,0,0,0,0,2240,2976,18018,0,0,3569,-0.183484,-5.957389,0.825982,5,52
25146,0,0,0,6579,2937,3025,25470,0,6251,6439,0.293447,-4.973467,0.823119,4,52
21375,0,0,23232,44660,3762,2760,0,0,7535,6300,1.284251,-3.764675,0.814261,3,52
4747,0,0,35712,32832,2028,4361,0,0,7191,8456,1.373048,-2.655027,0.818765,2,52
9620,0,0,45353,17510,4389,4557,0,0,6400,6486,1.461916,-1.328811,0.825476,1,52
8798,6674,0,23652,29100,0,0,28764,0,4160,0,6.864168,-2.450259,0.822429,7,174
0,2145,0,27720,32300,576,0,47520,0,4200,0,7.189609,-3.551217,0.828998,8,174
0,4120,0,11385,23808,0,0,72072,0,3680,0,7.636682,-4.778655,0.825132,9,174
0,1640,0,0,0,810,0,120060,0,3150,0,7.997449,-6.042341,0.82582,10,174
0,1914,0,0,0,1152,0,168912,0,3016,0,8.17477,-7.375785,0.822148,11,174
0,0,0,0,0,0,0,34830,0,3894,0,2.806369,-6.402853,0.820838,6,174
17892,0,0,0,12669,4025,3600,0,0,4920,0,1.478812,-5.794295,0.82696,5,174
16849,0,0,0,30738,4522,2880,27232,0,6192,5838,1.139412,-4.835876,0.824379,4,174
14910,0,23157,0,0,12580,6200,8910,0,0,0,-3.921012,0.427041,0.821997,3,174
17472,0,25935,0,0,4590,8745,6533,0,0,7830,-2.952881,-0.380855,0.820042,2,174
10260,0,25824,0,9798,3864,7832,8319,0,0,5698,-1.800676,0.868381,0.821981,1,174
0,3920,0,0,0,2047,0,0,0,2772,0,5.223617,-10.814089,0.82841,12,174
7134,10974,0,18600,17570,1680,0,17136,0,7803,0,3.258198,-0.644481,0.829773,3,175
4042,7191,0,24464,18075,0,0,13800,0,6321,0,4.018899,0.016987,0.818123,4,175
4620,10431,0,18788,12042,0,0,18387,0,4836,0,4.960313,0.892367,0.820841,5,175
4587,0,0,14960,14697,6138,0,0,0,8850,0,5.731643,1.834894,0.809777,6,175
0,7744,0,6848,11058,3332,0,15336,0,9063,0,6.485095,2.669141,0.821794,7,175
0,3995,0,26705,22644,0,0,59432,0,4680,0,5.767325,-5.623005,0.822571,8,175
0,4270,0,0,0,0,0,120458,0,1984,0,5.699529,-6.972599,0.820001,9,175
0,0,0,0,0,0,2254,46189,0,0,0,4.12497,-9.111742,0.817909,10,175
2210,18368,0,4836,5576,0,0,0,0,10692,44341,5.289509,9.645173,0.821322,11,175
2436,28152,0,0,3432,3726,0,4446,0,26688,35478,5.544037,10.647799,0.825678,12,175
2607,41416,0,6302,4674,4128,0,0,0,21750,27722,5.574454,11.761624,0.813582,13,175
2349,15170,0,5418,3762,0,0,0,0,14399,3569,5.813096,12.763734,0.826949,14,175
3429,0,3306,0,0,0,0,0,22684,0,7425,-7.602358,12.970072,0.824616,15,175
909,0,3360,0,0,0,0,0,0,0,0,-7.683127,14.072411,0.818699,16,175
0,0,3234,0,0,0,0,0,0,0,0,-7.825802,15.130647,0.828473,17,175
0,0,3069,0,0,0,0,0,0,0,0,-8.218254,16.046855,0.807755,18,175
0,3531,0,0,0,874,910,130032,0,2044,0,8.543996,-9.922865,0.830726,13,45
0,3640,0,0,0,0,0,140208,0,1536,0,8.413595,-9.90371,0.815612,12,45
0,0,0,0,0,1780,0,0,0,0,0,5.160335,-10.793026,0.825253,11,45
0,2727,0,0,0,144,0,154580,0,3162,0,6.991337,-8.482012,0.817819,10,45
0,3913,0,0,0,0,0,140610,0,3103,0,6.990965,-7.088067,0.817007,9,45
0,3854,0,0,16764,2739,0,85008,0,3078,0,6.806151,-5.826273,0.822249,8,45
0,5371,0,35292,37118,0,0,56718,0,4446,0,6.538318,-4.579916,0.820759,7,45
9735,4587,0,23716,39360,0,0,41724,0,4758,0,6.138234,-3.319377,0.82043,6,45
6820,7600,0,20826,14382,713,0,26418,0,4794,0,5.842502,-1.287112,0.820757,5,45
3440,0,0,15960,11200,6384,0,14008,0,0,0,4.541419,2.067645,0.824431,4,45
3626,0,0,24700,16279,0,0,15688,0,7661,0,3.840311,1.105453,0.812904,3,45
6627,0,12012,0,6612,12331,20090,0,0,0,2960,-1.968065,5.260921,0.830726,5,27
7800,0,13650,0,7616,12524,18018,0,0,0,7110,-2.031898,4.54616,0.82474,4,27
8232,0,16275,0,8382,11346,14076,0,0,0,1786,-1.985951,3.443691,0.827174,3,27
10500,0,14940,0,8646,9856,12672,6201,0,0,6520,-1.893464,2.323069,0.813514,2,27
10944,0,9211,0,11094,8856,10150,9308,0,0,5889,-1.912276,0.572119,0.824351,1,27
34008,0,48384,0,0,4522,3075,14625,0,0,0,-3.281359,-5.070116,0.816813,6,27
38016,0,34632,0,0,0,2541,0,0,0,2574,-3.702171,-5.95211,0.826012,7,27
43920,0,41789,0,0,6630,3213,0,0,0,1988,-4.479866,-6.687513,0.819925,8,27
0,0,0,0,0,3008,0,90077,0,4107,0,5.371485,-7.22524,0.823897,9,27
3712,41008,0,8478,5120,0,0,2296,0,0,37742,2.423537,13.790478,0.938497,14,335
3565,40250,0,8990,5248,0,0,1517,0,0,39294,2.425072,13.788063,0.930629,13,335
0,60720,0,8640,5265,6188,0,1073,0,14935,40071,2.870781,12.627299,0.931816,12,335
0,60048,0,7216,1548,21402,0,0,0,29887,61940,3.511832,11.446146,0.92335,11,335
3705,26574,0,9072,5564,9020,0,8372,0,22790,65016,4.978424,9.786383,0.926051,10,335
1975,0,0,11284,6355,5850,0,0,0,31360,38077,4.02674,9.142771,0.924159,9,335
5187,18500,0,7667,7040,7470,0,6762,0,22032,38880,3.024259,8.45629,0.929526,8,335
5282,38646,0,15990,9464,0,0,0,0,19701,30400,2.463612,7.577802,0.928156,7,335
6815,24985,0,15111,10325,15450,0,11316,0,21680,26790,2.076311,6.681158,0.916865,6,335
6624,13150,0,19680,10206,10088,0,6321,0,20008,20169,1.623762,5.746444,0.933365,5,335
7889,0,0,14280,12060,7182,9440,4832,0,16498,19422,1.062825,4.857796,0.93087,4,335
4056,0,0,0,3840,0,0,0,0,0,6125,1.188456,14.986456,0.92541,15,335
0,0,0,0,4165,0,0,0,0,0,0,0.665883,16.004623,0.918101,16,335
4232,3013,0,21360,10535,0,12224,8865,0,15120,14916,1.947886,3.470107,0.926708,3,335
2064,0,0,32184,13166,7482,0,9800,0,14421,16669,1.170232,2.721364,0.917436,2,335
0,0,0,4375,3960,0,0,0,0,0,0,7.897809,15.089679,0.905479,17,335
12154,0,16717,0,0,18316,18557,5610,18752,0,4290,-4.320674,3.609022,0.938497,5,37
13860,0,18802,0,0,16786,17784,7849,0,0,6760,-4.049733,2.889526,0.919631,4,37
13824,0,17424,0,0,14544,14280,9516,0,0,0,-3.624935,1.668945,0.936332,3,37
20750,0,22680,0,0,10492,8319,0,0,0,6355,-2.898877,-0.726742,0.912292,2,37
5538,0,10788,0,0,26488,52765,0,0,0,13515,-1.299292,10.042222,0.938497,10,22
5628,0,8802,0,0,34335,25208,0,0,0,28776,-1.577856,10.905928,0.906968,11,22
3960,0,5733,0,0,21996,1456,0,0,0,0,-2.064861,11.858205,0.920819,12,22
5850,0,0,0,0,35934,0,0,0,0,30847,-2.135138,12.850233,0.922163,13,22
4182,0,5760,0,0,14960,0,1380,0,0,42656,-1.144256,13.969865,0.928335,14,22
0,0,0,0,5376,0,0,4165,0,0,15184,0.823719,14.977832,0.920983,15,22
1152,21400,0,6300,3534,0,0,0,0,0,1785,4.127595,15.474145,0.928449,16,22
475,0,0,2584,1769,0,0,0,0,0,0,4.761732,16.324838,0.918326,17,22
624,0,0,2592,3136,0,0,3075,0,0,0,5.419017,17.183725,0.934818,18,22
0,71996,0,13432,2904,20418,0,6090,0,38544,41860,2.035529,9.782769,0.920117,9,22
6254,58598,0,13870,7314,21200,0,9240,0,38481,44023,2.504504,8.644108,0.900996,8,22
0,0,11078,0,3649,25632,35510,0,1568,0,0,-3.217264,7.289858,0.922278,7,22
5922,0,12200,0,2915,22616,28896,0,0,0,0,-2.765152,6.360347,0.933161,6,22
7568,0,12626,0,2852,20252,28500,0,0,0,0,-2.199332,5.554038,0.925523,5,22
0,0,21294,0,5778,15075,23760,0,0,0,5720,-1.537818,4.754169,0.92237,4,22
7826,0,19092,0,6000,13869,18056,0,0,0,2772,-1.581265,3.658335,0.920661,3,22
11977,0,0,0,11200,11426,14840,4212,0,0,8925,-2.044202,2.165868,0.924724,2,22
11375,0,19656,0,12576,10856,12610,4859,0,0,6342,-1.859364,0.681317,0.923986,1,22
5304,0,0,24768,26226,6665,1260,10868,0,12127,13845,1.935793,-0.315393,0.925564,1,19
12663,0,0,50160,26877,7700,1311,13794,0,11403,14430,1.941444,-0.523043,0.913463,2,19
16500,0,0,48048,41772,5005,5712,17712,0,8856,10320,1.955355,-2.297997,0.91781,3,19
20584,0,0,39192,62757,7752,5632,0,0,10143,5720,1.591899,-3.687508,0.923978,4,19
33488,0,0,0,0,9522,7672,44020,0,0,8056,-0.144089,-5.003288,0.922441,5,19
30260,0,57528,0,0,4410,5434,13719,0,0,0,-3.171594,-5.102385,0.927044,6,19
18723,0,0,11921,45390,5130,4100,4455,0,7446,5247,1.493406,-4.842202,0.925564,5,18
39620,0,0,0,28077,5240,4743,49236,0,7007,689,1.375601,-5.874554,0.923809,6,18
0,0,0,0,0,4059,4032,0,0,6664,0,1.365545,-6.881961,0.924694,7,18
0,0,0,0,0,4026,3204,0,0,5720,0,1.307432,-7.94623,0.928121,8,18
0,0,0,0,0,4320,2090,0,0,5934,0,1.05829,-8.9404,0.910733,9,18
0,0,0,0,0,6667,0,0,0,0,5002,-2.491178,-9.694576,0.902017,10,18
0,0,0,0,0,2550,3658,0,0,0,0,-3.594736,-10.417688,0.930697,11,18
6669,0,68912,0,0,8058,6840,22616,0,0,5880,-2.895053,-4.056447,0.932066,4,18
0,0,44156,0,0,14118,8413,0,0,0,0,-3.801767,-1.227011,0.908988,3,18
13986,0,26784,0,6528,7097,13800,9537,0,0,6765,-2.693358,1.226294,0.915894,2,18
12480,0,26274,0,12649,6726,8878,9200,0,0,0,-1.652311,1.111817,0.932142,1,18
4824,0,4958,0,0,48208,10792,0,0,0,25025,-2.374273,11.792126,0.929235,12,18
5895,0,0,0,0,40186,0,2400,0,0,36960,-3.170058,12.62287,0.910374,13,18
4216,0,3895,0,0,29593,0,0,0,0,41895,-1.546804,13.914537,0.915801,14,18
3712,0,0,0,0,0,0,0,0,0,0,-0.788631,14.988848,0.925343,15,18
2850,0,0,0,3828,0,0,0,0,0,0,-0.270496,16.006821,0.925493,16,18
35152,0,90514,0,0,6248,4620,18096,0,0,4625,-1.371426,-6.020348,0.927438,6,32
44147,0,56320,0,0,4865,3072,26394,0,0,4046,-1.390121,-5.833055,0.912592,5,32
27118,0,84546,0,0,7488,6068,26790,0,0,5040,-1.604302,-4.717424,0.929195,4,32
28600,0,67636,0,0,8268,8640,20007,0,0,6364,-2.403729,-3.151864,0.927913,3,32
23644,0,42827,0,0,5520,8721,0,0,0,7546,-2.36329,-1.84455,0.926604,2,32
36036,0,26537,0,0,0,5100,0,0,0,2728,-5.618638,-4.185259,0.932231,7,32
56970,0,74817,0,0,0,5207,0,0,0,0,-5.692988,-5.625931,0.923108,8,32
3552,0,3915,0,0,23650,0,0,0,0,0,-2.980406,14.271491,0.942882,14,252
2088,0,5206,0,0,29193,0,0,0,0,30804,-2.867793,13.670196,0.931176,13,252
6500,0,6525,0,0,53130,0,0,0,0,33345,-2.75574,12.647843,0.930203,12,252
6713,0,4815,0,0,44720,8829,0,0,0,31024,-2.459893,11.737065,0.919391,11,252
6063,0,5490,0,0,31713,45120,2940,0,0,0,-2.24536,10.75269,0.93996,10,252
5265,0,9180,0,3036,32550,55590,0,0,0,13104,-2.143889,9.763012,0.938604,9,252
2842,0,0,0,0,0,0,0,0,0,3872,0.353143,14.999427,0.932231,15,252
3915,39330,0,11937,7728,0,0,6318,0,26344,33660,2.96354,8.472258,0.925181,8,252
5040,39330,0,15300,9010,0,0,8300,0,28033,28324,2.417949,7.56493,0.931952,7,252
8151,47382,0,25560,13940,10920,0,0,0,35306,40150,2.320065,6.604187,0.908774,6,252
2816,42082,0,3564,5207,0,0,0,0,2212,0,7.804933,13.976899,0.938029,16,252
17812,0,39445,0,0,6048,10856,7072,0,0,7776,-2.449506,-0.812376,0.930269,2,2
17710,0,47730,0,0,7316,10208,0,0,0,7065,-2.552191,-1.615657,0.93705,3,2
22357,0,60048,0,0,8802,8211,8505,0,0,6468,-2.716535,-3.009559,0.934904,4,2
34335,0,62288,0,0,9204,6732,32116,0,0,6006,-2.879863,-4.099367,0.924202,5,2
32806,0,73530,0,0,7450,6624,7672,0,0,5304,-2.987393,-5.261,0.935574,6,2
69552,0,67304,0,0,4284,5600,0,0,0,4716,-2.958684,-6.358539,0.919884,7,2
90504,0,62677,0,0,4028,4389,0,0,0,4059,-2.695256,-7.542101,0.917954,8,2
0,0,0,0,0,4653,4329,0,0,0,4410,-2.469898,-8.670695,0.932475,9,2
0,0,0,0,0,3382,3255,0,0,0,5104,-2.446827,-9.741076,0.923606,10,2
