Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,Camera_0040,Camera_0041,Camera_0042,Camera_0043,Camera_0044,Camera_0045,Camera_0046,Camera_0047,Camera_0048,Camera_0049,Camera_0050,x_position,y_position,z_position,unit_distance_from_origin,unit_id
3710,12159,0,0,17043,3861,0,0,0,0,0,0,16200,3131,11776,0,10545,0,0,0,7426,0,7515,0,2929,1540,0,4403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56700,0,0,0,27156,0,-15.188787,-7.567284,0.873141,16,20
4620,10146,0,0,24624,6716,0,0,0,0,0,0,18615,3430,8568,0,10679,0,0,0,10850,0,2500,0,4429,1275,0,3502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37200,0,-14.411077,-6.925675,0.870651,15,20
2310,8225,3,0,12320,6493,0,0,0,30,0,0,11988,1950,6762,0,6808,0,0,0,5148,0,476,0,1872,1919,0,4940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27720,0,-13.59897,-6.281897,0.885391,14,20
4095,7920,54,0,13104,9280,0,0,0,160,0,0,18530,2943,4352,0,11765,2268,0,0,8470,0,12627,0,3564,77,0,5382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27740,0,-12.748255,-5.711248,0.88244,13,20
3180,8856,0,0,11480,8692,0,0,0,2037,0,0,14910,3410,6762,0,9612,3672,0,0,6688,0,12862,0,312,0,0,6390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41475,0,-11.891988,-5.154267,0.873253,12,20
4515,7497,391,0,14325,11484,0,0,0,3744,0,13132,5705,5016,5576,0,10850,4480,0,0,8550,0,16147,0,4558,0,0,6688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79550,0,-11.084813,-4.506587,0.874385,11,20
1540,6644,551,0,9435,9828,0,0,0,2060,0,2080,5940,3712,5187,0,7920,3795,0,0,4530,0,21586,0,1600,0,0,7426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50737,0,-10.251811,-3.803112,0.881428,10,20
3672,6248,660,0,8996,1548,0,0,0,4343,0,16856,0,2952,3740,0,12528,3808,0,0,8940,0,14016,0,1166,0,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.468113,-3.16451,0.878343,9,20
2438,6300,777,0,8379,0,0,0,0,427,0,11907,0,0,1200,0,8650,4080,0,0,6258,0,27720,0,712,0,0,8722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.59128,-2.503083,0.873631,8,20
3255,5226,198,0,4692,0,0,0,0,1404,0,8865,0,0,3286,0,10850,5040,0,0,6556,0,0,0,1140,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.867288,-1.445837,0.876049,7,20
4700,4588,0,0,6072,0,0,0,0,3201,0,16999,0,0,3150,0,0,6566,0,0,9849,0,0,0,4312,0,21420,13952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,-6.983273,-0.161791,0.870415,6,20
2987,3596,0,0,4736,0,0,0,0,680,0,11457,0,0,650,0,0,4590,0,0,6364,0,0,0,1026,0,18984,14656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2407,0,0,0,66960,0,0,-5.959574,-0.019405,0.876932,5,20
5236,30992,5,0,0,3510,0,0,140,1975,0,0,4592,2106,39560,0,8748,255,0,5310,6909,0,203,0,2106,5616,0,2158,0,0,0,0,0,72230,0,0,0,0,0,0,0,0,0,0,0,13132,0,60344,0,8288,0,-19.044995,-14.614052,0.87321,24,20
0,25410,16,0,0,2508,0,0,68256,1771,45955,0,4048,1422,50927,0,108,224,0,2599,0,0,10,0,1817,3450,0,1825,0,0,0,0,0,46320,0,0,0,0,0,0,0,0,0,0,0,9666,0,29756,0,7584,0,-19.589014,-15.571532,0.875506,25,20
0,20172,25,0,0,1736,0,0,92700,2100,102858,0,4160,1357,46818,0,0,336,0,2180,0,0,168,0,2002,4902,0,2125,0,0,0,0,0,45666,0,0,0,0,0,0,0,0,0,0,0,9405,0,32600,0,6795,0,-20.140143,-16.499734,0.873707,26,20
0,6825,90,0,0,1674,0,0,64533,512,66679,0,9333,1323,97856,0,0,336,0,3120,0,0,1944,0,1425,3472,0,1968,0,0,0,0,0,25896,0,0,0,0,0,0,0,0,0,0,0,7248,0,24108,0,6292,0,-20.712632,-17.338605,0.884704,27,20
0,0,143,0,0,1600,0,0,68376,1387,86172,0,0,1725,115425,0,0,294,0,3366,0,0,2544,0,1480,3960,0,1920,0,0,0,0,0,29403,0,0,0,0,0,0,0,0,0,0,0,7854,0,21409,0,6720,0,-21.412472,-18.051503,0.870504,28,20
0,0,132,0,0,425,0,0,68452,1152,100204,0,0,1533,0,0,0,352,0,2522,0,0,1691,0,1512,3270,0,1794,0,0,0,0,0,20592,0,0,0,0,0,0,0,0,0,0,0,5863,0,16104,0,5586,0,-22.037528,-18.911189,0.881162,29,20
5248,5538,0,40,10672,0,0,0,0,1296,0,17792,0,0,3364,0,7110,0,0,0,5244,5632,84420,0,15,0,0,16800,0,4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7644,0,0,0,84373,0,0,-4.080253,-2.572088,0.94409,4,59
4060,4522,0,156,4727,0,0,0,0,0,0,16848,0,0,2442,0,0,3588,0,0,7152,0,0,0,0,0,9520,15250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5328,0,0,0,70618,0,0,-4.963894,-0.632664,0.93531,5,59
3564,4572,0,221,6762,0,0,0,0,0,0,10962,0,0,3052,0,0,7595,0,0,6042,0,0,0,0,0,10148,16554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6912,0,0,0,7497,0,0,-5.850266,1.442862,0.933784,6,59
3296,4674,240,0,6348,0,0,0,0,0,0,9400,0,0,3392,0,0,9018,0,0,9558,0,0,0,0,0,14490,15504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.38519,2.918251,0.936266,7,59
2940,4056,45,0,5676,0,0,0,0,0,0,9570,0,0,3296,0,0,7380,0,0,0,0,0,0,0,0,20070,36176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.73212,4.333462,0.928481,8,59
3290,3663,0,0,4292,0,0,0,0,0,0,9617,0,11070,700,0,0,14280,0,0,0,0,0,11658,0,0,12738,58560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.256622,6.517576,0.927327,9,59
3094,2940,0,0,3330,0,0,0,0,0,0,9204,0,9477,1472,0,0,13950,0,0,0,0,0,7776,0,0,10716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24816,-6.133885,7.930948,0.929215,10,59
2436,4998,0,0,5088,0,0,0,0,0,0,5402,0,9130,3128,0,0,16692,0,0,0,0,0,14080,0,0,19570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9900,-6.747044,8.694093,0.920448,11,59
2550,2678,0,0,2944,0,0,6160,0,0,0,6063,0,9737,2392,0,0,13356,0,0,0,0,0,6520,0,0,9312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,-7.424016,9.443435,0.930549,12,59
2240,3000,0,0,3069,0,0,5760,0,0,0,5418,0,7040,1566,0,0,26077,0,0,0,0,0,3927,0,0,11466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16974,-7.357413,10.729178,0.922524,13,59
1863,2646,8,0,2813,0,0,2976,0,0,0,558,0,7176,2403,0,0,31383,0,0,0,0,0,684,0,0,5192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4116,-7.522176,11.811582,0.936337,14,59
1104,2280,7,0,2156,0,0,1551,0,0,0,116,0,432,2236,0,0,38092,0,0,0,0,0,1476,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4214,-7.677915,12.905421,0.921541,15,59
520,1953,27,180,2610,0,0,812,0,0,0,0,0,0,1530,0,0,54672,0,0,0,0,0,442,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.638138,14.110881,0.938335,16,59
0,546,78,104,2150,0,0,700,0,0,0,0,0,0,2187,0,0,77672,0,0,0,0,0,576,0,0,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.606734,15.210677,0.92118,17,59
0,0,600,126,1162,0,0,437,0,0,0,0,0,0,352,0,0,91390,208,0,0,0,0,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.665339,16.360451,0.937888,18,59
0,84,0,126,705,0,0,600,0,0,0,125,0,0,352,0,0,88572,700,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.509779,17.454824,0.921115,19,59
0,120,140,143,553,0,0,529,0,0,0,132,0,0,180,0,0,66600,209,0,0,0,0,0,0,0,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.58495,18.539761,0.934072,20,59
0,252,8,264,66,0,0,161,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,4,0,0,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.721889,19.534894,0.917684,21,59
0,132,182,0,1491,0,0,0,0,0,0,126,0,0,15,0,0,0,266,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.734288,20.640242,0.93716,22,59
0,168,160,770,285,0,0,0,0,0,0,175,0,0,240,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.725108,21.696613,0.930146,23,59
0,8,48,396,1120,0,0,0,0,0,0,66,0,0,270,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.842664,22.71497,0.921915,24,59
0,104,4292,144,1330,0,0,0,0,0,0,8,0,0,36,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.750223,23.773445,0.937529,25,59
0,32,9130,7056,305,0,0,0,0,0,0,72,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,10858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.732955,25.118272,0.934205,26,59
1111,3024,0,0,5502,0,0,0,0,0,0,0,0,0,1827,0,0,0,0,0,0,19110,0,0,0,0,4672,0,0,32844,0,31977,0,0,0,0,12033,0,0,0,0,0,0,0,3424,0,0,0,11607,0,0,2.530577,4.015874,0.944497,4,64
4332,2120,0,0,3875,0,0,0,0,0,0,19359,0,0,1305,0,0,5928,0,0,0,13420,0,0,0,0,6450,115810,0,28635,0,34216,0,0,0,0,0,0,0,0,0,0,0,0,2889,0,0,0,10125,0,6175,0.866168,4.931431,0.938273,5,64
3675,2650,2616,0,3120,0,0,0,0,0,0,14697,0,0,1848,0,0,4002,0,0,0,14112,0,0,0,0,7040,86710,0,35062,0,969,0,0,0,0,0,0,0,0,0,0,0,0,3190,0,0,0,14942,0,16999,-1.057482,5.919514,0.936229,6,64
3131,2730,0,0,3042,0,0,0,0,0,0,11590,0,0,1958,0,0,12,0,0,0,0,0,1265,0,0,3168,80808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,0,0,0,17068,0,22599,-2.373709,6.60694,0.935185,7,64
3072,2970,0,0,4104,0,0,0,0,0,0,9800,0,0,2340,0,0,0,0,0,0,0,0,7546,0,0,7224,79913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4128,0,0,0,14235,0,32318,-3.523034,7.218919,0.931893,8,64
2232,2730,16,0,3024,0,0,0,0,0,0,7260,0,16,2116,0,0,0,0,0,0,0,0,8268,0,0,8234,26840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,28634,-4.830938,7.622833,0.935837,9,64
3204,4876,0,0,5720,0,0,0,0,0,0,6776,0,7722,300,0,0,14690,0,0,0,0,0,9020,0,0,11102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32011,-6.007363,7.998093,0.932697,10,64
2697,3016,0,0,3531,0,0,0,0,0,0,7104,0,10092,108,0,0,18088,0,0,0,0,0,6520,0,0,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14202,-6.696798,8.791521,0.930442,11,64
2210,3570,0,0,3640,0,0,8360,0,0,0,4118,0,8036,450,0,0,22270,0,0,0,0,0,8000,0,0,11907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26250,-6.983751,9.772197,0.927634,12,64
2075,2871,0,0,3069,0,0,6048,0,0,0,1860,0,7980,2430,0,0,27249,0,0,0,0,0,266,0,0,8280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11834,-7.060006,10.952753,0.938892,13,64
1728,2328,0,0,2813,0,0,5453,0,0,0,128,0,2365,759,0,0,32926,0,0,0,0,0,222,0,0,6825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,-7.106702,12.066779,0.92947,14,64
195,900,0,192,2576,0,0,187,0,0,0,0,0,0,1600,0,0,43152,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.226009,13.145116,0.935634,15,64
0,2116,0,196,2639,0,0,23,0,0,0,0,0,0,960,0,0,56658,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.383845,14.243623,0.930432,16,64
0,1008,72,154,2349,0,0,588,0,0,0,0,0,0,1224,0,0,76946,0,0,0,0,0,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.441921,15.327597,0.937966,17,64
0,400,300,130,1596,0,0,616,0,0,0,19,0,0,840,0,0,85440,476,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.505578,16.373372,0.923784,18,64
0,156,0,154,1863,0,0,504,0,0,0,155,0,0,0,0,0,87360,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.688963,17.423653,0.935915,19,64
0,56,348,117,1275,0,0,315,0,0,0,70,0,0,494,0,0,79716,228,0,0,0,0,0,0,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.946741,18.366801,0.937005,20,64
0,375,0,540,1694,0,0,102,0,0,0,24,0,0,14,0,0,1827,90,0,0,0,0,27,0,0,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.092505,19.383238,0.92055,21,64
0,60,0,39,1575,0,0,0,0,0,0,4,0,0,289,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.347627,20.405156,0.931146,22,64
0,56,0,0,680,0,0,0,0,0,0,72,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.607508,21.381908,0.941931,23,64
21,0,0,75,323,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.693126,22.390868,0.920151,24,64
40,0,4107,608,420,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.812637,23.419156,0.933154,25,64
40,0,5256,1898,1449,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.085532,24.369879,0.936026,26,64
60,0,7400,8000,930,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12992,0,0,0,0,0,0,0,0,0,24444,0,0,0,0,0,0,0,0,-9.398053,25.361351,0.92507,27,64
2914,4524,20,0,4720,0,0,4300,0,0,0,7222,0,0,3885,0,0,22704,0,0,0,0,0,11078,0,0,16170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.101573,8.306943,0.995731,11,63
4050,4788,126,0,5763,0,0,11214,0,0,0,10132,0,0,4982,0,0,27816,0,0,0,0,0,13968,0,0,18723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.718925,8.259303,1.000072,12,63
2970,4012,117,72,4329,0,0,12950,0,0,0,7446,0,0,3379,0,0,17963,0,0,0,0,0,16400,3738,0,22188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.02606,8.295583,1.002147,13,63
2523,4366,0,110,2848,0,0,10175,0,0,0,6486,0,12900,3762,0,0,0,6768,0,0,0,0,14058,20678,0,28119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.26267,8.404804,0.999641,14,63
2494,5031,0,154,3990,0,0,12261,0,0,0,4746,0,29468,4578,0,0,0,8680,0,0,0,0,16478,23005,0,26631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.846143,9.226985,1.004822,15,63
2214,4218,234,540,1584,0,0,11200,0,0,0,4920,0,31312,4796,0,0,0,6650,0,0,0,0,15392,23430,0,31075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.270557,10.277066,1.001733,16,63
1920,4320,624,715,3162,0,0,13284,0,0,0,594,0,38752,4242,0,0,7920,5080,0,0,0,0,14208,26855,0,29982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.558711,11.466313,0.999399,17,63
2106,3597,0,528,3264,0,0,7084,0,0,0,725,0,45960,3604,0,0,0,5535,0,0,0,0,8944,33872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.905602,12.584593,1.000479,18,63
1776,3564,0,460,2992,0,0,6854,0,0,0,96,0,66440,968,0,0,0,3864,0,0,0,0,8869,50680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.308095,13.562868,1.002721,19,63
1420,3016,0,684,1736,0,0,5964,0,0,0,500,0,83996,0,0,0,0,4407,0,0,0,0,7222,32877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.604768,14.660546,0.999404,20,63
986,3686,0,560,2700,0,0,2530,0,0,0,120,0,112812,0,0,0,0,4033,0,0,0,0,13983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.888192,15.778123,1.00143,21,63
110,2291,0,234,2336,0,0,5658,0,0,0,21,0,0,0,0,0,0,3822,0,0,0,0,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.14668,16.849878,0.998946,22,63
64,1824,0,812,2295,0,0,4160,0,0,0,0,0,0,0,0,0,0,2970,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.630729,18.532027,0.998907,23,63
36,525,0,3400,2214,0,0,3538,0,0,0,98,0,0,0,0,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,-13.13388,20.087795,0.999912,24,63
44,560,378,5250,2054,0,0,4212,0,0,0,0,0,0,0,0,0,0,2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,-12.756673,21.519901,0.999518,25,63
0,792,90,4992,1638,0,0,3432,0,0,0,0,0,0,0,0,0,0,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7686,0,0,0,0,0,0,0,0,-12.422888,22.858261,1.001344,26,63
0,980,3510,14938,1550,0,0,3605,0,0,0,0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,26460,0,0,0,0,0,0,0,0,0,60040,0,0,0,0,0,0,0,0,-12.01404,24.223302,1.000179,27,63
0,952,10439,21037,1775,0,0,1395,0,0,0,0,0,0,0,0,0,0,2201,0,0,0,0,0,0,0,0,0,0,0,0,0,34638,0,0,0,0,0,0,0,0,0,58282,0,0,0,0,0,0,0,0,-11.586528,25.50105,1.001492,28,63
1,1431,12397,19700,0,0,0,1650,0,0,0,55,0,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,24717,0,0,0,0,0,0,0,0,0,37185,0,0,0,0,0,0,0,230,-10.829097,26.907721,0.998377,29,63
5390,0,598,11,30900,19018,5840,0,0,2550,0,0,7298,35,8855,0,6510,3379,0,29274,4968,720,32436,0,2196,0,0,9861,0,4588,0,0,0,0,0,0,0,90753,0,0,0,0,0,0,22227,0,0,0,0,0,0,-7.323719,-8.153516,1.000748,10,63
9291,0,1140,1421,48600,32616,10580,0,0,2442,0,0,10004,160,6512,0,6721,5328,0,36400,5418,7056,41360,0,975,0,0,17205,0,4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21483,0,0,0,0,0,0,-5.475608,-8.352778,0.998854,9,63
110,3150,52,432,2813,0,0,5215,0,0,0,720,0,70707,3535,0,0,0,4484,0,0,0,0,6981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.747826,14.219641,1.02198,18,46
126,3162,0,558,2256,0,0,6532,0,0,0,285,0,75402,880,0,0,0,4068,0,0,0,0,7056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.622963,15.040399,0.993555,19,46
120,3100,0,810,2576,0,0,5382,0,0,0,594,0,110656,2640,0,0,0,2847,0,0,0,0,5053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.59085,16.360386,1.013729,20,46
81,2688,0,2730,2262,0,0,5590,0,0,0,154,0,118440,2108,0,0,0,2945,0,0,0,0,2679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,-11.662301,17.465745,1.003771,21,46
3,2565,0,4606,2236,0,0,3810,0,0,0,0,0,99330,135,0,0,0,2880,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,-11.668509,18.721693,1.011331,22,46
28,2280,0,3696,1992,0,0,3172,0,0,0,0,0,0,26,0,0,0,3528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-11.738908,19.780827,1.001078,23,46
0,1632,0,4028,1944,0,0,768,0,0,0,0,0,0,0,0,0,0,2945,0,0,0,0,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-11.707979,21.032004,1.011495,24,46
0,1750,252,6420,1872,0,0,4144,0,0,0,0,0,0,0,0,0,0,2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.602964,22.157007,0.995006,25,46
0,1392,0,7134,1748,0,0,3161,0,0,0,0,0,0,0,0,0,0,2492,0,0,0,0,0,0,0,0,0,0,0,0,0,5037,0,0,0,0,0,0,0,0,0,30537,0,0,0,0,0,0,0,0,-11.638862,23.297099,1.013699,26,46
0,980,3384,10528,1554,0,0,3240,0,0,0,0,0,0,0,0,0,0,2610,0,0,0,0,0,0,0,0,0,0,0,0,0,12502,0,0,0,0,0,0,0,0,0,49728,0,0,0,0,0,0,0,0,-11.6726,24.39411,1.007767,27,46
1638,304,775,60,1092,0,0,624,0,0,0,0,0,0,437,0,0,100777,550,0,0,0,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,-9.010234,15.547806,1.00581,17,46
1920,270,812,0,2744,0,0,660,0,0,0,4284,0,3648,378,0,0,70074,483,0,0,0,0,9,0,0,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11580,-9.225247,14.278941,1.015119,16,46
2430,112,544,0,3069,0,0,1450,0,0,0,6450,0,4218,396,0,0,55074,1150,0,0,0,0,1221,0,0,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8170,-9.224624,13.071929,0.998502,15,46
2210,1457,180,0,3360,0,0,1260,0,0,0,4932,0,0,2190,0,0,37714,330,0,0,0,0,1295,0,0,2684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.180946,11.813586,1.016334,14,46
2552,3330,250,0,3080,0,0,4187,0,0,0,6486,0,0,2856,0,0,27412,0,0,0,0,0,518,0,0,6710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.151872,10.591606,0.991134,13,46
2492,2712,32,0,2430,0,0,8500,0,0,0,4672,0,0,2496,0,0,17816,0,0,0,0,0,9486,0,0,13282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.820625,9.455195,1.00886,12,46
1960,5480,24,117,4147,0,0,0,0,4234,0,4727,0,8448,5376,0,0,286,0,0,17963,0,0,0,4932,0,39648,18056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.379783,3.634249,1.01465,11,46
4455,7860,0,1400,10147,0,0,0,0,2520,0,8851,0,4420,7018,0,0,18522,0,0,15774,0,0,0,8723,0,28665,19536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.268388,3.912051,0.991846,10,46
