Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,x_position,y_position,z_position,unit_distance_from_origin,unit_id
0,6292,2100,0,21976,0,0,0,0,0,0,0,-3.156256,-12.668972,0.909568,13,199
0,7599,3007,0,27918,0,0,0,0,0,0,0,-3.925626,-13.469717,0.902231,14,199
0,7200,2726,0,28100,0,0,0,0,0,0,0,-4.399342,-14.347464,0.916019,15,199
0,0,1892,0,19028,0,0,0,0,0,0,0,-4.874157,-15.287413,0.915894,16,199
0,11929,2136,0,40890,0,0,0,0,0,0,0,-5.376172,-16.135651,0.898856,17,199
0,8568,2408,0,32132,0,0,0,0,0,0,0,-5.726457,-17.078398,0.914037,18,199
0,0,3892,0,0,0,0,0,29456,0,0,0,-0.328803,-3.980561,0.909058,3,199
0,0,7300,0,0,0,0,0,42350,0,0,0,0.762287,-2.890533,0.900593,2,199
0,0,8007,4070,0,0,0,0,39200,0,0,0,-1.400102,-1.390989,0.914363,1,199
0,0,7840,3888,0,0,0,0,29568,4320,0,0,-0.631954,-0.733868,0.908636,0,199
0,5624,1820,0,15540,0,0,0,0,0,0,0,-5.291341,-18.307482,0.907026,19,199
0,6204,1638,0,17253,0,0,0,0,0,0,0,-4.990844,-19.375716,0.907737,20,199
0,5280,2808,0,9384,0,0,0,0,0,0,0,-3.466016,-20.724232,0.906183,21,199
0,3100,2688,0,8815,0,0,0,0,0,0,0,0.500615,-14.507029,0.923051,14,249
0,4352,1920,0,14300,0,0,0,0,0,0,0,-0.627962,-13.963559,0.914887,13,249
0,4510,0,0,23564,0,0,0,0,0,0,0,-2.957307,-12.648463,0.912082,12,249
0,3937,2958,0,14528,0,0,0,0,0,0,0,0.030402,-11.974463,0.911071,11,249
0,7998,2678,0,486,0,0,0,0,0,0,0,-0.297268,-10.964935,0.899216,10,249
0,5130,3536,0,0,0,0,0,0,0,0,0,-0.530539,-9.968292,0.922957,9,249
0,4389,2077,0,0,0,0,0,0,0,0,0,0.148993,-8.984879,0.916622,8,249
0,0,3267,0,0,0,0,0,0,3136,0,0,0.883137,-7.912934,0.912301,7,249
0,0,3325,0,0,0,0,0,0,3724,0,0,1.653205,-6.778393,0.909972,6,249
16279,0,0,5490,0,0,0,0,24140,0,0,0,-5.785189,-1.447917,0.908519,5,249
13464,0,5544,4715,0,0,0,0,38830,0,0,0,-4.952656,-0.4464,0.912458,4,249
13490,0,9918,4360,0,0,0,0,28992,0,0,0,-3.945956,0.543107,0.917109,3,249
18832,0,5800,4859,0,0,0,0,30794,0,0,0,-2.824036,-0.997259,0.913235,2,249
0,0,6840,5130,0,0,0,0,35510,1344,0,0,-0.500294,-1.933146,0.915314,1,249
0,0,7452,3780,0,0,0,0,28272,3388,0,0,-0.516384,-0.817094,0.915409,0,249
0,3051,2790,0,9000,0,0,0,0,2106,0,0,2.503556,-14.839057,0.905941,15,249
0,3136,2548,0,8178,0,0,0,0,1540,0,0,2.443491,-15.881583,0.915104,16,249
0,6431,2380,0,14960,0,0,0,0,1078,0,0,2.31885,-16.850037,0.894272,17,249
0,0,2210,0,8568,0,0,0,0,0,0,0,2.212207,-17.899752,0.91525,18,249
0,0,2184,0,8313,0,0,0,0,0,0,0,2.211692,-18.938115,0.908466,19,249
6165,0,0,2275,0,0,0,0,13192,0,0,21384,-4.365525,7.126457,0.909709,8,208
6390,0,0,2418,0,0,0,0,14413,0,0,455,-4.427142,6.642139,0.913305,7,208
7200,0,14976,3230,0,0,0,0,16206,0,0,0,-4.436673,5.366534,0.901191,6,208
8640,0,9272,2079,0,0,0,0,19434,0,0,0,-4.44199,4.017025,0.917623,5,208
6795,0,15408,1620,0,0,0,0,7502,4247,0,0,1.253379,4.787639,0.917749,4,208
2772,0,14628,2484,0,0,0,0,12871,6164,0,0,0.931844,3.8868,0.895415,3,208
9794,0,9306,3104,0,0,0,0,12939,6834,0,0,-0.067051,2.994358,0.916641,2,208
0,0,11160,3564,0,0,0,0,18095,2760,0,0,1.221319,1.573102,0.912521,1,208
0,0,12782,3255,0,0,0,0,35584,2541,0,0,-0.934528,0.202726,0.905857,0,208
41375,0,5246,7252,0,0,0,0,0,0,0,0,-6.346471,-6.410364,0.905822,9,208
45195,0,3861,8456,0,0,0,0,0,0,0,0,-7.584925,-6.571041,0.909299,10,208
46434,0,6201,9856,0,0,0,0,0,0,0,0,-9.109479,-6.173891,0.905651,11,208
0,0,5412,0,0,0,0,0,0,3535,0,0,2.176196,-5.358486,0.911666,5,20
0,0,3680,0,0,0,0,0,0,4000,0,0,1.93867,-5.698456,0.910417,6,20
0,0,3589,0,0,0,0,0,0,3861,0,0,1.219703,-6.914846,0.916128,7,20
0,488,3201,0,0,0,0,0,0,2726,0,0,0.710985,-7.968956,0.895596,8,20
0,3828,3036,0,0,0,0,0,0,0,0,0,0.163506,-9.045248,0.914716,9,20
0,2190,3468,0,0,0,0,0,0,0,0,0,-0.331484,-10.029446,0.902309,10,20
0,0,3399,0,3120,0,0,0,0,0,0,0,-0.500523,-10.989981,0.901731,11,20
0,4536,4242,0,17250,0,0,0,0,0,0,0,-0.152782,-12.00218,0.907341,12,20
0,6273,2772,0,16036,0,0,0,0,0,0,0,0.790309,-12.986609,0.90144,13,20
0,0,2028,0,10368,0,0,0,0,0,0,0,1.408672,-13.965009,0.915711,14,20
0,5040,2430,0,16104,0,0,0,0,0,0,0,1.556063,-14.938162,0.902083,15,20
0,3306,2520,0,8010,0,0,0,0,0,0,0,1.798876,-15.927928,0.910305,16,20
0,3420,2112,0,6069,0,0,0,0,0,0,0,2.023025,-16.899807,0.913054,17,20
0,4200,1464,0,8262,0,0,0,0,1368,0,0,2.59027,-17.828278,0.906268,18,20
0,1540,1407,0,6478,0,0,0,0,1332,0,0,2.820567,-18.852193,0.915098,19,20
0,5304,740,0,8056,0,0,0,0,1540,0,0,2.840457,-19.807941,0.891919,20,20
0,4180,1260,0,8215,0,0,0,0,0,0,0,1.554468,-20.947606,0.909459,21,20
0,0,3120,0,0,0,0,0,22308,0,0,0,-1.531003,-4.74949,0.917283,4,20
0,0,4572,0,0,0,0,0,35372,0,0,0,-1.290117,-3.780016,0.905222,3,20
0,4956,1925,0,10089,0,0,0,0,0,0,0,-0.820947,-22.0448,0.908561,22,20
0,7693,988,0,21680,0,0,0,0,0,0,0,-7.450148,-21.767311,0.91145,23,20
0,0,0,31828,0,0,0,0,0,0,0,0,-25.494992,-8.410374,0.990075,26,286
0,0,0,16669,0,0,0,0,0,0,0,0,-25.745085,-3.584938,0.988182,25,286
0,0,0,10340,0,0,0,0,0,0,0,0,-24.934339,-1.799862,0.989417,24,286
0,0,0,5820,0,0,0,0,0,0,0,0,-23.986178,-0.12467,0.989547,23,286
0,0,0,7938,0,0,0,0,0,0,0,0,-22.983323,0.861308,0.983733,22,286
10688,0,0,7410,0,67161,0,0,0,0,0,0,-21.3205,5.270352,0.991665,21,286
11550,0,0,5633,0,64684,0,0,0,0,0,0,-20.407019,4.786728,0.989183,20,286
12638,0,0,4884,0,62594,0,0,0,0,0,0,-19.509406,4.323759,0.991436,19,286
11088,0,0,8710,0,29532,0,0,0,0,0,0,-18.631247,3.698671,0.987637,18,286
304,0,0,10500,0,0,0,0,0,0,0,0,-17.684289,-3.174054,0.989971,17,286
23310,0,0,9016,0,0,0,0,0,0,0,0,-16.859731,-2.138337,0.987984,16,286
9234,0,0,4961,0,24638,0,0,0,0,0,0,-15.148936,5.099517,0.99038,15,286
6556,0,0,4212,0,0,0,0,0,0,0,34440,-13.134145,7.153334,0.99171,14,286
7020,0,0,5668,0,0,0,0,0,0,0,31800,-12.293121,6.666327,0.987533,13,286
7956,0,0,4070,0,0,0,0,0,0,0,36960,-11.33132,6.24017,0.990909,12,286
7360,0,0,3080,0,0,0,0,0,0,0,38718,-10.479873,5.724217,0.991476,11,286
9617,0,0,5076,0,0,0,0,0,0,0,35098,-9.653165,5.249702,0.989316,10,286
10561,0,0,4408,0,0,0,0,0,0,0,0,-9.243662,3.71896,0.991048,9,286
13195,0,0,4428,0,0,0,0,0,0,0,0,-8.845162,1.586482,0.989013,8,286
0,0,27645,2668,0,0,0,0,10920,3838,0,0,3.360351,6.470857,0.986833,7,31
0,0,25662,3185,0,0,0,0,10672,3737,0,0,3.595017,5.975929,0.988922,6,31
0,0,9592,2784,0,0,0,0,15038,4848,0,0,4.114567,4.346189,0.993356,5,31
0,0,8316,3060,0,0,0,0,13552,3193,0,0,4.689226,1.710463,0.986698,4,31
0,0,13348,0,0,0,0,0,23496,3996,0,0,3.980677,0.295691,0.991454,3,31
0,0,8965,0,0,0,0,0,33759,5040,0,0,2.157895,-2.06368,0.989032,2,31
0,0,12024,0,0,0,0,0,48622,6307,0,0,1.419301,-1.351276,0.990699,1,31
0,0,10092,3564,0,0,0,0,40217,6477,0,0,0.542561,-0.81282,0.991155,0,31
6174,0,18091,1568,0,0,0,0,11256,0,0,1196,-3.200624,7.356534,0.990836,8,31
7497,0,0,3038,0,0,0,0,14076,0,0,42560,-4.771836,7.658599,0.99053,9,31
7154,0,0,3038,0,0,0,0,16536,0,0,47121,-6.23402,7.892413,0.991549,10,31
6627,0,0,2716,0,0,0,0,13530,0,0,33835,-7.094272,8.413387,0.988065,11,31
6345,0,0,2883,0,0,0,0,14744,0,0,29988,-7.085354,9.688925,0.988576,12,31
5796,0,0,3008,0,0,0,0,14060,0,0,26885,-7.205143,10.860748,0.991856,13,31
5124,0,0,884,0,0,0,0,11492,0,0,21336,-7.170516,12.039827,0.988239,14,31
4879,0,0,1170,0,0,0,0,11016,0,0,16416,-7.00097,13.266485,0.991948,15,31
4485,0,0,2000,0,0,0,0,9765,0,0,14874,-6.952269,14.461352,0.988962,16,31
4180,0,0,1771,0,0,0,0,8322,0,0,4141,-6.898671,15.581943,0.988275,17,31
3996,0,0,2133,0,0,0,0,8008,0,0,6815,-6.988821,16.650587,0.992296,18,31
3502,0,0,1518,0,0,0,0,6432,0,0,7980,-7.010911,17.720305,0.991006,19,31
3300,0,0,1541,0,0,0,0,6477,0,0,6731,-6.93383,18.777974,0.990944,20,31
3298,0,0,0,0,0,0,0,6174,0,0,0,-7.014662,19.796329,0.991306,21,31
2883,0,0,336,0,0,0,0,5831,0,0,0,-7.020599,20.865095,0.989997,22,31
2944,0,0,400,0,0,0,0,3285,0,0,0,-6.926432,21.933552,0.990493,23,31
2640,0,0,912,0,0,0,0,2144,0,0,0,-6.853819,23.039915,0.989314,24,31
2610,0,0,705,0,0,0,0,3081,0,0,0,-7.083973,24.004123,0.988827,25,31
2241,0,0,0,0,0,0,0,3737,0,0,1276,-7.265923,24.99298,0.990867,26,31
2240,0,0,736,0,0,0,0,2542,0,0,2256,-7.164457,26.113294,0.990619,27,31
2160,0,0,570,0,0,0,0,0,0,0,2120,-7.174884,27.083948,0.9921,28,31
1925,0,0,0,0,0,0,0,0,0,14697,2700,-7.089581,28.12204,0.993123,29,31
0,4026,2296,0,9078,0,0,0,0,0,0,0,0.473219,-22.912743,0.986789,22,246
0,7192,2187,0,14952,0,0,0,0,0,0,0,1.39075,-21.954082,0.986647,21,246
0,4046,2408,0,9396,0,0,0,0,0,0,0,1.555218,-20.906091,0.990225,20,246
0,3104,2376,0,10726,0,0,0,0,0,0,0,1.910369,-19.89403,0.9905,19,246
0,4212,1725,0,11550,0,0,0,0,351,0,0,2.437697,-18.837247,0.993768,18,246
0,2201,2976,0,11457,0,0,0,0,1848,0,0,2.643017,-17.78638,0.989818,17,246
0,4320,3135,0,10010,0,0,0,0,1920,0,0,2.442798,-16.737828,0.99102,16,246
0,6292,3007,0,12920,0,0,0,0,2490,0,0,2.385681,-15.815759,0.991362,15,246
0,5781,3366,0,11270,0,0,0,0,2784,0,0,2.240553,-14.800327,0.989107,14,246
0,3654,3675,0,12095,0,0,0,0,2790,0,0,1.999361,-13.825893,0.991132,13,246
0,3885,2378,0,6292,0,0,0,0,1998,0,0,4.728778,-22.509983,0.992565,23,246
0,16544,980,0,0,0,0,0,0,0,0,0,-9.906762,-21.887626,0.985076,24,246
46125,0,3075,11926,0,0,0,0,0,0,0,0,-11.248493,-6.481434,0.988321,12,246
41769,0,6384,10248,0,0,0,0,0,0,0,0,-10.532018,-5.738482,0.989655,11,246
37557,0,7080,9280,0,0,0,0,0,0,0,0,-9.817002,-4.882947,0.990883,10,246
28764,0,7788,9028,0,0,0,0,0,0,0,0,-9.147256,-3.999393,0.987765,9,246
43806,0,10074,8880,0,0,0,0,0,0,0,0,-7.781953,-4.444952,0.991219,8,246
29492,0,0,7579,0,0,0,0,0,0,0,0,-6.776584,-4.247401,0.988167,7,246
30193,0,4171,7242,0,0,0,0,0,0,0,0,-5.674493,-4.037293,0.988736,6,246
11284,0,0,4674,0,0,0,0,0,0,0,0,-12.512708,3.426163,0.990075,12,260
8477,0,0,4255,0,0,0,0,0,0,0,3219,-11.228373,4.229406,0.988174,11,260
8268,0,0,3745,0,0,0,0,0,0,0,61074,-8.86501,6.493767,0.992268,10,260
5895,0,0,2010,0,0,0,0,10230,0,0,26978,-7.478959,10.643545,0.989332,13,260
4992,0,0,912,0,0,0,0,0,0,0,25482,-8.665554,11.082891,0.990332,14,260
5588,0,0,1958,0,0,0,0,0,0,0,20328,-9.193643,11.86443,0.99277,15,260
5343,0,0,1612,0,0,0,0,0,0,0,55440,-12.95624,9.429402,0.988792,16,260
7020,0,0,3774,0,0,0,0,0,0,0,52052,-13.774192,9.995986,0.990619,17,260
5895,0,0,2883,0,0,0,0,0,0,0,54800,-14.129008,11.186331,0.990215,18,260
5289,0,0,2850,0,0,0,0,0,0,0,40482,-14.011239,12.87523,0.990876,19,260
4524,0,0,1479,0,0,0,0,0,0,0,24983,-14.017439,14.316258,0.987655,20,260
0,3000,2871,0,8385,0,0,0,0,1050,0,0,2.141384,-16.144476,1.000941,16,22
0,3538,2910,0,8415,0,0,0,0,1120,0,0,2.271777,-16.890115,0.995001,17,22
0,3689,2668,0,13500,0,0,0,0,0,0,0,1.883408,-17.939507,0.972314,18,22
0,3094,2492,0,8832,0,0,0,0,0,0,0,1.626624,-18.997069,0.983214,19,22
0,2772,2784,0,7912,0,0,0,0,0,0,0,2.341854,-19.868567,0.964893,20,22
0,2280,2150,0,6318,0,0,0,0,806,0,0,3.033784,-20.838978,0.981252,21,22
0,10176,2871,0,30090,0,0,0,0,0,0,0,-4.228516,-15.41315,0.976646,15,22
0,13689,4017,0,45696,0,0,0,0,0,0,0,-5.037843,-14.127575,0.977942,14,22
0,0,3638,0,74227,0,0,0,0,0,0,0,-5.75278,-12.757189,0.963713,13,22
0,19716,4387,0,5680,0,0,0,0,0,0,0,-6.386599,-11.317109,0.967561,12,22
0,5109,1660,0,11623,0,0,0,0,0,0,0,-1.47637,-21.96376,0.989829,22,22
0,2635,2997,0,13419,0,0,0,0,2340,0,0,2.319545,-11.757633,0.98954,11,22
0,2112,3744,0,0,0,0,0,0,0,0,0,3.401531,-10.456829,0.984635,10,22
0,6655,4248,0,0,0,0,0,0,2660,0,0,4.464821,-8.926548,0.983529,9,22
0,4836,4480,0,0,0,0,0,0,2607,0,0,4.217461,-7.873744,0.987551,8,22
0,0,5460,0,0,0,0,0,0,2014,0,0,3.777688,-7.010605,0.988111,7,22
0,0,4251,0,0,0,0,0,0,3838,0,0,3.440268,-6.060808,0.985459,6,22
0,0,6090,0,0,0,0,0,0,3885,0,0,3.133063,-5.09634,0.993383,5,22
0,0,6900,0,0,0,0,0,0,4256,0,0,2.838348,-4.104412,0.986722,4,22
0,0,6912,0,0,0,0,0,42665,4600,0,0,2.61612,-3.019438,0.991619,3,22
0,0,6188,0,0,0,0,0,32118,4223,0,0,2.481071,-1.631059,0.992154,2,22
814,0,0,602,0,0,0,0,3672,16250,99012,2880,3.18878,20.201075,0.989723,20,18
1767,0,0,928,0,0,0,0,3638,16932,92690,3666,2.867149,19.781251,0.984731,19,18
3072,0,0,1239,0,0,0,0,3616,0,71550,4558,2.360023,18.8487,0.980189,18,18
3069,0,0,969,0,0,0,0,3060,6413,37835,5106,1.523218,17.864843,0.994673,17,18
2349,0,0,1029,0,0,0,0,1480,9504,0,4708,0.770164,16.976256,0.964877,16,18
2250,0,0,986,0,0,0,0,3503,8970,0,4114,0.668267,15.962851,0.99493,15,18
836,0,0,275,0,0,45568,0,1566,32600,93960,874,0.638003,20.9917,0.985453,21,18
0,0,0,0,0,0,143916,0,3536,55352,60579,0,-0.789665,21.993955,0.969972,22,18
1026,0,0,741,0,0,111159,0,4218,105060,0,4125,-4.092713,22.669666,0.989324,23,18
864,0,0,1170,0,0,82296,0,3456,102120,0,5421,-4.20291,23.654147,0.987025,24,18
950,0,0,1178,0,0,59047,0,3264,78870,26322,4810,-4.140685,24.671216,0.988907,25,18
1540,0,0,0,0,0,47368,0,3000,40301,12629,0,-4.150042,25.67382,0.986099,26,18
0,0,0,0,0,0,40344,0,3230,0,15360,0,-4.021497,26.700106,0.976449,27,18
0,0,0,1056,0,0,0,0,2862,0,0,2736,-9.787843,26.2389,0.984379,28,18
1620,0,0,1407,0,0,0,0,0,0,0,7344,-11.473899,26.706828,0.970529,29,18
1320,0,0,0,0,0,13333,0,1083,0,21074,0,4.579393,28.849679,1.000954,29,4
782,0,0,0,0,0,16478,0,400,0,20124,0,4.214149,28.689774,0.974084,28,4
1260,0,0,0,0,0,17520,0,0,0,24390,0,2.752439,27.84851,0.986409,27,4
1200,0,0,624,0,0,0,0,728,0,17941,0,1.695431,26.925636,0.995868,26,4
1826,0,0,0,0,0,18018,0,1100,95616,35568,0,0.899078,25.973149,0.991635,25,4
495,0,0,414,0,0,49288,0,3333,72228,12956,0,-2.371065,24.856942,0.989979,24,4
828,0,0,399,0,0,75006,0,3744,85750,0,0,-3.076522,23.794271,0.983782,23,4
0,0,0,0,0,0,0,0,4947,0,0,0,-9.17009,28.566244,0.985351,30,4
0,0,0,1728,0,0,0,0,1001,0,0,7869,-10.541908,29.165158,0.975091,31,4
0,0,0,0,0,0,73224,0,3959,98820,25872,0,-2.984194,22.79328,0.979945,22,4
2808,0,0,627,0,0,0,0,0,0,0,14000,-13.899867,17.042428,0.995395,21,4
1044,0,0,1032,0,0,104328,0,4563,75374,0,0,-3.773226,20.649845,0.972606,20,4
952,0,0,774,0,0,41820,0,4758,52668,0,3712,-3.906566,19.562345,0.988829,19,4
899,0,0,615,0,0,0,0,5250,15408,0,0,-4.092656,18.508295,0.989292,18,4
475,0,0,882,0,0,0,0,5764,0,0,0,-4.11976,17.51601,0.973181,17,4
3795,0,0,1344,0,0,0,0,0,0,0,9828,-8.750633,14.54604,0.991044,16,4
4068,0,0,2024,0,0,0,0,0,0,0,7802,-8.668375,13.442356,0.992759,15,4
4200,0,0,1914,0,0,0,0,0,0,0,20335,-8.565666,12.288228,0.987459,14,4
3330,0,0,2208,0,0,0,0,0,0,0,23944,-8.307391,11.2647,0.979804,13,4
5226,0,0,2660,0,0,0,0,0,0,0,26878,-7.986438,10.255291,0.993519,12,4
6384,0,0,2438,0,0,0,0,0,0,0,38114,-9.916429,6.736665,0.986356,11,4
8639,0,0,2856,0,0,0,0,0,0,0,33896,-9.750529,4.998653,0.983441,10,4
8142,0,0,3795,0,0,0,0,0,0,0,0,-9.29169,3.684912,0.989545,9,4
10962,0,0,0,0,0,0,0,0,0,0,0,-8.594668,2.661821,0.966903,8,4
15204,0,0,3663,0,0,0,0,0,0,0,0,-7.3652,3.106444,0.966659,7,4
12750,0,0,4428,0,0,0,0,32893,0,0,0,-5.781361,3.902893,0.981856,6,4
9570,0,10449,3570,0,0,0,0,23124,0,0,0,-4.203175,4.272112,0.98562,5,4
9802,0,10800,3432,0,0,0,0,16660,0,0,0,-2.421611,4.325204,0.989312,4,4
14863,0,20516,5562,0,0,0,0,29036,4760,0,0,-1.547935,3.672505,0.978204,3,4
9275,0,11232,3465,0,0,0,0,13420,7992,0,0,-0.544994,2.948114,0.988562,2,4
2288,0,0,1095,0,0,0,0,0,0,0,8607,-12.078571,23.99468,1.000941,26,276
2064,0,0,1136,0,0,0,0,0,0,0,7975,-12.077804,24.151906,0.970091,27,276
2075,0,0,238,0,0,0,0,0,0,0,8778,-12.188066,25.277122,0.974423,28,276
2075,0,0,1330,0,0,0,0,0,0,0,7852,-12.223101,26.336493,0.996787,29,276
1944,0,0,323,0,0,0,0,0,0,0,7844,-12.366325,27.363057,0.991233,30,276
1872,0,0,396,0,0,0,0,0,0,0,7038,-12.302159,28.464249,0.992313,31,276
2430,0,0,0,0,0,0,0,0,0,0,10032,-12.496063,22.716886,0.983563,25,276
2314,0,0,0,0,0,0,0,0,0,0,12545,-13.17562,21.238363,0.985442,24,276
2744,0,0,1106,0,0,0,0,0,0,0,15614,-13.456492,19.871475,0.980593,23,276
2652,0,0,627,0,0,0,0,0,0,0,13847,-13.784888,18.401073,0.972868,22,276
3852,0,0,0,0,5264,0,0,0,0,0,10080,-14.088053,16.86454,0.981596,21,276
3663,0,0,2310,0,0,0,0,0,0,0,23584,-13.895841,15.715878,0.970983,20,276
4025,0,0,2250,0,0,0,0,0,0,0,29640,-13.649399,14.604802,0.981478,19,276
4403,0,0,2668,0,0,0,0,0,0,0,29120,-13.479328,13.385361,0.976598,18,276
4836,0,0,2496,0,0,0,0,0,0,0,39663,-13.202182,12.154594,0.996699,17,276
5320,0,0,2268,0,0,0,0,0,0,0,49403,-13.092072,10.821395,0.977739,16,276
5520,0,0,3535,0,0,0,0,0,0,0,46720,-12.938783,9.388409,0.9795,15,276
5005,0,0,3432,0,0,0,0,0,0,0,38759,-12.327821,8.521244,0.99081,14,276
7884,0,0,4223,0,0,0,0,0,0,0,33659,-11.450073,8.051282,0.972259,13,276
8120,0,0,3605,0,0,0,0,0,0,0,46128,-10.370486,7.796379,0.985718,12,276
4619,0,0,2288,0,0,0,0,0,0,0,27027,-9.308567,7.518327,0.99392,11,276
6946,0,0,1000,0,0,0,0,0,0,0,44748,-8.219399,7.258638,0.985501,10,276
7738,0,0,3400,0,0,0,0,13568,0,0,44590,-6.571149,7.530428,0.982269,9,276
0,21681,1150,0,0,0,0,0,0,0,0,0,-15.938769,-21.188119,0.999883,26,347
0,35520,0,0,0,0,0,0,0,0,0,0,-16.903413,-21.064018,0.987865,27,347
0,43355,0,0,0,0,0,0,0,0,0,0,-18.543612,-21.021685,0.991015,28,347
0,18518,0,0,0,0,0,0,0,0,0,0,-20.793788,-20.275839,0.974446,29,347
0,82770,0,0,0,0,0,0,0,0,0,0,-19.419051,-17.267513,0.979461,25,347
0,58280,0,97760,0,0,0,0,0,0,0,0,-19.258661,-15.910933,0.98507,24,347
0,87875,0,47280,0,0,0,0,0,0,0,0,-18.912823,-14.760693,0.985246,23,347
0,115440,0,37022,0,0,0,0,0,0,0,0,-18.612431,-13.483704,0.975529,22,347
0,0,0,6960,0,0,0,0,0,0,0,0,-21.815035,2.773497,0.989726,21,347
8232,0,0,4940,0,37290,0,0,0,0,0,0,-20.358931,5.145778,0.990468,20,347
12070,0,0,6350,0,54880,0,0,0,0,0,0,-19.418365,4.718401,0.97967,19,347
12144,0,0,5092,0,27738,0,0,0,0,0,0,-18.628529,3.459502,0.990709,18,347
15210,0,0,5343,0,0,0,0,0,0,0,0,-17.87531,2.05625,0.979142,17,347
5547,0,0,3815,0,15535,0,0,0,0,0,0,-23.258153,12.285826,0.999883,26,86
4410,0,0,3162,0,12702,0,0,0,0,0,0,-23.572586,13.19066,0.967113,27,86
5265,0,0,2673,0,12025,0,0,0,0,0,0,-23.806325,14.746775,0.973598,28,86
3744,0,0,2574,0,3434,0,0,0,0,0,0,-23.844366,16.526962,0.987642,29,86
3162,0,0,2640,0,5671,0,0,0,0,0,0,-22.766827,19.559116,0.974437,30,86
3201,0,0,2408,0,5280,0,18147,0,0,0,0,-22.810561,21.022101,0.992245,31,86
3071,0,0,1840,0,6288,0,18105,0,0,0,0,-21.930856,23.318743,0.962785,32,86
1449,0,0,1617,0,0,0,43500,0,0,0,0,-21.681175,24.894826,0.974162,33,86
1800,0,0,1672,0,4484,0,21012,0,0,0,0,-21.807792,26.111893,0.994926,34,86
880,0,0,1701,0,3078,0,14202,0,0,0,0,-23.698901,25.756146,0.993884,35,86
0,0,0,1617,0,1968,0,21566,0,0,0,0,-24.032072,26.808498,0.995638,36,86
1508,0,0,969,0,11904,0,0,0,0,0,0,-17.164184,19.527114,0.98241,25,86
1612,0,0,2408,0,12935,0,0,0,0,0,0,-16.960109,18.353699,0.992745,24,86
2755,0,0,2403,0,14766,0,0,0,0,0,0,-17.069081,16.841344,0.986378,23,86
3745,0,0,2668,0,18326,0,0,0,0,0,0,-17.02801,15.405886,0.990753,22,86
4320,0,0,2784,0,22260,0,0,0,0,0,0,-17.019221,13.930837,0.990376,21,86
4992,0,0,2929,0,29100,0,0,0,0,0,0,-16.999486,12.323761,0.995001,20,86
5360,0,0,3432,0,35226,0,0,0,0,0,0,-17.019723,10.501063,0.990126,19,86
6432,0,0,3740,0,57400,0,0,0,0,0,0,-16.841671,8.698086,0.975051,18,86
8437,0,0,6431,0,62972,0,0,0,0,0,0,-16.135299,7.971889,0.96204,17,86
8758,0,0,3885,0,44616,0,0,0,0,0,0,-15.181987,7.646681,0.990208,16,86
5676,0,0,2548,0,0,0,0,0,0,0,37129,-11.675114,10.936039,0.989806,15,86
6486,0,0,3672,0,0,0,0,0,0,0,52268,-12.088561,8.85465,0.978124,14,86
6705,0,0,3255,0,0,0,0,0,0,0,41040,-11.765336,7.576751,0.976302,13,86
5250,0,0,3286,0,0,0,0,0,0,0,51042,-10.519658,7.620436,0.996478,12,86
5124,0,0,2288,0,0,0,0,0,0,0,24336,-13.662728,7.942804,0.820656,15,273
5494,0,0,2520,0,0,0,0,0,0,0,0,-13.663671,6.178763,0.80656,14,273
8855,0,0,2889,0,0,0,0,0,0,0,0,-13.798576,2.250699,0.822086,13,273
10282,0,0,3451,0,0,0,0,0,0,0,0,-12.949405,-0.79797,0.824935,12,273
18424,0,0,6612,0,0,0,0,0,0,0,0,-11.920669,-1.237109,0.810096,11,273
12168,0,0,0,0,0,0,0,0,0,0,0,-15.853395,2.214716,0.805673,16,273
11454,0,0,2300,0,0,0,0,0,0,0,0,-16.898976,1.9558,0.827033,17,273
6591,0,0,3393,0,0,0,0,0,0,0,0,-17.910634,1.798354,0.824633,18,273
11154,0,0,4560,0,0,0,0,0,0,0,0,-18.962846,1.60766,0.824454,19,273
0,0,0,2856,0,0,0,0,0,0,0,0,-19.957173,1.430285,0.813213,20,273
13986,0,0,2479,0,0,0,0,0,0,0,0,-10.583492,-2.885724,0.818304,10,273
12027,0,0,3596,0,0,0,0,0,0,0,0,-9.729845,-2.300901,0.82239,9,273
11658,0,0,4104,0,0,0,0,0,0,0,0,-8.894991,-1.368752,0.824675,8,273
11570,0,0,2508,0,0,0,0,0,0,0,0,-7.986829,0.019577,0.82097,7,273
11036,0,6223,3744,0,0,0,0,0,0,0,0,-6.988875,-0.059587,0.820522,6,273
9632,0,6785,3200,0,0,0,0,27156,0,0,0,-5.889347,1.132258,0.822406,5,273
7498,0,5668,2592,0,0,0,0,25900,0,0,0,-4.804254,1.254117,0.825658,4,273
11748,0,7650,3535,0,0,0,0,27835,0,0,0,-3.991031,0.018296,0.821865,3,273
8758,0,9856,2640,0,0,0,0,13926,5203,0,0,-0.751156,2.870097,0.828642,2,273
0,1106,1095,0,5760,0,0,0,0,0,0,0,0.218164,-20.299485,0.831017,20,245
0,2325,1846,0,10268,0,0,0,0,0,0,0,0.669643,-19.982823,0.805256,19,245
0,3030,1702,0,7803,0,0,0,0,0,0,0,1.31235,-18.928247,0.821874,18,245
