Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,x_position,y_position,z_position,unit_distance_from_origin,unit_id
0,144072,0,0,0,0,55836,0,0,0,-22.79302,-14.531788,0.855081,27,29
0,127779,0,0,0,0,36290,0,0,0,-23.272019,-15.631164,0.8616,28,29
0,148950,0,0,0,0,39984,0,0,0,-23.888658,-16.480327,0.847356,29,29
0,175104,0,0,0,0,31284,0,0,0,-24.456217,-17.400731,0.85943,30,29
0,0,0,0,0,0,27360,0,0,0,-25.002834,-18.346274,0.844333,31,29
2201,0,0,16434,0,0,0,0,0,0,-12.538921,-9.937369,0.844258,15,29
1216,0,0,5535,0,0,0,0,0,0,-12.017215,-2.195323,0.854973,12,362
0,0,0,4551,0,0,0,0,0,0,-11.978523,-0.389227,0.851557,11,362
3360,0,0,5940,0,0,0,0,0,0,-12.852015,-1.976623,0.83075,13,362
0,0,0,6624,0,0,0,0,0,0,-9.849525,-4.792458,0.856278,10,362
0,0,0,5658,0,0,0,0,0,0,-9.141266,-3.929285,0.855438,9,362
1610,0,0,13050,0,0,0,0,0,0,-11.451073,-8.078492,0.854129,14,362
1748,0,0,13140,0,0,0,0,0,0,-12.807786,-7.833643,0.852434,15,362
0,0,0,12530,0,0,0,0,0,0,-14.034029,-7.710173,0.848266,16,362
0,0,0,3136,0,0,0,0,0,0,-8.982314,0.293758,0.855995,8,362
0,0,0,4551,0,0,0,0,0,26880,-16.951094,1.363789,0.838747,17,362
0,0,0,3366,0,0,0,0,0,0,-7.084467,3.633019,0.85041,7,362
0,0,0,3672,0,0,0,0,0,0,-6.548936,2.415395,0.854144,6,362
2140,0,0,4180,0,0,0,0,0,0,-5.850234,1.158713,0.855436,5,362
3535,0,0,5104,0,0,0,0,0,0,-4.966569,-0.504884,0.856998,4,362
3876,0,0,3193,0,0,0,0,0,0,-3.08968,2.534659,0.861268,3,362
1407,7396,18172,0,0,0,0,0,0,0,-6.365332,-20.225193,0.91085,21,386
1056,9222,18504,0,0,0,0,0,0,0,-7.416231,-20.715402,0.908121,22,386
540,9434,0,0,0,0,0,0,0,0,-8.635482,-21.334353,0.917752,23,386
576,7503,0,0,0,0,0,0,0,0,-9.822437,-21.933198,0.916965,24,386
0,9900,0,0,0,0,0,0,0,0,-10.436667,-22.726026,0.913256,25,386
0,19090,43688,0,0,0,0,0,0,0,-10.723354,-18.019566,0.917162,20,386
665,0,52700,0,0,0,0,0,0,0,-10.673977,-16.877332,0.906775,19,386
966,0,56994,0,0,0,0,0,0,0,-10.929111,-15.496421,0.909019,18,386
950,0,57134,37973,0,0,0,0,0,0,-11.211401,-14.069946,0.904815,17,386
1587,0,38007,23490,0,0,0,0,0,0,-11.762998,-12.250968,0.908763,16,386
0,0,61620,20160,0,0,0,0,0,0,-11.111367,-11.507604,0.889035,15,386
726,0,40680,17958,0,0,0,0,0,0,-10.399354,-10.760486,0.916351,14,386
0,0,46243,14770,0,0,0,0,0,0,-9.712723,-10.051558,0.914718,13,386
0,0,32010,13720,0,0,0,0,0,0,-8.660299,-9.663929,0.907027,12,386
0,0,29694,13320,0,0,0,0,0,0,-8.243208,-8.708261,0.915056,11,386
0,0,0,9853,0,0,0,0,0,0,-9.038868,-6.25013,0.903862,10,386
0,0,0,6292,0,0,0,0,0,0,-9.482375,-3.06167,0.913485,9,386
0,0,0,6390,0,0,0,0,0,0,-8.608017,-2.45008,0.916542,8,386
0,0,0,6885,0,0,0,0,0,0,-7.74116,-1.888042,0.90473,7,386
0,0,0,4847,0,0,0,0,0,0,-6.819335,-1.286873,0.918473,6,386
2860,0,0,5125,0,0,0,0,0,0,-5.987491,-0.286156,0.899724,5,386
3762,0,0,5040,0,0,0,0,0,0,-4.927788,0.726886,0.903107,4,386
4719,0,0,5508,0,0,0,0,0,0,-2.970566,2.673179,0.892395,3,386
4284,0,0,4329,0,0,0,0,0,0,-2.2293,1.983988,0.911546,2,386
3596,0,0,3503,0,0,0,0,0,0,-1.526384,1.28695,0.915963,1,386
3955,0,0,6325,0,0,0,0,0,0,-0.722158,0.666591,0.912186,0,386
0,91743,0,0,0,0,29664,0,0,0,-22.342171,-18.092032,0.92305,28,4
0,25991,0,0,0,0,12136,0,0,0,-19.709877,-21.306649,0.917315,29,4
0,170940,0,0,0,0,46098,0,0,0,-22.968468,-15.956953,0.907137,27,4
0,23004,0,0,0,0,76302,0,0,0,-22.917326,-14.273384,0.912287,26,4
0,45243,0,23961,0,0,24486,0,0,0,-19.585892,-17.09175,0.917011,25,4
522,111523,0,46971,0,0,46848,0,0,0,-19.078123,-16.106622,0.904982,24,4
792,5148,0,46291,0,0,52796,0,0,0,-18.546596,-15.181826,0.899504,23,4
920,0,0,46872,0,0,0,0,0,0,-17.879021,-14.459828,0.889439,22,4
1005,1943,11715,0,0,0,0,0,0,0,-7.87028,-20.511424,0.913999,21,4
2046,8253,25648,0,0,0,0,0,0,0,-6.181111,-20.051948,0.895221,20,4
1224,11222,22599,0,0,0,0,0,0,0,-6.568309,-18.878164,0.911738,19,4
504,0,34077,0,0,0,0,0,0,0,-9.272206,-16.582823,0.913281,18,4
560,0,34920,1728,0,0,0,0,0,0,-10.565013,-14.554939,0.905171,17,4
0,0,45537,18005,0,0,0,0,0,0,-10.147627,-13.617367,0.904218,16,4
0,0,31722,7490,0,0,0,0,0,0,-9.313609,-12.970858,0.913099,15,4
0,0,0,17380,0,0,0,0,0,0,-8.758846,-12.159988,0.895427,14,4
0,0,24300,19140,0,0,0,0,0,0,-8.590519,-10.976816,0.914274,13,4
0,147460,0,0,0,0,52096,0,0,0,-21.379405,-15.441522,0.923458,26,6
0,158760,0,17280,0,0,49610,0,0,0,-21.298926,-14.885189,0.905641,25,6
0,0,0,40828,0,0,87776,0,0,0,-21.485574,-12.749063,0.910825,24,6
0,0,0,29960,0,0,0,0,0,0,-21.44573,-10.748373,0.919835,23,6
576,0,0,39556,0,0,0,0,0,0,-17.204549,-15.26133,0.915383,22,6
609,0,0,37584,0,0,0,0,0,0,-16.764166,-14.239623,0.913971,21,6
832,16104,54769,0,0,0,0,0,0,0,-11.606157,-17.481462,0.906522,20,6
0,26565,0,0,0,0,0,0,0,0,-16.373566,-21.475877,0.89811,27,6
0,30096,0,0,0,0,13896,0,0,0,-18.453309,-21.070535,0.909278,28,6
0,52705,0,0,0,0,20124,0,0,0,-21.112397,-19.904337,0.91343,29,6
0,163836,0,0,0,0,26878,0,0,0,-23.775489,-18.302326,0.916749,30,6
1802,0,0,27768,0,0,0,0,0,0,-16.31873,-11.494753,0.90447,19,6
0,0,0,22477,0,0,0,0,0,0,-15.37811,-11.105888,0.911492,18,6
0,0,0,17666,0,0,0,0,0,0,-14.707552,-10.371735,0.868142,17,6
2352,0,0,11408,0,0,0,0,0,0,-16.032129,-5.623141,0.896065,16,6
3198,0,0,8722,0,0,0,0,0,0,-14.712855,-6.278999,0.908966,15,6
1917,0,0,10672,0,0,0,0,0,0,-13.22322,-7.074743,0.912582,14,6
2184,0,0,9576,0,0,0,0,0,0,-12.824484,-5.595959,0.905462,13,6
0,0,0,2755,0,0,0,0,0,8400,-13.653066,10.691789,0.923458,17,10
2795,0,0,2880,0,0,0,0,0,9460,-13.733948,9.986222,0.911954,16,10
0,0,0,2205,0,0,0,0,0,8471,-16.259817,7.742736,0.917839,18,10
0,0,0,3672,0,0,0,0,0,14527,-17.429076,7.580354,0.908493,19,10
0,0,0,4120,0,0,0,0,0,12540,-18.208496,8.328776,0.909029,20,10
0,0,0,2552,0,0,0,0,0,9075,-18.699924,9.571816,0.907672,21,10
0,0,0,2240,0,0,0,0,0,8160,-18.859148,11.369254,0.911475,22,10
0,0,0,2808,0,0,0,0,0,10100,-14.345685,7.081787,0.912356,15,10
0,0,0,6496,0,0,0,0,0,21216,-21.944645,6.921418,0.906373,23,10
0,0,36729,19951,0,0,0,0,0,0,-9.939619,-13.375588,0.986634,16,345
1092,0,48960,25208,0,0,0,0,0,0,-10.306369,-13.566316,0.990321,17,345
1160,0,55836,39114,0,0,0,0,0,0,-11.125378,-14.191227,0.989519,18,345
0,0,62730,53404,0,0,0,0,0,0,-11.948971,-14.874528,0.990152,19,345
1768,0,59786,62240,0,0,0,0,0,0,-12.743002,-15.417255,0.988227,20,345
1298,0,47915,69948,0,0,0,0,0,0,-13.556631,-16.040456,0.988847,21,345
0,0,36180,8736,0,0,0,0,0,0,-9.261957,-12.986145,0.989702,15,345
0,0,33200,19608,0,0,0,0,0,0,-8.791745,-12.114903,0.991767,14,345
0,0,45114,24304,0,0,0,0,0,0,-8.203622,-11.327655,0.989965,13,345
1530,0,30100,21408,0,0,0,0,0,0,-7.667294,-10.464449,0.990131,12,345
2093,0,36828,18720,0,0,0,0,0,0,-7.045071,-9.666842,0.988914,11,345
2232,0,34574,16942,0,0,0,0,0,0,-6.984602,-8.472046,0.990584,10,345
0,0,0,12960,0,0,0,0,0,0,-7.811901,-6.238904,0.986494,9,345
0,0,0,7144,0,0,0,0,0,0,-8.613327,-2.522946,0.988259,8,345
0,0,0,5922,0,0,0,0,0,0,-7.870655,-1.42159,0.987104,7,345
0,0,0,4368,0,0,0,0,0,13266,-18.141743,8.960412,0.990075,20,34
0,0,0,6325,0,0,0,0,0,21115,-19.315998,8.295155,0.98967,21,34
0,0,0,6664,0,0,0,0,0,20776,-20.649282,7.594581,0.986556,22,34
0,0,0,5566,0,0,0,0,0,22236,-21.871815,7.138793,0.990503,23,34
0,0,0,4251,0,0,0,0,0,13790,-17.864784,8.964039,0.985793,19,34
0,0,0,3663,0,0,0,0,0,13266,-16.914338,8.53421,0.990554,18,34
0,0,0,3472,0,0,0,0,0,12586,-16.080341,8.009004,0.991652,17,34
3430,0,0,5280,0,0,0,0,0,22577,-15.085437,7.81224,0.986273,16,34
0,0,0,4251,0,0,0,0,0,17098,-13.732125,8.1132,0.993555,15,34
7335,0,0,3180,0,0,0,0,0,12736,-12.113866,8.793028,0.991849,14,34
0,0,0,3815,0,0,0,0,0,16827,-11.649504,7.715235,0.988412,13,34
3290,0,0,3456,0,0,0,0,0,13632,-10.417332,7.768259,0.989917,12,34
0,0,0,2240,0,0,0,0,0,4165,-13.036899,20.156638,0.991733,24,34
0,0,0,1950,4165,0,0,0,0,3848,-13.171575,21.272535,0.991313,25,34
0,0,0,1140,0,0,0,0,0,2958,-13.435552,22.274702,0.988336,26,34
0,0,0,620,3382,0,0,0,0,1020,-13.654851,23.389666,0.990698,27,34
0,0,0,0,9256,0,0,0,0,0,-13.87482,24.363641,0.987497,28,34
0,0,0,0,8096,0,0,0,0,0,-14.063542,25.374806,0.992365,29,34
0,0,0,294,11088,0,0,0,0,0,-14.271375,26.42801,0.990947,30,34
0,0,0,1776,6336,0,0,0,42705,2828,-18.315187,25.047307,0.991426,31,34
0,0,0,1752,6248,0,0,0,39195,2871,-19.275338,25.591388,0.99365,32,34
0,0,0,0,6345,0,0,0,31613,2850,-20.15399,26.161254,0.989708,33,34
0,0,0,1340,8268,0,0,0,71380,2225,-17.180339,29.34794,0.991049,34,34
0,0,0,2052,5950,0,0,0,26103,2130,-23.733329,25.72558,0.987523,35,34
0,0,0,2744,0,0,0,50373,0,0,0.868428,8.621831,0.999882,8,219
7473,0,0,2727,0,0,0,1900,0,0,-1.397942,7.876515,0.991693,7,219
9600,0,0,2884,0,0,0,0,0,0,-4.559697,7.771023,0.992717,9,219
0,0,0,2450,0,0,0,0,0,0,-6.369346,7.716338,0.989459,10,219
7497,0,0,3348,0,0,0,0,0,1540,-8.339099,7.21666,0.97306,11,219
0,0,0,3465,0,0,0,0,0,16068,-8.397287,8.59952,0.99658,12,219
0,0,0,3333,0,0,0,0,0,13440,-8.430346,9.931835,0.989065,13,219
0,0,0,2976,0,0,0,0,0,9570,-8.780692,10.946641,0.98513,14,219
0,0,0,2511,0,0,0,0,0,7436,-8.874362,12.15304,0.987022,15,219
3588,0,0,2403,0,0,0,0,0,8060,-8.671407,13.454455,0.997457,16,219
4872,0,0,2492,0,0,0,0,0,6466,-8.535545,14.722711,0.984741,17,219
4640,0,0,2150,0,0,0,0,0,6440,-8.358926,15.947088,0.996716,18,219
25208,0,0,2016,15624,0,0,0,0,3534,-8.077193,17.199426,0.9788,19,219
23600,0,0,1863,19680,0,0,0,0,0,-7.889652,18.440332,0.994428,20,219
42510,0,0,1360,20664,0,0,0,0,0,-7.780965,19.527022,0.987263,21,219
0,0,0,0,10707,0,0,7840,0,0,-8.012353,20.496621,0.993996,22,219
0,0,0,0,18225,0,0,6161,0,0,-8.126525,21.546634,0.977918,23,219
0,0,0,0,20655,0,0,0,0,0,-7.984659,22.635211,0.982566,24,219
0,0,0,0,19600,0,0,9296,0,0,-6.974539,24.03083,0.990516,25,219
0,0,0,0,22330,0,0,6670,0,0,-6.780651,25.109987,0.993535,26,219
0,0,0,496,82944,0,0,0,0,0,-1.895815,26.938266,0.990576,27,219
0,0,0,3030,0,0,0,0,0,0,1.789246,6.761272,0.988263,6,219
0,0,0,3400,0,0,0,0,0,0,1.637624,5.739189,0.981621,5,219
0,0,0,4251,0,0,0,0,0,0,1.580978,4.720833,0.995069,4,219
0,0,0,3996,0,0,0,0,0,0,1.33812,3.717228,0.983201,3,219
0,0,0,4173,0,0,0,0,0,0,0.490247,2.953251,0.991864,2,219
3864,0,0,4756,0,0,0,0,0,0,0.034825,1.999247,0.972927,1,219
51128,0,0,330,0,0,0,9774,0,0,0.693672,22.47922,0.999883,22,216
41385,0,0,589,0,0,0,10374,0,0,0.925518,21.927803,0.985346,21,216
19824,0,0,0,0,0,0,11700,0,0,1.172045,20.934019,0.981307,20,216
41261,0,0,1380,0,0,0,12180,0,0,2.143172,19.862084,0.981536,19,216
14645,0,0,1460,0,0,0,14271,0,0,2.73276,18.734465,0.987112,18,216
0,0,0,1848,0,0,0,17625,0,0,2.638516,17.749373,0.996515,17,216
0,0,0,1950,0,0,0,20493,0,0,2.33299,16.827266,0.977774,16,216
0,0,0,2160,0,0,0,23460,0,0,2.446668,15.791737,0.992185,15,216
6532,0,0,1577,0,0,0,25143,0,0,2.503346,14.773165,0.993165,14,216
7000,0,0,2100,0,0,0,32825,0,0,2.71165,13.728218,0.984735,13,216
0,0,0,324,0,0,0,9504,0,0,1.352827,23.021245,0.989524,23,216
0,0,0,0,0,0,0,8500,0,0,1.149285,24.047482,0.993519,24,216
0,0,0,0,123698,0,0,8424,0,0,0.881881,24.986252,0.958047,25,216
0,0,0,0,112455,0,0,6384,0,1540,1.099518,26.033668,0.98206,26,216
0,0,0,0,104146,0,0,4248,0,1008,-0.730552,27.015352,0.991423,27,216
0,0,0,2450,0,0,0,0,0,9282,-7.552429,10.519082,0.990755,12,216
3168,0,0,1860,0,0,0,0,0,8256,-7.22382,9.50424,0.984458,11,216
2618,0,0,3328,0,0,0,0,0,0,-7.020061,8.456893,0.9882,10,216
0,0,0,2808,0,0,0,0,0,0,-6.082999,7.894232,0.985718,9,216
7473,0,0,3432,0,0,0,0,0,0,-4.842859,7.547224,0.991531,8,216
12792,0,0,4848,0,0,0,0,0,0,-2.62648,7.541948,0.975355,7,216
0,0,0,4545,0,0,0,0,0,0,0.500775,6.965187,0.980933,6,216
2079,0,0,3780,0,0,0,0,0,0,2.664338,5.340559,0.987465,5,216
0,0,0,3852,0,0,0,0,0,0,2.17279,4.45865,0.99405,4,216
0,0,0,3154,0,0,0,0,0,0,1.880122,3.486937,0.991255,3,216
1825,0,0,4872,0,7260,0,0,0,0,2.20202,1.988847,0.989035,2,216
0,0,0,5074,0,2814,0,0,0,0,1.550907,1.210479,0.978213,1,216
0,0,0,5203,0,0,0,0,0,0,0.351316,0.905425,0.989816,0,216
496,5130,7245,0,0,0,0,0,0,0,1.720119,-22.272368,1.000941,22,387
1610,5565,9688,0,0,0,0,0,0,0,0.243134,-21.998195,0.980958,21,387
966,8798,15476,0,0,0,0,0,0,0,-3.889788,-20.623769,0.979921,20,387
1702,9912,15680,0,0,0,0,0,0,0,-4.732501,-19.391391,0.979849,19,387
1368,0,18240,0,0,0,0,0,0,0,-4.949199,-18.306175,0.99542,18,387
1760,0,29870,0,0,0,0,0,0,0,-7.686081,-16.254337,0.990989,17,387
342,0,31512,0,0,0,0,0,0,0,-8.432855,-14.731575,0.992104,16,387
1062,18000,0,0,0,0,0,0,0,0,-11.732996,-19.840494,0.993624,23,387
572,8775,0,0,0,0,0,0,0,0,-11.362567,-21.159102,0.996509,24,387
490,14850,0,0,0,0,0,0,0,0,-10.964884,-22.509885,0.981499,25,387
0,0,35952,0,0,0,0,0,0,0,-9.106352,-13.143277,0.984466,15,387
2295,0,9669,17100,0,0,0,0,0,0,-11.7882,-9.247599,0.989179,14,387
2490,0,0,15264,0,0,0,0,0,0,-11.586332,-7.822078,0.977645,13,387
2370,0,0,12416,0,0,0,0,0,0,-11.266861,-6.39808,0.984222,12,387
2015,0,0,8944,0,0,0,0,0,0,-11.184665,-4.314648,0.985809,11,387
1480,0,0,6320,0,0,0,0,0,0,-10.642341,-2.767718,0.980607,10,387
0,0,0,9728,0,0,0,0,0,0,-9.605456,-2.663665,0.981448,9,387
0,0,0,7344,0,0,0,0,0,0,-8.728648,-2.158884,0.98318,8,387
0,0,6201,0,0,0,0,0,0,0,2.337949,-19.802126,1.000941,19,404
0,0,7854,0,0,0,0,0,0,0,1.965526,-19.926379,0.974084,20,404
1224,5863,9576,0,0,0,0,0,0,0,0.20036,-21.009346,0.992396,21,404
2277,0,15624,0,0,0,0,0,0,0,-1.569094,-21.946922,0.969249,22,404
1258,0,13002,0,0,5550,0,0,0,0,-2.683053,-18.792642,0.982087,18,404
1694,0,18323,0,0,0,0,0,0,0,-5.930702,-16.978435,0.98501,17,404
1368,0,26784,0,0,0,0,0,0,0,-7.379756,-15.308596,0.986767,16,404
0,0,40710,26038,0,0,0,0,0,0,-9.445712,-12.886282,0.97438,15,404
0,21200,0,0,0,0,0,0,0,0,-13.131465,-18.896414,0.988913,23,404
0,42700,0,39600,0,0,22500,0,0,0,-16.165665,-17.748257,0.978203,24,404
0,47880,0,24453,0,0,38912,0,0,0,-17.529811,-17.842455,0.973949,25,404
0,206700,0,30520,0,0,64670,0,0,0,-21.196828,-15.174325,0.988028,26,404
0,135135,0,0,0,0,46980,0,0,0,-21.603287,-16.204442,0.993145,27,404
0,39627,0,0,0,0,21672,0,0,0,-19.047422,-20.524797,0.981583,28,404
0,49440,0,0,0,0,21812,0,0,0,-20.7738,-20.266609,0.989117,29,404
0,118190,0,0,0,0,40186,0,0,0,-22.531683,-19.828132,0.979897,30,404
2376,0,0,5888,0,0,0,0,0,0,-1.585865,-4.468939,0.830726,4,340
2040,0,0,5588,0,0,0,0,0,0,-1.918823,-4.626345,0.811826,5,340
782,0,0,6251,0,0,0,0,0,0,-3.023089,-5.227573,0.820868,6,340
882,0,0,6850,0,0,0,0,0,0,-3.982049,-5.774629,0.82428,7,340
2870,0,3542,7540,0,0,0,0,0,0,-4.922815,-6.333548,0.819004,8,340
1620,0,3834,6762,0,0,0,0,0,0,-5.930763,-6.776482,0.817275,9,340
1840,0,18080,9480,0,0,0,0,0,0,-6.261716,-7.835533,0.831594,10,340
2054,0,21093,9628,0,0,0,0,0,0,-6.816543,-8.675539,0.826611,11,340
1554,0,20088,11748,0,0,0,0,0,0,-7.264839,-9.580111,0.823365,12,340
1258,0,19680,8000,0,0,0,0,0,0,-7.292926,-10.774881,0.824754,13,340
0,0,27118,15471,0,0,0,0,0,0,-9.397763,-10.404981,0.82686,14,340
0,0,0,8802,0,0,0,0,0,0,-13.536791,-6.489798,0.810528,15,340
0,0,0,10440,0,0,0,0,0,0,-13.873436,-8.02011,0.818787,16,340
0,0,0,8924,0,0,0,0,0,0,-14.271857,-9.276346,0.814649,17,340
2516,0,0,15770,0,0,0,0,0,0,-15.668293,-8.870462,0.810933,18,340
0,0,0,9464,0,0,0,0,0,0,-17.560535,-7.308438,0.825227,19,340
0,0,0,8526,0,0,0,0,0,0,-19.079294,-6.086379,0.832117,20,340
0,0,0,9576,0,0,0,0,0,0,-20.798363,-2.948619,0.810948,21,340
0,0,0,7520,0,0,0,0,0,0,-21.750664,-3.616368,0.822499,22,340
0,0,0,10647,0,0,0,0,0,0,-22.464234,-5.070168,0.821368,23,340
0,0,0,10416,0,0,0,0,0,0,-23.20703,-6.220741,0.82334,24,340
0,0,0,4674,0,0,0,0,0,3528,-24.558411,4.700831,0.81405,25,340
0,0,0,4104,0,0,0,0,0,8668,-25.243611,6.3447,0.825348,26,340
0,0,0,2240,0,0,0,0,0,4602,-22.184543,15.415045,0.823394,27,340
0,0,0,1360,0,0,0,0,0,2813,-18.405588,21.142609,0.814688,28,340
0,0,0,1280,0,0,0,0,0,2275,-18.328202,22.476277,0.803986,29,340
0,0,0,0,2205,0,0,0,0,1886,-17.595733,24.305712,0.821605,30,340
0,0,0,4480,0,0,0,0,0,13115,-23.816728,5.024536,0.831017,24,18
0,0,0,4218,0,0,0,0,0,17120,-23.518871,4.736111,0.824098,23,18
0,0,0,4332,0,0,0,0,0,20915,-22.654295,3.779077,0.823509,22,18
0,0,0,4998,0,0,0,0,0,25220,-21.795895,2.661844,0.828608,21,18
0,0,0,3375,0,0,0,0,0,34344,-20.959337,1.179378,0.816952,20,18
0,0,0,3737,0,0,0,0,0,13790,-19.041449,6.116765,0.822351,19,18
0,0,0,4788,0,0,0,0,0,33578,-18.983373,0.367675,0.826286,18,18
0,0,0,5371,0,0,0,0,0,29106,-17.947164,-0.963036,0.828196,17,18
0,0,0,6426,0,0,0,0,0,0,-16.382026,-4.440982,0.822865,16,18
1764,0,0,6862,0,0,0,0,0,0,-15.621752,-3.34387,0.821068,15,18
0,0,0,4674,0,0,0,0,0,36270,-14.99769,0.101263,0.825874,14,18
3534,0,0,4636,0,0,0,0,0,39936,-13.979438,0.116165,0.821241,13,18
3366,0,0,3360,0,0,0,0,0,33448,-12.919692,1.218517,0.819745,12,18
3440,0,0,3924,0,0,0,0,0,27169,-11.743501,2.382893,0.822568,11,18
0,0,0,3300,0,0,0,0,0,3230,-10.343907,3.739471,0.808665,10,18
0,0,0,2970,0,0,0,0,0,0,-9.251784,3.711015,0.816136,9,18
0,0,0,3876,0,0,0,0,0,0,-8.394628,3.206197,0.825395,8,18
0,0,0,2142,0,0,0,0,0,0,-7.411952,2.99102,0.823947,7,18
0,0,0,3168,0,0,0,0,0,0,-6.383276,2.796018,0.827571,6,18
2755,0,0,0,0,0,0,0,0,0,-5.928258,-0.721108,0.813792,5,18
3232,0,0,3850,0,0,0,0,0,0,-4.978733,0.367345,0.82216,4,18
4140,0,0,2755,0,0,0,0,0,0,-1.68147,3.833418,0.830726,4,354
4140,0,0,2790,0,0,0,0,0,0,-1.689918,3.614622,0.807742,3,354
3630,0,0,3332,0,0,0,0,0,0,-1.791552,2.378083,0.82688,2,354
2175,0,0,5220,0,0,0,0,0,0,-2.334962,-4.44063,0.822954,5,354
2075,0,12168,3216,0,0,0,0,0,0,-2.100066,-5.642627,0.816123,6,354
2050,0,9750,0,0,0,0,0,0,0,-2.447835,-6.602944,0.817413,7,354
2240,0,10065,0,0,0,0,0,0,0,-3.243819,-7.318542,0.806486,8,354
1659,0,12474,0,0,0,0,0,0,0,-3.827294,-8.197345,0.823089,9,354
1771,0,16530,0,0,0,0,0,0,0,-4.337024,-9.016164,0.807408,10,354
1095,0,14775,0,0,0,0,0,0,0,-4.871868,-9.881848,0.811312,11,354
2639,0,0,6944,0,0,0,0,0,0,-0.778282,-1.841168,0.810042,1,354
1566,0,0,2914,0,0,0,0,0,15795,-10.381999,6.022818,0.82886,12,354
0,0,0,3731,0,0,0,0,0,17760,-10.945975,7.022508,0.807639,13,354
0,0,0,2340,0,0,0,0,0,11200,-11.454926,8.096651,0.822792,14,354
0,0,0,2088,0,0,0,0,0,6820,-12.011691,9.056529,0.824524,15,354
0,0,0,741,1410,0,0,0,0,2726,-11.908636,21.569884,0.831017,24,24
0,0,0,819,1591,0,0,0,0,2046,-11.993351,21.963614,0.812581,25,24
0,0,0,1240,0,0,0,0,0,2523,-12.04813,23.052068,0.813332,26,24
0,0,0,1140,1175,0,0,0,0,1652,-12.104094,24.153873,0.823176,27,24
0,0,0,1026,6806,0,0,0,0,1612,-12.006778,25.336604,0.826988,28,24
0,0,0,0,20874,0,0,0,0,0,-7.814313,22.680643,0.817153,23,24
45890,0,0,0,20246,0,0,0,0,594,-3.107375,22.76924,0.817417,22,24
37720,0,0,0,17836,0,0,0,0,594,-3.253327,21.743327,0.832406,21,24
33072,0,0,0,6860,0,0,0,0,0,-3.44182,20.715855,0.807215,20,24
26688,0,0,0,0,0,0,4482,0,0,-3.560137,19.619467,0.824949,19,24
14848,0,0,0,0,0,0,4488,0,0,-3.570076,18.661473,0.826016,18,24
3224,0,0,0,0,0,0,0,0,3384,-7.153511,16.490258,0.825809,17,24
0,0,0,1224,0,0,0,0,0,0,-7.078274,15.437619,0.825238,16,24
0,0,0,26900,0,0,0,0,0,0,-20.591733,-10.382236,0.927564,23,356
0,0,0,27295,0,0,0,0,0,0,-21.903519,-9.828963,0.915422,24,356
0,0,0,16353,0,0,0,0,0,0,-22.2964,-5.594898,0.928171,22,356
0,0,0,36,0,0,0,0,0,0,-25.085524,-0.563493,0.907038,25,356
0,0,0,8555,0,0,0,0,0,47748,-21.915402,1.038644,0.924649,21,356
0,0,0,6713,0,0,0,0,0,35208,-20.929241,1.574189,0.923628,20,356
0,0,0,8456,0,0,0,0,0,48828,-19.983359,-0.598528,0.927935,19,356
0,0,0,0,0,0,57652,0,0,0,-23.151649,-11.852452,0.907957,26,356
0,0,0,0,0,0,83160,0,0,0,-23.674281,-13.01711,0.928112,27,356
0,216090,0,0,0,0,77894,0,0,0,-24.049551,-14.381007,0.920042,28,356
0,252648,0,0,0,0,57378,0,0,0,-24.463729,-15.648474,0.92146,29,356
0,22113,0,0,0,0,40515,0,0,0,-24.964993,-16.690384,0.920839,30,356
0,0,0,0,0,0,32860,0,0,0,-24.769625,-18.647708,0.904633,31,356
0,0,0,22971,0,0,0,0,0,0,-15.41994,-11.083954,0.927398,18,356
0,0,3645,25620,0,0,0,0,0,0,-14.215285,-10.992007,0.922154,17,356
1470,0,32214,17550,0,0,0,0,0,0,-13.350273,-10.478622,0.918488,16,356
0,0,0,6885,0,0,0,0,0,29088,-22.844111,2.908637,0.925564,23,31
0,0,0,6664,0,0,0,0,0,30591,-22.838459,2.700987,0.913463,22,31
0,0,0,10065,0,0,0,0,0,0,-23.951554,-1.527481,0.921239,24,31
0,0,0,13160,0,0,0,0,0,0,-21.496171,-4.656301,0.929929,21,31
0,0,0,10865,0,0,0,0,0,0,-19.96674,-6.455618,0.918185,20,31
0,0,0,19992,0,0,0,0,0,0,-19.058873,-6.049679,0.907273,19,31
1690,0,0,12220,0,0,0,0,0,0,-18.139503,-5.61535,0.930527,18,31
0,0,0,9435,0,0,0,0,0,0,-17.166479,-5.246578,0.928955,17,31
1672,0,0,12702,0,0,0,0,0,0,-16.295196,-4.707493,0.918937,16,31
3498,0,0,6705,0,0,0,0,0,38482,-15.943199,-1.245875,0.921622,15,31
0,0,0,2262,0,0,0,0,0,6248,-13.797473,14.34789,0.939462,19,39
0,0,0,2520,0,0,0,0,0,6854,-13.491064,13.339603,0.924299,18,39
0,0,0,2407,0,0,0,0,0,7956,-13.068985,12.321743,0.932838,17,39
2496,0,0,2632,0,0,0,0,0,8964,-12.764886,11.19164,0.920095,16,39
0,0,0,3264,0,0,0,0,0,12172,-12.587438,9.853466,0.911896,15,39
0,0,0,2600,0,0,0,0,0,8836,-12.131886,8.761179,0.929094,14,39
0,0,0,3232,0,0,0,0,0,12214,-11.375672,8.075364,0.926808,13,39
